AccNum,GeneName,txReads1,txRPKM1,cdReads1,cdRPKM1
NM_004814,SNRNP40,207.0,113.664623547,161.0,133.67881652
NM_004815,ARHGAP29,12.0,1.17373563094,10.0,2.35537677128
NM_020199,C5orf15,49.0,19.1563071612,22.0,24.5844664202
NM_004817,TJP2,64.0,12.0786711786,52.0,12.9781062333
NM_004818,DDX23,187.0,51.0426800515,151.0,54.6705613019
NM_020196,XAB2,84.0,28.2134215559,81.0,28.1274911581
NM_020195,SDR39U1,15.0,10.8661126597,11.0,11.121544333
NM_001330724,CDKL2,1.0,0.180187036898,0.0,-
NM_014314,DDX58,13.0,2.43748809775,13.0,4.17303577857
NM_020191,MRPS22,50.0,39.7391107668,47.0,38.6999495323
NM_001356505,CRYZL2P-SEC16B,0.0,-,0.0,-
NM_001303098,TMEM198,26.0,9.62448600488,14.0,11.5276445415
NM_032968,PCDH11X,0.0,-,0.0,-
NM_005663,NELFA,71.0,25.653946855,59.0,32.4771562289
NM_001278267,NBPF20,0.0,-,0.0,-
NM_032961,PCDH10,38.0,4.02259431779,31.0,8.85178194486
NM_001100817,ELOA3B,0.0,-,0.0,-
NM_001199654,PMF1,0.0,-,0.0,-
NM_032965,CCL15,0.0,-,0.0,-
NM_001303095,ISG20L2,26.0,8.51464810347,17.0,14.274647811
NM_001303096,WDR75,99.0,32.3143553862,77.0,29.8411189534
NM_014313,TMEM50A,32.0,12.3961167069,13.0,24.4571590567
NM_003688,CASK,39.0,4.19215045548,28.0,9.02707088827
NM_003689,AKR7A2,61.0,20.7699443994,57.0,47.0643535181
NM_014310,RASD2,0.0,-,0.0,-
NM_003680,YARS,203.0,58.0764729092,128.0,71.9240344282
NM_003681,PDXK,67.0,8.09469695917,32.0,30.3896279653
NM_003682,MADD,83.0,12.3030067462,76.0,13.7080641315
NM_005667,RNF103,0.0,-,0.0,-
NM_003684,MKNK1,27.0,8.56837453073,14.0,8.9302139045
NM_003685,KHSRP,340.0,93.2903136942,305.0,127.332594527
NM_003687,PDLIM4,91.0,35.3589776689,78.0,70.0464857576
NM_006416,SLC35A1,7.0,3.27503647389,4.0,3.51773430219
NM_006417,IFI44,25.0,12.9163621901,21.0,14.0274595938
NM_003175,XCL2,0.0,-,0.0,-
NM_003172,SURF1,29.0,24.7944618625,24.0,23.7008809463
NM_001324229,STOML1,10.0,3.80113233421,4.0,4.8929802228
NM_006411,AGPAT1,91.0,35.9542994019,46.0,48.1458916642
NM_001128844,SMARCA4,605.0,93.5019264457,566.0,102.089003927
NM_001127325,MAD2L2,92.0,71.2157980866,69.0,96.7459898535
NM_001127322,CBX5,259.0,19.7369784833,32.0,49.5414247559
NM_001127323,GRM8,1.0,0.231022187981,1.0,0.327006103999
NM_006418,OLFM4,0.0,-,0.0,-
NM_006419,CXCL13,0.0,-,0.0,-
NM_001308174,PLD4,0.0,-,0.0,-
NM_002460,IRF4,1.0,0.167401097354,0.0,-
NM_002889,RARRES2,0.0,-,0.0,-
NM_001098398,COPA,235.0,36.9855677228,205.0,49.3808366692
NM_001257360,AMPD2,206.0,44.7066446811,151.0,51.0051486691
NM_002887,RARS,71.0,29.6136299523,62.0,27.8811044012
NM_002886,RAP2B,40.0,4.23984616953,16.0,25.8476998726
NM_002881,RALB,35.0,13.8041121611,14.0,20.1037665676
NM_001346791,TSR2,52.0,11.0118198935,9.0,27.5797622352
NM_024298,MBOAT7,67.0,22.9884410372,40.0,25.1372979734
NM_024299,PPDPF,56.0,61.1982305808,26.0,67.2040196689
NM_001323684,NRSN2,39.0,13.9839486042,15.0,21.7498937953
NM_024292,UBL5,56.0,96.2191833409,33.0,132.556785158
NM_024293,RETREG2,154.0,29.5903532479,95.0,51.9092134391
NM_024294,C6orf106,156.0,31.4094198949,50.0,49.7071151397
NM_002014,FKBP4,156.0,37.185864933,114.0,73.665944637
NM_024297,PHF23,38.0,16.6354121419,28.0,20.601384552
NM_003433,ZNF132,0.0,-,0.0,-
NM_001077269,WIPF1,71.0,13.6188300361,27.0,15.9240293858
NM_032505,KBTBD8,4.0,0.761850188472,0.0,-
NM_032504,UNC80,36.0,2.36711718344,31.0,2.82746394741
NM_032501,ACSS1,34.0,8.23447907404,18.0,7.75430996179
NM_001469,XRCC6,372.0,146.717992112,357.0,173.963494799
NM_001081552,SPAG11A,0.0,-,0.0,-
NM_005250,FOXL1,0.0,-,0.0,-
NM_032508,TMEM185A,17.0,5.38914894252,10.0,8.46861961639
NM_001355219,OR10G6,0.0,-,0.0,-
NM_031963,KRTAP9-8,0.0,-,0.0,-
NM_002010,FGF9,5.0,0.984266717004,1.0,1.42224185902
NM_001004195,OR4F4,0.0,-,0.0,-
NM_004104,FASN,1054.0,111.125551013,1007.0,119.159748557
NM_001077268,ZFYVE19,26.0,10.2003461442,18.0,11.3357497323
NM_001303115,TUBA1C,84.0,38.771549809,79.0,56.5846634561
NM_002087,GRN,186.0,70.7010614163,169.0,84.5707149873
NM_002086,GRB2,190.0,51.2962981124,63.0,85.9021034758
NM_002081,GPC1,620.0,149.995198121,336.0,178.668179442
NM_002080,GOT2,131.0,47.4486919474,69.0,47.5873546379
NM_001010893,SLC10A5,0.0,-,0.0,-
NM_003014,SFRP4,1.0,0.299948081267,1.0,0.85662405918
NM_001104595,FAM118A,30.0,7.68746246212,19.0,15.7757609558
NM_001282136,MEI4,0.0,-,0.0,-
NM_002089,CXCL2,1.0,0.741268200836,0.0,-
NM_002088,GRIK5,12.0,3.02885585827,11.0,3.33306221599
NM_001329684,OARD1,13.0,8.12382157875,3.0,5.82840291246
NM_001288726,ELP4,9.0,2.90786623567,4.0,2.21827275026
NM_006536,CLCA2,0.0,-,0.0,-
NM_014008,CCDC22,18.0,6.92169970716,12.0,5.67990857074
NM_014009,FOXP3,0.0,-,0.0,-
NM_001284223,LRIT2,0.0,-,0.0,-
NM_014007,ZBTB43,40.0,5.97284424384,20.0,12.7029294246
NM_001461,FMO5,1.0,0.339066785402,1.0,0.556645221976
NM_014002,IKBKE,8.0,2.05353055983,4.0,1.6582903684
NM_014003,DHX38,131.0,26.2278131061,118.0,28.5629712762
NM_014000,VCL,537.0,87.2889922877,437.0,114.447238511
NM_001282187,CYSLTR1,0.0,-,0.0,-
NM_015351,TTC9,35.0,5.98257573245,13.0,17.3283907218
NM_018230,NUP133,68.0,14.5416556118,60.0,15.4147907624
NM_001319240,LOC100287896,1.0,0.360446906065,0.0,-
NM_015352,POFUT1,197.0,33.6604506964,49.0,37.4426192242
NM_015355,SUZ12,15.0,2.97314618451,9.0,3.61518504975
NM_015354,NUP188,331.0,51.8292903767,317.0,53.8444513633
NM_005006,NDUFS1,306.0,78.57016054,283.0,115.551290159
NM_000330,RS1,0.0,-,0.0,-
NM_005642,TAF7,56.0,21.7593708732,36.0,30.5741364208
NM_018238,AGK,35.0,10.6704607167,28.0,19.6760268534
NM_006532,ELL,82.0,18.158217765,61.0,29.151384985
NM_000333,ATXN7,11.0,1.35767503137,6.0,1.99719069565
NM_002229,JUNB,38.0,18.6598758442,29.0,24.7707123779
NM_002228,JUN,506.0,135.787931591,197.0,176.379409824
NM_002559,P2RX3,0.0,-,0.0,-
NM_002558,P2RX1,0.0,-,0.0,-
NM_133372,FNIP1,18.0,2.42688563969,13.0,3.31125204024
NM_001009954,ERCC6L,8.0,1.63398194339,6.0,1.58110930072
NM_001080495,TNRC18,92.0,7.76164611123,84.0,8.40986125866
NM_002221,ITPKB,17.0,2.46018759742,11.0,3.45272865247
NM_001080448,EPHA6,0.0,-,0.0,-
NM_002551,OR3A2,0.0,-,0.0,-
NM_002550,OR3A1,0.0,-,0.0,-
NM_002557,OVGP1,1.0,0.397745604641,1.0,0.437774003734
NM_002556,OSBP,47.0,8.24553321729,23.0,8.46128294098
NM_001113756,TYMP,2.0,0.967710955622,2.0,1.23084285108
NM_001317946,SMARCB1,155.0,78.4452752945,124.0,93.313468401
NM_001039469,MARK2,58.0,10.9370368884,39.0,14.6928940341
NM_001004063,OR4K1,0.0,-,0.0,-
NM_007001,SLC35D2,19.0,10.4201520704,12.0,10.5532029066
NM_001004064,OR8J3,0.0,-,0.0,-
NM_001004067,NOMO3,4.0,0.82645564931,4.0,0.972194762176
NM_001323027,IQCG,2.0,0.751893461725,0.0,-
NM_003019,SFTPD,0.0,-,0.0,-
NM_000488,SERPINC1,0.0,-,0.0,-
NM_001039465,SRSF5,90.0,48.611210239,59.0,64.2405288043
NM_001039464,MROH7,0.0,-,0.0,-
NM_000487,ARSA,11.0,2.27327974546,11.0,6.4112432037
NM_001256369,CCR9,0.0,-,0.0,-
NM_001291978,NOP14,49.0,11.9550031832,43.0,14.8970717797
NM_001163560,MEIOB,0.0,-,0.0,-
NM_000338,SLC12A1,0.0,-,0.0,-
NM_005686,SOX13,5.0,1.09470371422,3.0,1.43137342794
NM_005687,FARSB,118.0,42.4298331377,106.0,53.4039765165
NM_005684,GPR52,0.0,-,0.0,-
NM_001348913,DYNC2LI1,14.0,5.74261225321,11.0,8.71929075704
NM_005683,GPR55,0.0,-,0.0,-
NM_005680,TAF1B,9.0,3.49095729032,5.0,2.52333233052
NM_001318966,EIF2B4,52.0,25.5768193996,50.0,29.199268029
NM_033108,HSFY1,0.0,-,0.0,-
NM_033109,PNPT1,62.0,11.9853089156,54.0,20.4737520675
NM_001130009,GEN1,30.0,3.87603149351,20.0,6.54012207999
NM_000484,APP,424.0,104.073810552,324.0,124.913786933
NM_018050,MANSC1,1.0,0.388221874448,1.0,0.688075343832
NM_018053,XKR8,7.0,2.31880368471,4.0,3.00251059127
NM_018052,VAC14,60.0,17.1819970252,49.0,18.6017610195
NM_001177701,IFT27,9.0,7.32272884166,3.0,4.76869329201
NM_001130002,PQLC2L,0.0,-,0.0,-
NM_033102,SLC45A3,4.0,1.05469621006,2.0,1.0730994532
NM_033103,RHPN2,25.0,6.31369049565,16.0,6.92281917986
NM_033104,STON2,42.0,2.89393579937,22.0,7.2179559247
NM_018058,CRTAC1,0.0,-,0.0,-
NM_033106,GALP,0.0,-,0.0,-
NM_033107,GTPBP10,57.0,6.73952556345,34.0,26.0475532222
NM_002592,PCNA,193.0,127.016169448,159.0,180.391294722
NM_001206651,SH3GLB1,113.0,15.5889941141,69.0,51.9244299973
NM_001199085,TDRD5,0.0,-,0.0,-
NM_001300761,TTC29,0.0,-,0.0,-
NM_001349205,LPIN1,50.0,7.58545122156,38.0,12.1849458947
NM_001242853,DEFB131B,0.0,-,0.0,-
NM_004586,RPS6KA3,72.0,8.32758579554,41.0,16.4469507287
NM_001287045,SH3GLB2,79.0,30.5630828646,64.0,46.9726101389
NM_001199206,IZUMO1R,0.0,-,0.0,-
NM_006542,SPHAR,0.0,-,0.0,-
NM_005641,TAF6,283.0,91.3700281341,218.0,95.5754920069
NM_001001557,GDF6,0.0,-,0.0,-
NM_001353361,GPR137C,3.0,0.679684181102,1.0,0.666476566223
NM_013237,PRELID1,28.0,19.6142011602,15.0,20.266946491
NM_001353366,NOM1,34.0,4.98673551819,28.0,9.65540528885
NM_016034,MRPS2,91.0,53.7053962609,54.0,54.0451906428
NM_001300813,SEC24B,45.0,8.29788131767,41.0,9.38197882213
NM_001012968,SPIN4,9.0,1.95177792083,3.0,3.56698258242
NM_001256182,ANKRD11,54.0,5.13316969009,47.0,5.24424991785
NM_001324188,LRRN1,1.0,0.142862166871,1.0,0.414572592099
NM_004322,BAD,36.0,26.2278131061,25.0,43.9716787774
NM_080817,GPR82,0.0,-,0.0,-
NM_001142353,PPP3CB,30.0,7.58502108539,23.0,12.9975601071
NM_018292,QRSL1,30.0,6.49644715109,19.0,10.6762238604
NM_033360,KRAS,5.0,0.75712824385,2.0,3.12893208985
NM_134442,CREB1,55.0,4.80466403883,22.0,19.1212516602
NM_079834,SCAMP4,29.0,9.61361476676,11.0,14.21623493
NM_001270399,TUBA1A,241.0,86.7975365877,170.0,111.797020467
NM_012377,OR7C2,0.0,-,0.0,-
NM_012374,OR4D1,0.0,-,0.0,-
NM_012375,OR52A1,0.0,-,0.0,-
NM_000138,FBN1,59.0,4.49875956313,51.0,5.27843871006
NM_001270393,PKIB,1.0,0.446766355514,0.0,-
NM_012378,OR8B8,0.0,-,0.0,-
NM_001270396,GLIPR1L2,0.0,-,0.0,-
NM_005647,TBL1X,27.0,4.21297155404,13.0,6.68552098782
NM_014911,AAK1,32.0,1.34191679565,13.0,4.0168722775
NM_014912,CPEB3,7.0,1.06286727724,6.0,2.551489687
NM_014913,ADNP2,91.0,15.0638302859,68.0,17.8559198767
NM_014915,ANKRD26,9.0,1.18390777555,8.0,1.38982372197
NM_014916,LMTK2,176.0,17.5458058834,113.0,22.3331688727
NM_001323949,MBD1,81.0,21.7892601189,36.0,23.1622245612
NM_005022,PFN1,639.0,417.454554976,274.0,577.631931196
NM_005023,PGGT1B,10.0,3.27006103999,9.0,7.0773463937
NM_005021,ENPP3,0.0,-,0.0,-
NM_005027,PIK3R2,79.0,17.762961675,58.0,23.6494044102
NM_005024,SERPINB10,0.0,-,0.0,-
NM_005025,SERPINI1,11.0,5.13570790663,10.0,7.23232478188
NM_001005333,MAGED1,229.0,70.1269755645,208.0,74.0451474196
NM_001185098,INS,0.0,-,0.0,-
NM_004328,BCS1L,85.0,45.5793023912,80.0,56.6187711496
NM_001185095,AIF1L,11.0,2.79066916121,1.0,1.67937033071
NM_001005338,OR5H1,0.0,-,0.0,-
NM_001005339,RGS10,41.0,40.4442162277,34.0,55.5299486275
NM_177400,NKX6-2,0.0,-,0.0,-
NM_177401,MIDN,53.0,12.4604585334,29.0,18.3799742165
NM_022778,CEP85,75.0,16.7789572053,46.0,17.9206202262
NM_001163857,TEX33,0.0,-,0.0,-
NM_001287435,CEBPA,21.0,7.11769614509,14.0,12.0622599406
NM_020899,ZBTB4,20.0,3.00149998521,18.0,5.27660145329
NM_012188,FOXI1,0.0,-,0.0,-
NM_014371,AKAP8L,103.0,41.5046549921,102.0,46.8614404182
NM_001002814,RAB11FIP1,25.0,2.83778527751,14.0,3.24102778777
NM_001042693,SHISAL2A,0.0,-,0.0,-
NM_130773,CNTNAP5,0.0,-,0.0,-
NM_022917,NOL6,152.0,27.9302159761,108.0,27.9885294175
NM_001316951,GPALPP1,9.0,3.62334573835,5.0,4.35848311635
NM_001042697,ZSWIM7,22.0,9.77498963793,8.0,16.8651658743
NM_001206977,NR1H4,0.0,-,0.0,-
NM_001856,COL16A1,6.0,0.958179418631,4.0,0.74080635149
NM_001855,COL15A1,3.0,0.493404082777,3.0,0.642005504396
NM_001853,COL9A3,116.0,41.6267585072,102.0,44.2618276651
NM_001852,COL9A2,34.0,10.7097675558,28.0,12.0622599406
NM_001851,COL9A1,0.0,-,0.0,-
NM_001171623,VEGFA,24.0,5.84591518562,5.0,6.3787242175
NM_001322811,GDPGP1,3.0,1.81988907267,3.0,2.31022187981
NM_001859,SLC31A1,61.0,11.3847811599,18.0,28.012952218
NM_001858,COL19A1,203.0,20.7477783448,132.0,34.3279163663
NM_004442,EPHB2,5.0,0.40390689628,5.0,1.50429427396
NM_013233,STK39,81.0,22.0621250135,57.0,31.0314418801
NM_001348002,CCDC171,0.0,-,0.0,-
NM_001111298,PPIL6,0.0,-,0.0,-
NM_148962,OXER1,12.0,6.06973780333,10.0,7.01057897489
NM_001288645,ZNF286A,17.0,2.70515274363,1.0,0.724996459842
NM_001331076,GPR142,0.0,-,0.0,-
NM_001354609,BRAF,14.0,1.2875865345,6.0,2.32225428543
NM_001350989,SFXN2,11.0,3.65469526888,6.0,5.52164486443
NM_182663,RASSF5,12.0,2.94305493599,1.0,0.709423743521
NM_206862,TACC2,60.0,5.51822800499,52.0,5.2414121817
NM_001204517,KIFAP3,11.0,2.38899223129,10.0,3.94752388493
NM_153261,CNEP1R1,11.0,4.52245371216,2.0,4.15732235714
NM_001354602,TMEM269,1.0,0.265875267026,0.0,-
NM_001354357,C6orf52,0.0,-,0.0,-
NM_001350984,ZSCAN25,54.0,10.5856814383,35.0,36.2498229921
NM_206998,SCGB1D4,0.0,-,0.0,-
NM_025248,SRCIN1,6.0,0.758932464346,6.0,1.50632710406
NM_001148,ANK2,74.0,4.56419821378,57.0,4.28073958224
NM_004319,ASTN1,2.0,0.243214413093,2.0,0.459071117429
NM_004318,ASPH,90.0,15.0041331285,67.0,26.2393316889
NM_001286555,DUSP22,11.0,2.79863112744,0.0,-
NM_001286554,USP49,13.0,1.31645393969,8.0,3.45136195687
NM_001300970,ZNF566,13.0,2.11700025436,4.0,3.77458474331
NM_001355003,MMP24OS,0.0,-,0.0,-
NM_001141,ALOX15B,0.0,-,0.0,-
NM_001140,ALOX15,0.0,-,0.0,-
NM_001300750,LMBR1L,15.0,5.24762051161,12.0,7.35460326273
NM_032038,SPNS1,60.0,24.1774689274,41.0,23.0381672778
NM_001355008,MMP24-AS1-EDEM2,0.0,-,0.0,-
NM_004316,ASCL1,0.0,-,0.0,-
NM_004643,PABPN1,0.0,-,0.0,-
NM_004642,CDK2AP1,57.0,31.0693776281,28.0,71.7496496465
NM_001195576,TRPC5OS,0.0,-,0.0,-
NM_001330761,ZDHHC3,86.0,6.03526603621,32.0,28.4789028537
NM_001349727,CD8B2,0.0,-,0.0,-
NM_001330765,DEDD,45.0,16.379001654,27.0,22.9963060471
NM_001201475,C18orf21,14.0,11.0775856597,3.0,6.70485447824
NM_001195571,PRR9,0.0,-,0.0,-
NM_001001548,CD36,2.0,0.377298771147,1.0,0.628432449335
NM_001201479,CORO7-PAM16,0.0,-,0.0,-
NM_001291303,FAT4,19.0,1.0513258418,19.0,1.13317063045
NM_001348341,SDCBP,18.0,4.09057635599,8.0,7.43121371338
NM_032447,FBN3,0.0,-,0.0,-
