GeneName,cdRPKM0,cdRPKM1,cdRPKM2
TAF1B,5.074599039150001,2.52333233052,4.2066204855
EIF2B4,18.2037532133,29.199268029000002,30.180229251300002
PNPT1,24.780742884400002,20.4737520675,25.9147138021
GEN1,1.9728969201700002,6.540122079990001,5.72405817218
APP,110.873736257,124.913786933,114.72616204200001
XKR8,3.01913013541,3.0025105912700005,0.625681683322
VAC14,14.8874348056,18.6017610195,13.290341963
IFT27,3.1967260257300003,4.76869329201,2.64994595289
SLC45A3,1.0790392902700001,1.0730994532,2.6834290245
RHPN2,5.22085385861,6.92281917986,11.9016131553
STON2,7.2579088685699995,7.2179559247,7.93082610516
GTPBP10,24.651041930399998,26.047553222199998,26.181875800100002
PCNA,233.86735152,180.391294722,150.36420423200002
SH3GLB1,49.1850694212,51.924429997299995,46.4176608812
LPIN1,7.093490221060001,12.1849458947,13.0967932936
RPS6KA3,16.5379881507,16.4469507287,20.0623438539
SH3GLB2,29.520383546199998,46.9726101389,37.9302140467
TAF6,66.1269653552,95.5754920069,114.01802852200001
PRELID1,16.3033027312,20.266946491,18.0196324797
NOM1,6.934892886439999,9.65540528885,13.5094982483
MRPS2,34.216808201300005,54.045190642799994,51.723019154700005
SEC24B,11.0445776778,9.38197882213,7.24808157863
SPIN4,10.7601798026,3.5669825824199997,9.91079786383
ANKRD11,7.068436431889999,5.24424991785,12.4629027192
BAD,30.0662486266,43.9716787774,52.779396908
PPP3CB,10.796547119200001,12.9975601071,10.8340470945
QRSL1,15.255453406300001,10.6762238604,10.3042321836
KRAS,4.71937710641,3.12893208985,7.824314103019999
CREB1,17.4791744682,19.1212516602,26.0810470101
SCAMP4,7.79723174102,14.21623493,26.9315159343
TUBA1A,122.33488590700001,111.79702046700001,47.142069485
FBN1,8.22166322738,5.27843871006,6.9016698216100005
TBL1X,6.20540934406,6.6855209878199995,8.14468682581
AAK1,4.66050753751,4.0168722775,6.696485043130001
CPEB3,0.427602122183,2.5514896869999997,3.89909787203
ADNP2,28.516377568699998,17.8559198767,22.544438603699998
ANKRD26,1.3975166962299999,1.38982372197,1.4481002138799999
LMTK2,29.611162651199997,22.3331688727,35.5839816919
MBD1,12.292172694200001,23.1622245612,30.5690193852
PFN1,360.368511908,577.631931196,644.904754614
PGGT1B,7.907245592739999,7.0773463937,13.109520983900001
PIK3R2,17.6302290623,23.6494044102,28.209747006100002
SERPINI1,5.817885808380001,7.232324781880001,8.43985219547
MAGED1,68.0117818528,74.0451474196,64.0937825924
BCS1L,28.466084133899997,56.6187711496,37.1654919893
AIF1L,1.68866600794,1.67937033071,2.7996604135100003
RGS10,50.910496624,55.5299486275,36.7570799895
MIDN,17.2071105585,18.379974216500003,22.716647555700003
CEP85,15.2776690076,17.9206202262,12.9892501492
CEBPA,13.8617453174,12.062259940599999,20.108865231
ZBTB4,3.2424385773799997,5.27660145329,4.88698119518
AKAP8L,25.8702588419,46.8614404182,59.7405126258
RAB11FIP1,2.5606173812,3.2410277877700002,2.7015414737800003
NOL6,12.2476133566,27.9885294175,28.7300809915
GPALPP1,3.5060866088599996,4.3584831163499995,8.7191770063
ZSWIM7,14.8387034315,16.8651658743,7.0289346552
COL16A1,1.1173603118000002,0.7408063514899998,1.08061658951
COL15A1,1.07593190571,0.642005504396,1.7838009114200002
COL9A3,23.1260960883,44.2618276651,50.639113172799995
COL9A2,9.52994990569,12.062259940599999,12.927127648499999
VEGFA,8.97964456584,6.3787242175,9.570512958630001
GDPGP1,0.774336485507,2.31022187981,1.92567316007
SLC31A1,25.0382310706,28.012952218000002,23.350047323200002
COL19A1,29.5494390419,34.3279163663,31.2151113821
STK39,26.276385354299997,31.0314418801,30.404004435700003
OXER1,2.81975361703,7.01057897489,4.09054157115
ZNF286A,2.9160378868799994,0.724996459842,0.6043169429159999
BRAF,6.2269559042900005,2.3222542854299997,7.742810831110001
SFXN2,1.8507361201599997,5.521644864430001,5.3696273256
RASSF5,2.8534022282200002,0.709423743521,3.54801832834
TACC2,5.06771589362,5.2414121817,4.452969538680001
KIFAP3,8.732623419560001,3.9475238849300003,4.60661255291
CNEP1R1,4.18033403365,4.15732235714,5.1979709076
ZSCAN25,24.994610459,36.2498229921,59.5683843732
SRCIN1,1.5146649496899998,1.5063271040600001,2.0926515759799997
ANK2,5.51269668737,4.280739582240001,4.63238404449
ASTN1,0.461612175144,0.459071117429,0.956640720447
ASPH,18.5085803953,26.2393316889,27.4211798604
USP49,2.60284949265,3.4513619568699996,7.9113771046500005
ZNF566,7.59095576903,3.7745847433099997,7.0791413313
LMBR1L,1.84882814478,7.35460326273,3.57606108489
SPNS1,18.0805373705,23.038167277800003,15.9247224655
CDK2AP1,79.8768136688,71.74964964649999,68.3503300954
ZDHHC3,30.4263234605,28.4789028537,22.254785622399996
DEDD,14.5593009109,22.9963060471,25.557931454000002
C18orf21,20.2259018846,6.70485447824,14.903455434300001
FAT4,0.899560242995,1.13317063045,1.64053134784
SDCBP,3.7361735425699996,7.431213713380001,10.839935163599998
SLC30A5,13.266830333900002,10.089376321,8.08648650769
CCDC71,10.8572564485,3.17573235615,2.64711481406
MRTO4,53.551820776899994,71.835065896,65.0396109814
NT5DC2,64.2535795421,98.1319584416,57.543500073100006
CENPH,19.2834763488,16.780159998,21.9795920367
TIPIN,23.753156297100002,25.5909346421,23.792478315500002
BIN1,120.717282716,181.914014712,165.61694843
ATP5F1B,350.777349959,367.354338284,287.039145679
TMEM160,36.3733297266,40.8913347191,51.127131837200004
GEMIN8,3.69004794328,2.4464901113999997,6.11777645915
ATP5F1D,81.3557315779,77.3901546483,101.16051074
KMT2E,6.270501050469999,4.63701339835,6.79734657148
LARP4B,18.5360547848,17.281892356700002,21.767902284899996
ZNF606,2.6384075458300003,2.2490432423900004,4.37424874192
CPS1,3.78346687855,4.75280823774,2.64111868456
FAM49B,59.7787766811,62.193542462799996,62.5142634488
SFMBT1,8.61862408898,8.571180753610001,6.28712667255
ZNF788,1.94086937276,1.9301853801,2.81556757495
NUP98,35.6813908563,34.4946955269,25.451105008400003
COPB1,50.4422591492,41.128729985999996,35.5812187459
RAB14,23.5240556384,28.8991644409,56.207071218500005
PRKD2,12.241387716300002,17.9228362598,12.9663453281
LRRTM4,1.7277103087,1.14546646834,1.4321962231
MKS1,5.87112985261,13.8008254677,13.7158363294
CSAD,1.14738534897,2.2821385684099997,6.1823595119800006
XPA,14.1716927477,3.84373123106,8.54379126192
HEBP1,7.865628510680001,3.12893208985,9.12836645352
UBE2D4,12.1173195975,8.033744555010001,15.067091347
ICA1L,3.0941395797699998,1.84626427662,1.5389437676700002
WDR5,35.6888218992,31.0558185037,43.6370950721
TM4SF19,4.26991262008,1.4154692787399998,2.3597137771
TLCD1,4.82086908719,2.3971657139900002,2.99721709592
SLC2A6,11.7674757246,10.5324288851,17.5585001524
UBE2Q1,31.090616713600003,42.8656299306,52.717009913999995
TRIM44,17.3271816467,21.539749893899998,26.5724290552
ZRANB1,57.7552355805,36.4747866327,47.17763440109999
ZNF837,3.9328142553400003,2.23495149275,2.3286649116099998
GALT,7.079065659610001,17.2091264942,13.040523505
GALK1,30.4217693034,38.574239122899996,27.740146692600003
POC1A,8.07821306502,9.640493466010001,18.0805096164
LRFN4,22.5580289363,20.564364992999998,16.3621662846
ZBTB17,15.4790913724,24.190387426999997,20.4692804216
CWF19L1,18.5879280725,31.0558185037,15.4085787684
AUNIP,11.688587619200002,4.151516041,4.15256893736
GAD1,1.00468532237,1.9983095699900002,2.08210039156
PRR14,1.5301734645299998,5.07250082825,5.0737873023
PCM1,24.183758977100002,21.8903969852,25.569282279499998
GAA,18.5044481857,35.869447095,33.2786497002
MED15,8.68156507817,17.2675505373,21.9326093805
ZNF563,0.626611914897,1.24632515109,0.519433850305
SEPT9,231.65589206,302.472600355,269.977797697
CABYR,3.01913013541,1.50125529563,0.625681683322
WASF3,7.13066918662,13.0009305522,8.373934576789999
STARD10,9.21248270771,22.3954385883,15.2734898586
HSPH1,12.1784469374,8.30496526758,8.65319953186
UTP14A,9.67920606884,8.85585053927,10.9121479071
KCTD10,8.53982524016,36.802201247199996,30.6762791023
ODF2,24.87942245,35.5884807254,33.9023872195
ABCE1,22.915197727800003,13.3761846841,23.538144926599998
TMEM44,3.13964163241,3.74683044372,4.16420078312
PIGX,5.3951964513699995,8.584795625569999,5.366858049
ZFAND2B,18.5360547848,48.3892985988,35.532899318000005
GALM,13.9425718207,19.065504570799998,17.3366726481
RPA3,53.898897007600006,46.2928067391,50.7725300401
VDAC2,11.5700858093,11.506395427200001,11.189610491400002
CYTH1,22.856591084,19.2337296111,20.4045838373
MRPL9,42.380476005300004,49.9111368809,43.452192126899995
CMBL,1.2150157862,1.20832743307,5.0359745243
PPM1G,102.181272755,130.963254474,103.275224541
SATB2,10.5875217555,14.5789478846,15.527816816600001
CACTIN,20.4775783097,51.303767928999996,56.801015425100005
TIMP2,78.4427386314,126.431509332,121.082145848
SPPL3,10.8688684875,2.31622245612,5.148466422769999
ATP23,4.63401369621,13.8255138854,3.8413945208599998
TWF1,4.17449557829,5.812122457389999,2.07628446868
MITD1,18.0650149311,13.0658702653,8.16823999766
ZNF717,1.49633984183,0.37202571781599997,1.8606003499000001
PPP6C,40.9563047232,35.531167609200004,44.06404298060001
MRPS35,23.9853116313,47.706557172299995,26.7652720088
THOP1,69.741906128,90.4669495542,85.8217641107
PPCDC,10.2061326041,8.69995751811,9.66907108666
NIF3L1,22.140287659699997,27.0995827725,10.5884592562
USPL1,0.983203563834,1.3037217041,2.17342058417
HYAL3,3.57528568667,2.84448371804,5.3347596157
BCCIP,66.3075167965,70.0005114298,65.95923492989999
CRYZL1,1.70796504803,8.492815672439999,1.4158282662600001
HIST1H4L,221.29643290599998,288.674071174,181.062653281
HIST1H4E,1586.43676577,1586.2783119,860.047603087
HIST1H4B,1307.6607399,1386.20717346,614.660059824
HIST1H4H,1155.33981855,1180.41971678,667.072933142
HIST1H4C,2060.64340771,2849.58464317,1253.14415297
HIST1H4F,5.7479592962599995,2.85815912053,4.7648066653
PLEKHF2,5.97787766811,13.0789361356,3.96431914553
SLC9A8,4.99822547501,8.45020957375,12.844261445599999
NEO1,5.3154862986,3.45637847134,4.06735890444
FARS2,3.30634826776,5.918665789419999,4.93347238797
SNX17,71.0745540158,90.8785371318,58.9176943072
HOXC11,1.95995989118,1.94917081007,1.62472096128
RIMS3,16.4440000579,15.3915106038,30.470090519899998
ITPK1,10.083167151,17.9065390684,19.1051525086
KIAA0232,8.992509386130001,4.68443271331,5.6795403231099995
TM9SF4,20.917923411,20.3404916572,30.056074392600003
ERCC4,4.23731786726,7.131371938689999,5.94431714842
NR2F6,56.8267383265,59.4497097071,76.4722057394
EPHA3,22.4777920447,11.479110614200001,15.359722299100001
TMEM199,7.15057137334,18.4891441673,15.411527778699998
CTTN,29.292685488000004,49.631336597600004,46.316342104099995
ELK3,7.325830475630001,18.2137591014,18.218378426199997
RPF2,8.762361402769999,12.5870720878,14.5272281392
KLHL7,8.87254570406,5.51481537171,5.51621402439
ETS1,10.1434575816,17.4852087374,16.256399210999998
OSBPL8,11.2790144681,5.25793423117,6.13581235673
YBEY,7.349849591939999,7.30939053775,12.185407209600001
VEZF1,22.7229268086,19.700683528699997,15.4554352652
FAM46B,13.330947851400001,4.884365821,7.56105470832
ALPK2,5.7823782141999995,8.625821537410001,7.646516085630001
DPP8,10.971633095,6.943514481919999,12.1266714685
UTP4,21.3184865893,26.825924322,31.376980136599997
CALHM5,5.785042904630001,2.8765988567900003,3.99628946122
NBEAL2,2.3868114101400004,3.56050892982,7.734379458160001
SEC14L1,41.3275062251,54.8000117412,53.2913013628
ZNF503,1.84787563157,3.2159812051700003,3.06361603209
LRCH3,10.4801501895,13.340748321400001,13.2051303936
KLF13,13.445053578800001,13.371041975599999,17.146709107
JMJD1C,13.2920144923,10.6452648236,12.286113054300001
ADGRA2,1.11610860122,3.10790117961,4.2559438175499995
ETV3,8.73958723408,10.4297736328,14.9724529132
ATP1B3,40.5641698908,20.170437222,17.6978533283
PRAG1,2.55646942328,1.69493113919,1.58940094039
ZNF609,17.3578600845,17.0517935066,13.5115339149
AKR1E2,2.79340077949,8.334071454260002,6.174951940080001
VEZT,23.9619568975,18.1860926319,18.2952492212
NKAPD1,5.083229309619999,9.09944536333,7.58479428354
FN1,285.867031344,452.230439055,348.15776999400003
PUS7L,10.6443690672,2.1171549041,4.5883323443599995
S100PBP,8.038710800639999,14.535381346500001,10.2985063377
PARP12,9.79281954178,18.630963156099998,14.823842958699998
MEAF6,28.113781112399998,38.2597141679,42.9304362913
LIX1L,24.7604400454,24.6241401154,43.24978357729999
THUMPD2,11.070143829800001,33.0276165039,32.1183264105
ZNF704,6.513426030630001,6.47757127559,7.79905400906
ZC3H4,10.7730157362,19.8317666584,24.8909992362
RRS1,13.0663992746,16.2430900839,17.601143747200002
P3H2,7.166708064730001,7.54650757918,5.59142333643
CDH13,41.6330507766,44.5286918962,51.7679651888
SEPT11,95.1025992654,120.25054918,127.26365438799999
PLEKHM2,16.9959267035,19.5251497567,20.4045838373
PCDHGA10,0.956970811331,1.58617155035,0.26442897181999997
MARCH8,6.769373665980001,6.732109984249999,6.90647934761
ELMOD3,1.5648894419100001,15.5627512322,7.783349107719999
ATP11B,12.686497597899999,7.317663758510001,10.306220189500001
ERBB2,11.0790641714,21.5571066625,18.7674254472
GON4L,6.93241834839,5.30327472855,9.28308452901
EML4,46.569006273999996,23.0049793164,26.9973363399
LRRC75A,0.866359082335,4.30794997877,4.30904254949
MAGEL2,2.63026617397,2.61578722711,1.98215957277
NECAB2,0.7723356160349999,0.768084104742,1.28046484029
MGME1,13.2841725958,14.036737014200002,21.335745401300002
FAM120A,26.977910834699998,41.9707512677,48.048327445299996
CLPB,15.7787117937,18.8302247941,21.675198948000002
CTC1,1.2269863850799998,3.4166499831599997,3.2547776235900003
CBFA2T2,7.410592150549999,11.7916779584,4.91444522173
LCLAT1,16.6492614099,11.038407637899999,9.85822068683
TFDP2,24.7147397131,16.8978503043,27.5299940662
USP38,12.1997503431,8.59392062092,6.3206619029499995
ZNF3,44.1319827847,49.20893197229999,62.0810604446
MYCL,3.27554940719,3.25751834011,6.10939594345
UBE2V2,10.2360918975,28.503285476,23.7587620023
HADHB,36.94935424,42.6515577369,28.988536798200002
GNG11,258.502818081,116.48929604799999,103.79551816799999
MTA3,23.3337232398,16.022691277899998,10.5923954864
UPF3A,3.24884655876,2.15397498939,5.38630318686
TRA2A,14.8621267992,32.8451434846,27.3778946515
GPC4,1.6098413828,0.533659871697,0.444829347569
EVC,4.5150133445,5.986879124580001,6.98646375094
PTS,22.5194021744,28.503285476,22.0617075736
OXLD1,6.42782544958,6.392441903990001,21.3135437932
PRNP,31.7721844565,23.4053975225,22.4358613059
PPT1,56.4685512623,67.7765420113,62.1442537064
TPI1,135.213899636,199.93503562200002,101.762656638
TMX3,22.8453923622,19.8796799976,18.937830313
GORAB,4.170612326590001,5.530205554149999,8.06692849381
LY6G5B,2.95934538025,2.9430549359900002,6.132919470190001
ZNF462,6.914976161760001,9.01112472624,9.092475104430001
NGRN,65.5109881437,82.4559329841,59.3969050058
PGF,50.6896059577,81.6998934571,68.1005116374
FCHO2,3.3169481512299996,2.56564715135,1.8330698884999999
ZNF653,5.3373907751,11.0985659356,13.273389996199999
GINM1,15.351045371300001,8.08228681818,20.9593912528
HNRNPA1L2,0.931133593164,0.9260079393619999,2.31560697753
MPC1,40.1499246366,31.0558185037,40.6786479485
TERF1,2.0379128414,1.35112976607,3.37868108994
TMEM147,62.8356459432,69.2454005111,50.6802163491
FAM208B,8.11476606531,7.091902844530001,10.294020817
SLC25A44,6.47757642056,9.20274144072,12.2734338871
RPRD1A,16.1855893541,13.9502928916,11.628192439500001
JRK,7.354155303480001,8.88088809332,7.838065094410001
SRSF6,32.0552860464,72.3735596434,60.3265956929
LOXL1,35.3474505593,40.8393657988,46.1067552795
ZNF253,3.5867266008699996,1.18899419414,0.495539893191
CAMK1D,6.969028369560001,11.551109399000001,17.3310584406
STK16,15.628438348,18.4566092228,15.3844084488
CNKSR3,15.052209955699999,23.5232664309,20.498952416199998
CCDC117,16.0121723253,13.8008254677,15.043175329
NEK6,53.2512091125,64.0621871843,64.7904170696
VAMP3,44.3901807038,32.3736042959,41.7038523973
SNAP29,16.15642613,18.3628446972,21.0460958498
UNKL,1.74791744682,4.34573901367,4.70907793237
DCUN1D3,15.6796791295,3.89834162014,14.622488651500001
TXNL1,51.533428173400004,57.3997197172,29.0488902905
UBE4A,19.2026796601,20.757580205,17.3023705723
LHX2,19.093958153699997,14.606808281800001,23.7420833347
LHX8,8.37237768643,13.3220637999,5.552267710830001
MPI,27.373944767399998,26.4874944239,19.6253423046
ARRDC1,6.747040257459999,13.419799030899998,12.8639024192
XRN2,37.1801915218,33.5090686396,27.4497316928
PWP1,21.6440398328,22.549889888899997,17.94196165
RPSA,48.657143810200004,42.4640783622,52.6819820004
MARCH7,62.322554412200006,54.3901599448,74.1552606123
VGF,4.366956088719999,5.7905561403,12.066718178399999
VASP,45.500906135200005,60.854033558400005,59.178648662
PRKAB1,15.4410124269,19.7434460282,20.1141654063
ATRN,17.1393695379,16.837155546400002,17.6731010858
PKN2,15.4757239124,12.976332575699999,17.8595596023
VEGFB,11.4959185925,22.865272964299997,25.015234992800004
MALT1,11.2311641037,6.1251216061800005,7.8085074078600005
ZFPL1,12.4939565411,13.380963599700001,14.340382761199999
PTPRQ,0.7022882598819999,1.25716021467,0.465732982323
PPP6R2,17.435476532,21.9840072354,22.1960577159
RALBP1,9.11261839651,14.0468064094,16.9964140195
APOBEC2,3.98525177874,1.32110466016,1.10119976265
BAG4,13.704741378900001,7.13915727923,13.524560403699999
QPRT,68.2039733946,76.8058330108,92.290147893
CRADD,11.9557553362,7.431213713380001,4.95539893191
MPDU1,39.772169969299995,61.127725706899994,38.9638222469
EPRS,19.1623970194,18.860449874,13.9196599211
