AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001289166	69.0	0	4.0	69.0	58.0	11.0	0
NM_198539	74.0	0	1.0	74.0	23.0	51.0	0
NM_130900	0	0	0	0	0	0	0
NM_001317721	174.0	0	0	174.0	107.0	67.0	0
NM_001244676	2.0	0	7.0	2.0	2.0	0	0
NM_015523	676.0	0	0	676.0	593.0	52.0	31.0
NM_001033050	19.0	0	0	19.0	10.0	9.0	0
NM_001002814	61.0	0	0	61.0	60.0	0	1.0
NM_015094	64.0	0	0	64.0	60.0	1.0	3.0
NM_021202	198.0	0	2.0	198.0	127.0	70.0	1.0
NM_004753	70.0	0	2.0	70.0	64.0	6.0	0
NM_020633	0	0	0	0	0	0	0
NM_001124759	7.0	0	0	7.0	7.0	0	0
NM_001178083	429.0	0	10.0	429.0	333.0	91.0	5.0
NM_001301191	1.0	0	0	1.0	1.0	0	0
NM_001556	74.0	0	0	74.0	61.0	12.0	1.0
NM_001195432	145.0	0	2.0	145.0	77.0	67.0	1.0
NM_001256409	602.0	0	6.0	602.0	499.0	99.0	4.0
NM_015439	61.0	0	0	61.0	59.0	1.0	1.0
NM_001350479	1609.0	0	137.0	1609.0	1557.0	44.0	8.0
NM_080610	0	0	0	0	0	0	0
NM_003682	295.0	0	20.0	295.0	283.0	11.0	1.0
NM_001927	3962.0	0	1.0	3962.0	3697.0	152.0	113.0
NM_001004757	0	0	0	0	0	0	0
NM_032294	63.0	0	0	63.0	59.0	2.0	2.0
NM_145201	1.0	0	0	1.0	1.0	0	0
NM_016270	165.0	0	0	165.0	141.0	22.0	2.0
NM_001271368	173.0	0	21.0	173.0	156.0	15.0	2.0
NM_001318005	36.0	0	1.0	36.0	15.0	21.0	0
NM_002994	0	0	0	0	0	0	0
NM_018073	80.0	0	0	80.0	72.0	8.0	0
NM_001355197	10.0	0	1.0	10.0	10.0	0	0
NM_022828	110.0	0	0	110.0	84.0	25.0	1.0
NM_001256090	218.0	0	2.0	218.0	132.0	82.0	4.0
NM_000706	1.0	0	0	1.0	0	1.0	0
NM_001320942	224.0	0	0	224.0	207.0	13.0	4.0
NM_001322845	48.0	0	2.0	48.0	48.0	0	0
NM_015723	118.0	0	0	118.0	71.0	47.0	0
NM_175733	0	0	0	0	0	0	0
NM_057749	128.0	0	0	128.0	121.0	4.0	3.0
NM_030782	239.0	0	0	239.0	137.0	99.0	3.0
NM_001354473	0	0	0	0	0	0	0
NM_144702	0	0	0	0	0	0	0
NM_003016	3478.0	0	2.0	3478.0	2073.0	1375.0	30.0
NM_001256030	0	0	0	0	0	0	0
NM_020162	214.0	0	0	214.0	197.0	14.0	3.0
NM_002588	1322.0	0	0	1322.0	1014.0	308.0	0
NM_004793	1157.0	0	5.0	1157.0	1053.0	87.0	17.0
NM_004277	0	0	0	0	0	0	0
NM_015969	132.0	0	2.0	132.0	124.0	8.0	0
NM_001290117	1.0	0	6.0	1.0	1.0	0	0
NM_001350234	16.0	0	0	16.0	13.0	2.0	1.0
NM_016071	55.0	0	0	55.0	44.0	6.0	5.0
NM_032233	154.0	0	2.0	154.0	117.0	32.0	5.0
NM_032464	10.0	0	0	10.0	9.0	1.0	0
NM_002563	2.0	0	0	2.0	0	2.0	0
NM_001098504	1196.0	0	9.0	1196.0	1174.0	17.0	5.0
NM_058172	418.0	0	0	418.0	226.0	188.0	4.0
NM_175617	15.0	0	0	15.0	5.0	10.0	0
NM_001322321	31.0	0	3.0	31.0	7.0	23.0	1.0
NM_003172	147.0	0	0	147.0	131.0	10.0	6.0
NM_001965	68.0	0	0	68.0	68.0	0	0
NM_006305	568.0	0	0	568.0	451.0	117.0	0
NM_001134450	0	0	0	0	0	0	0
NM_001008493	580.0	0	11.0	580.0	371.0	198.0	11.0
NM_012293	1211.0	0	1.0	1211.0	1159.0	44.0	8.0
NM_001270378	72.0	0	7.0	72.0	62.0	10.0	0
NM_153610	42.0	0	0	42.0	36.0	5.0	1.0
NM_017816	178.0	0	1.0	178.0	150.0	28.0	0
NM_001559	0	0	0	0	0	0	0
NM_004782	266.0	0	1.0	266.0	249.0	15.0	2.0
NM_014445	810.0	0	0	810.0	320.0	468.0	22.0
NM_002748	89.0	0	1.0	89.0	18.0	71.0	0
NM_005045	8.0	0	0	8.0	0	8.0	0
NM_016494	1037.0	0	3.0	1037.0	977.0	59.0	1.0
NM_001324337	200.0	0	0	200.0	124.0	74.0	2.0
NM_001276367	0	0	0	0	0	0	0
NM_001349839	289.0	0	2.0	289.0	194.0	91.0	4.0
NM_052891	0	0	0	0	0	0	0
NM_004237	370.0	0	1.0	370.0	271.0	90.0	9.0
NM_001012421	0	0	0	0	0	0	0
NM_006948	559.0	0	0	559.0	513.0	42.0	4.0
NM_001080409	0	0	0	0	0	0	0
NM_001004703	0	0	0	0	0	0	0
NM_138714	384.0	0	1.0	384.0	260.0	121.0	3.0
NM_014783	112.0	0	0	112.0	93.0	15.0	4.0
NM_000263	172.0	0	4.0	172.0	167.0	4.0	1.0
NM_001032410	126.0	0	0	126.0	93.0	33.0	0
NM_003108	1190.0	0	0	1190.0	1095.0	88.0	7.0
NM_152490	85.0	0	0	85.0	42.0	41.0	2.0
NM_001008224	236.0	0	1.0	236.0	183.0	50.0	3.0
NM_152686	134.0	0	1.0	134.0	120.0	11.0	3.0
NM_006467	17.0	0	1.0	17.0	11.0	6.0	0
NM_001322299	0	0	0	0	0	0	0
NM_001322156	511.0	0	70.0	511.0	439.0	50.0	22.0
NM_024059	1.0	0	7.0	1.0	1.0	0	0
NM_001302809	0	0	0	0	0	0	0
NM_080742	0	0	0	0	0	0	0
NM_213590	42.0	0	0	42.0	27.0	15.0	0
NM_003718	390.0	0	1.0	390.0	321.0	69.0	0
NM_001308153	408.0	0	5.0	408.0	389.0	13.0	6.0
NM_213602	79.0	0	0	79.0	70.0	9.0	0
NM_001355274	10.0	0	0	10.0	8.0	2.0	0
NM_001143986	2.0	0	0	2.0	2.0	0	0
NM_001080483	4.0	0	0	4.0	4.0	0	0
NM_004680	0	0	0	0	0	0	0
NM_007289	308.0	0	0	308.0	274.0	26.0	8.0
NM_005734	155.0	0	7.0	155.0	75.0	77.0	3.0
NM_017982	0	0	1.0	0	0	0	0
NM_001350984	335.0	0	185.0	335.0	264.0	69.0	2.0
NM_001098531	1.0	0	0	1.0	0	1.0	0
NM_001031737	2.0	0	0	2.0	2.0	0	0
NM_145056	54.0	0	0	54.0	52.0	2.0	0
NM_000997	1917.0	0	5.0	1917.0	1906.0	10.0	1.0
NM_001848	2918.0	0	1.0	2918.0	2754.0	162.0	2.0
NM_005781	82.0	0	18.0	82.0	66.0	16.0	0
NM_001695	344.0	0	0	344.0	203.0	139.0	2.0
NM_001199142	0	0	0	0	0	0	0
NM_001207018	220.0	0	2.0	220.0	220.0	0	0
NM_014358	0	0	0	0	0	0	0
NM_016126	247.0	0	1.0	247.0	186.0	53.0	8.0
NM_001008394	0	0	0	0	0	0	0
NM_002036	0	0	0	0	0	0	0
NM_006488	68.0	0	3.0	68.0	32.0	36.0	0
NM_001258025	0	0	0	0	0	0	0
NM_025212	2.0	0	0	2.0	2.0	0	0
NM_032689	50.0	0	0	50.0	29.0	18.0	3.0
NM_002145	197.0	0	5.0	197.0	192.0	1.0	4.0
NM_001040129	0	0	0	0	0	0	0
NM_015338	864.0	0	15.0	864.0	719.0	144.0	1.0
NM_001303477	31.0	0	6.0	31.0	22.0	9.0	0
NM_001143883	0	0	0	0	0	0	0
NM_001270	253.0	0	0	253.0	246.0	3.0	4.0
NM_015261	536.0	0	4.0	536.0	514.0	21.0	1.0
NM_203505	640.0	0	5.0	640.0	426.0	209.0	5.0
NM_013438	958.0	0	0	958.0	726.0	215.0	17.0
NM_025098	0	0	0	0	0	0	0
NM_002918	385.0	0	1.0	385.0	322.0	63.0	0
NM_004233	14.0	0	0	14.0	10.0	4.0	0
NM_024058	0	0	0	0	0	0	0
NM_006693	1061.0	0	8.0	1061.0	899.0	143.0	19.0
NM_018958	0	0	0	0	0	0	0
NM_021826	0	0	0	0	0	0	0
NM_005027	356.0	0	9.0	356.0	123.0	228.0	5.0
NM_016174	166.0	0	1.0	166.0	160.0	5.0	1.0
NM_002544	0	0	0	0	0	0	0
NM_001287533	108.0	0	0	108.0	30.0	78.0	0
NM_001321739	0	0	3.0	0	0	0	0
NM_001348913	124.0	0	5.0	124.0	88.0	36.0	0
NM_002819	3178.0	0	28.0	3178.0	3143.0	27.0	8.0
NM_021210	467.0	0	1.0	467.0	353.0	113.0	1.0
NM_006368	117.0	0	0	117.0	66.0	50.0	1.0
NM_173469	47.0	0	2.0	47.0	24.0	23.0	0
NM_006014	248.0	0	0	248.0	185.0	63.0	0
NM_033176	2.0	0	0	2.0	2.0	0	0
NM_130768	0	0	1.0	0	0	0	0
NM_024078	206.0	0	1.0	206.0	204.0	1.0	1.0
NM_145168	0	0	0	0	0	0	0
NM_001507	0	0	0	0	0	0	0
NM_032236	322.0	0	0	322.0	219.0	98.0	5.0
NM_198963	215.0	0	16.0	215.0	201.0	7.0	7.0
NM_016464	123.0	0	1.0	123.0	31.0	91.0	1.0
NM_198492	0	0	0	0	0	0	0
NM_001024594	34.0	0	1.0	34.0	24.0	10.0	0
NM_002454	88.0	0	2.0	88.0	76.0	9.0	3.0
NM_001130524	711.0	0	3.0	711.0	638.0	55.0	18.0
NM_014695	0	0	0	0	0	0	0
NM_001111307	43.0	0	25.0	43.0	40.0	2.0	1.0
NM_001080501	86.0	0	0	86.0	79.0	7.0	0
NM_001297435	11.0	0	2.0	11.0	7.0	3.0	1.0
NM_001024678	35.0	0	0	35.0	29.0	6.0	0
NM_017984	19.0	0	0	19.0	7.0	12.0	0
NM_021117	127.0	0	0	127.0	123.0	0	4.0
NM_003755	1732.0	0	6.0	1732.0	1673.0	23.0	36.0
NM_001195257	0	0	0	0	0	0	0
NM_001007467	49.0	0	1.0	49.0	40.0	7.0	2.0
NM_024838	28.0	0	1.0	28.0	21.0	7.0	0
NM_001320858	87.0	0	0	87.0	85.0	0	2.0
NM_001728	4347.0	0	2.0	4347.0	3897.0	214.0	236.0
NM_006694	270.0	0	2.0	270.0	81.0	189.0	0
NM_001348322	1208.0	0	23.0	1208.0	1122.0	83.0	3.0
NM_201589	27.0	0	0	27.0	23.0	4.0	0
NM_001099335	8.0	0	0	8.0	5.0	3.0	0
NM_006576	0	0	0	0	0	0	0
NM_012214	0	0	0	0	0	0	0
NM_002974	0	0	0	0	0	0	0
NM_004085	25.0	0	1.0	25.0	13.0	12.0	0
NM_018557	9.0	0	49.0	9.0	8.0	1.0	0
NM_130439	40.0	0	26.0	40.0	32.0	6.0	2.0
NM_138284	8.0	0	22.0	8.0	7.0	1.0	0
NM_001290083	66.0	0	3.0	66.0	39.0	27.0	0
NM_024638	135.0	0	4.0	135.0	113.0	19.0	3.0
NM_016836	528.0	0	163.0	528.0	353.0	160.0	15.0
NM_001001346	0	0	0	0	0	0	0
NM_001318856	0	0	5.0	0	0	0	0
NM_015488	213.0	0	217.0	213.0	193.0	19.0	1.0
NM_001286074	135.0	0	3.0	135.0	133.0	1.0	1.0
NM_001163724	22.0	0	0	22.0	16.0	5.0	1.0
NM_001946	5141.0	0	4.0	5141.0	3860.0	1269.0	12.0
NM_053016	0	0	0	0	0	0	0
NM_001271752	0	0	0	0	0	0	0
NM_000830	0	0	0	0	0	0	0
NM_174943	0	0	0	0	0	0	0
NM_012321	1352.0	0	5.0	1352.0	1316.0	21.0	15.0
NM_005049	380.0	0	0	380.0	360.0	19.0	1.0
NM_018389	57.0	0	0	57.0	17.0	39.0	1.0
NM_153447	0	0	0	0	0	0	0
NM_001199620	291.0	0	50.0	291.0	278.0	5.0	8.0
NM_006915	223.0	0	0	223.0	188.0	35.0	0
NM_004950	0	0	0	0	0	0	0
NM_006876	211.0	0	0	211.0	178.0	33.0	0
NM_012181	909.0	0	0	909.0	724.0	175.0	10.0
NM_001123226	77.0	0	0	77.0	64.0	11.0	2.0
NM_005932	77.0	0	3.0	77.0	75.0	2.0	0
NM_170606	176.0	0	1.0	176.0	168.0	7.0	1.0
NM_001031839	0	0	0	0	0	0	0
NM_001002254	0	0	0	0	0	0	0
NM_033117	249.0	0	0	249.0	135.0	106.0	8.0
NM_001135647	198.0	0	15.0	198.0	99.0	92.0	7.0
NM_001282479	0	0	0	0	0	0	0
NM_001355008	0	0	3.0	0	0	0	0
NM_182539	1.0	0	0	1.0	1.0	0	0
NM_016065	534.0	0	5.0	534.0	405.0	127.0	2.0
NM_002889	0	0	0	0	0	0	0
NM_005830	92.0	0	0	92.0	91.0	1.0	0
NM_001286205	154.0	0	1.0	154.0	77.0	76.0	1.0
NM_001308429	8.0	0	0	8.0	5.0	2.0	1.0
NM_005584	60.0	0	0	60.0	44.0	16.0	0
NM_015622	0	0	0	0	0	0	0
NM_012315	0	0	0	0	0	0	0
NM_001024847	300.0	0	0	300.0	186.0	107.0	7.0
NM_173077	0	0	0	0	0	0	0
NM_001080523	0	0	0	0	0	0	0
NM_006088	5200.0	0	5.0	5200.0	5080.0	120.0	0
NM_018335	32.0	0	0	32.0	31.0	1.0	0
NM_001004450	0	0	0	0	0	0	0
NM_002346	790.0	0	9.0	790.0	573.0	214.0	3.0
NM_005961	0	0	0	0	0	0	0
NM_001841	0	0	2.0	0	0	0	0
NM_033334	23.0	0	5.0	23.0	13.0	10.0	0
NM_001014765	13.0	0	0	13.0	10.0	1.0	2.0
NM_001144757	1.0	0	1.0	1.0	0	0	1.0
NM_001167890	0	0	5.0	0	0	0	0
NM_002141	21.0	0	0	21.0	21.0	0	0
NM_002461	145.0	0	1.0	145.0	140.0	3.0	2.0
NM_032047	13.0	0	7.0	13.0	7.0	6.0	0
NM_012449	41.0	0	0	41.0	23.0	18.0	0
NM_024993	33.0	0	0	33.0	24.0	9.0	0
NM_000035	0	0	0	0	0	0	0
NM_001033578	0	0	0	0	0	0	0
NM_144992	0	0	93.0	0	0	0	0
NM_001280796	0	0	0	0	0	0	0
NM_003999	441.0	0	6.0	441.0	372.0	66.0	3.0
NM_001101337	0	0	0	0	0	0	0
NM_015464	0	0	0	0	0	0	0
NM_003519	1157.0	0	0	1157.0	1123.0	33.0	1.0
NM_000399	82.0	0	0	82.0	62.0	18.0	2.0
NM_001297549	1813.0	0	4.0	1813.0	1579.0	225.0	9.0
NM_001318189	1.0	0	1.0	1.0	1.0	0	0
NM_016599	4.0	0	0	4.0	3.0	1.0	0
NM_024527	266.0	0	0	266.0	210.0	55.0	1.0
NM_022079	113.0	0	11.0	113.0	86.0	26.0	1.0
NM_024652	39.0	0	4.0	39.0	23.0	14.0	2.0
NM_181787	53.0	0	0	53.0	33.0	19.0	1.0
NM_145911	33.0	0	0	33.0	13.0	20.0	0
NM_012340	4.0	0	1.0	4.0	4.0	0	0
NM_001005497	0	0	0	0	0	0	0
NM_014550	79.0	0	1.0	79.0	79.0	0	0
NM_012109	35.0	0	1.0	35.0	31.0	3.0	1.0
NM_133474	27.0	0	49.0	27.0	21.0	5.0	1.0
NM_000301	0	0	0	0	0	0	0
NM_013943	854.0	0	2.0	854.0	395.0	442.0	17.0
NM_001080143	0	0	0	0	0	0	0
NM_012138	354.0	0	5.0	354.0	260.0	92.0	2.0
NM_000774	0	0	0	0	0	0	0
NM_000518	0	0	0	0	0	0	0
NM_001243646	288.0	0	0	288.0	274.0	12.0	2.0
NM_001293294	4.0	0	0	4.0	2.0	2.0	0
NM_173596	0	0	0	0	0	0	0
NM_001168215	0	0	0	0	0	0	0
NM_014909	141.0	0	2.0	141.0	70.0	61.0	10.0
NM_032839	116.0	0	0	116.0	92.0	23.0	1.0
NM_012068	65.0	0	8.0	65.0	18.0	47.0	0
NM_003728	664.0	0	7.0	664.0	584.0	68.0	12.0
NM_024332	127.0	0	0	127.0	114.0	7.0	6.0
NM_005030	821.0	0	4.0	821.0	765.0	53.0	3.0
NM_205548	9.0	0	2.0	9.0	6.0	3.0	0
NM_001206673	0	0	0	0	0	0	0
NM_001128928	85.0	0	2.0	85.0	61.0	24.0	0
NM_021831	76.0	0	6.0	76.0	33.0	43.0	0
NM_021102	0	0	0	0	0	0	0
NM_031417	76.0	0	1.0	76.0	55.0	15.0	6.0
NM_001039582	0	0	0	0	0	0	0
NM_033127	0	0	0	0	0	0	0
NM_001098507	1225.0	0	0	1225.0	1135.0	73.0	17.0
NM_004584	125.0	0	0	125.0	65.0	60.0	0
NM_031209	406.0	0	1.0	406.0	368.0	38.0	0
NM_032237	284.0	0	0	284.0	156.0	128.0	0
NM_001286524	690.0	0	0	690.0	313.0	376.0	1.0
NM_001321459	176.0	0	2.0	176.0	25.0	150.0	1.0
NM_030615	0	0	0	0	0	0	0
NM_002917	129.0	0	7.0	129.0	123.0	6.0	0
NM_001080528	0	0	0	0	0	0	0
NM_203405	0	0	0	0	0	0	0
NM_001164405	0	0	0	0	0	0	0
NM_001302350	75.0	0	8.0	75.0	21.0	53.0	1.0
NM_000803	0	0	0	0	0	0	0
NM_004925	71.0	0	0	71.0	52.0	18.0	1.0
NM_021959	230.0	0	2.0	230.0	124.0	106.0	0
NM_024575	0	0	0	0	0	0	0
NM_005940	20.0	0	0	20.0	19.0	1.0	0
NM_000300	0	0	0	0	0	0	0
NM_000148	4.0	0	0	4.0	3.0	1.0	0
NM_002500	20.0	0	0	20.0	14.0	6.0	0
NM_001358699	15.0	0	0	15.0	13.0	0	2.0
NM_005669	439.0	0	1.0	439.0	343.0	91.0	5.0
NM_001135036	0	0	0	0	0	0	0
NM_181507	66.0	0	0	66.0	57.0	9.0	0
NM_001124756	24.0	0	1.0	24.0	22.0	2.0	0
NM_003542	7729.0	0	0	7729.0	7729.0	0	0
NM_004721	5.0	0	0	5.0	4.0	1.0	0
NM_032840	79.0	0	4.0	79.0	69.0	6.0	4.0
NM_175735	0	0	0	0	0	0	0
NM_033222	519.0	0	2.0	519.0	227.0	290.0	2.0
NM_004109	73.0	0	0	73.0	57.0	11.0	5.0
NM_014143	2.0	0	0	2.0	2.0	0	0
NM_001014764	161.0	0	0	161.0	83.0	77.0	1.0
NM_001193582	347.0	0	3.0	347.0	253.0	92.0	2.0
NM_001329993	0	0	0	0	0	0	0
NM_001142502	241.0	0	7.0	241.0	228.0	9.0	4.0
NM_004423	349.0	0	1.0	349.0	307.0	42.0	0
NM_001198909	517.0	0	0	517.0	494.0	23.0	0
NM_001352691	69.0	0	7.0	69.0	60.0	9.0	0
NM_007101	47.0	0	5.0	47.0	47.0	0	0
NM_001348712	0	0	0	0	0	0	0
NM_001190455	3.0	0	1.0	3.0	2.0	1.0	0
NM_001105564	183.0	0	1.0	183.0	183.0	0	0
NM_001198695	120.0	0	0	120.0	110.0	9.0	1.0
NM_133170	0	0	1.0	0	0	0	0
NM_016488	429.0	0	10.0	429.0	362.0	60.0	7.0
NM_144691	2.0	0	1.0	2.0	2.0	0	0
NM_182985	0	0	0	0	0	0	0
NM_001080209	0	0	0	0	0	0	0
NM_030949	0	0	0	0	0	0	0
NM_001276451	1.0	0	0	1.0	1.0	0	0
NM_020765	2519.0	0	3.0	2519.0	2512.0	0	7.0
NM_001278116	671.0	0	10.0	671.0	615.0	48.0	8.0
NM_005721	1350.0	0	3.0	1350.0	817.0	516.0	17.0
NM_001143835	181.0	0	3.0	181.0	177.0	3.0	1.0
NM_006427	794.0	0	0	794.0	740.0	41.0	13.0
NM_170735	123.0	0	0	123.0	120.0	2.0	1.0
NM_004441	9.0	0	1.0	9.0	5.0	4.0	0
NM_153696	0	0	0	0	0	0	0
NM_001001502	8.0	0	0	8.0	8.0	0	0
NM_182641	651.0	0	26.0	651.0	647.0	1.0	3.0
NM_003593	0	0	0	0	0	0	0
NM_003546	542.0	0	0	542.0	542.0	0	0
NM_001012419	0	0	0	0	0	0	0
NM_207454	0	0	0	0	0	0	0
NM_001261411	436.0	0	2.0	436.0	394.0	38.0	4.0
NM_019087	18.0	0	1.0	18.0	13.0	5.0	0
NM_014964	65.0	0	0	65.0	51.0	12.0	2.0
NM_006043	0	0	0	0	0	0	0
NM_005780	94.0	0	1.0	94.0	42.0	52.0	0
NM_004956	637.0	0	23.0	637.0	578.0	47.0	12.0
NM_001318024	0	0	0	0	0	0	0
NM_173510	174.0	0	0	174.0	127.0	47.0	0
NM_000455	144.0	0	6.0	144.0	69.0	74.0	1.0
NM_001316309	0	0	0	0	0	0	0
NM_000166	0	0	0	0	0	0	0
NM_001083926	22.0	0	64.0	22.0	20.0	2.0	0
NM_014633	396.0	0	0	396.0	316.0	78.0	2.0
NM_001282458	8.0	0	0	8.0	7.0	1.0	0
NM_001122716	82.0	0	0	82.0	79.0	3.0	0
NM_145018	43.0	0	0	43.0	15.0	28.0	0
NM_173666	36.0	0	0	36.0	34.0	2.0	0
NM_018111	2.0	0	0	2.0	1.0	1.0	0
NM_033033	0	0	0	0	0	0	0
NM_001078177	892.0	0	4.0	892.0	739.0	145.0	8.0
NM_001012642	2.0	0	0	2.0	2.0	0	0
NM_000679	55.0	0	1.0	55.0	36.0	19.0	0
NM_058182	1.0	0	0	1.0	0	1.0	0
NM_001024948	552.0	0	1.0	552.0	373.0	171.0	8.0
NM_198129	4.0	0	0	4.0	2.0	2.0	0
NM_001164746	76.0	0	0	76.0	62.0	13.0	1.0
NM_004746	63.0	0	16.0	63.0	42.0	21.0	0
NM_012139	33.0	0	9.0	33.0	29.0	1.0	3.0
NM_001031715	3.0	0	1.0	3.0	1.0	2.0	0
NM_138396	54.0	0	0	54.0	13.0	41.0	0
NM_001282761	160.0	0	0	160.0	133.0	23.0	4.0
NM_001165252	0	0	0	0	0	0	0
NM_001137552	669.0	0	16.0	669.0	577.0	74.0	18.0
NM_001319092	154.0	0	5.0	154.0	101.0	53.0	0
NM_020360	110.0	0	4.0	110.0	85.0	21.0	4.0
NM_001100588	118.0	0	2.0	118.0	55.0	60.0	3.0
NM_001351307	0	0	0	0	0	0	0
NM_206922	0	0	0	0	0	0	0
NM_000431	119.0	0	2.0	119.0	112.0	4.0	3.0
NM_173799	0	0	0	0	0	0	0
NM_001039112	1.0	0	0	1.0	1.0	0	0
NM_001166034	0	0	0	0	0	0	0
NM_014685	254.0	0	0	254.0	194.0	55.0	5.0
NM_003901	150.0	0	1.0	150.0	95.0	55.0	0
NM_021074	162.0	0	1.0	162.0	139.0	21.0	2.0
NM_001350526	10.0	0	0	10.0	10.0	0	0
NM_001346120	0	0	0	0	0	0	0
NM_001104587	164.0	0	2.0	164.0	133.0	29.0	2.0
NM_017585	121.0	0	0	121.0	102.0	18.0	1.0
NM_173490	0	0	0	0	0	0	0
NM_001329556	32.0	0	0	32.0	31.0	1.0	0
NM_007356	0	0	0	0	0	0	0
NM_001320263	281.0	0	6.0	281.0	205.0	70.0	6.0
NM_001039693	45.0	0	0	45.0	31.0	14.0	0
NM_001257999	283.0	0	8.0	283.0	278.0	0	5.0
NM_018965	0	0	0	0	0	0	0
NM_014643	218.0	0	24.0	218.0	187.0	29.0	2.0
NM_001001888	0	0	0	0	0	0	0
NM_001350291	0	0	0	0	0	0	0
NM_000946	210.0	0	0	210.0	194.0	14.0	2.0
NM_001039213	0	0	0	0	0	0	0
NM_001013358	0	0	0	0	0	0	0
NM_018130	35.0	0	1.0	35.0	30.0	5.0	0
NM_001135993	88.0	0	4.0	88.0	67.0	21.0	0
NM_001317989	0	0	0	0	0	0	0
NM_001317960	677.0	0	1.0	677.0	662.0	1.0	14.0
NM_001290259	346.0	0	2.0	346.0	280.0	66.0	0
NM_001039783	2.0	0	0	2.0	0	2.0	0
NM_000820	4.0	0	0	4.0	3.0	1.0	0
NM_182756	0	0	1.0	0	0	0	0
NM_018229	155.0	0	4.0	155.0	46.0	108.0	1.0
NM_002976	263.0	0	7.0	263.0	258.0	3.0	2.0
NM_000476	396.0	0	0	396.0	318.0	71.0	7.0
NM_001994	0	0	0	0	0	0	0
NM_152331	7.0	0	0	7.0	5.0	2.0	0
NM_019593	53.0	0	3.0	53.0	34.0	19.0	0
NM_006351	274.0	0	0	274.0	247.0	23.0	4.0
NM_015691	17.0	0	1.0	17.0	12.0	5.0	0
NM_000567	0	0	0	0	0	0	0
NM_017491	1402.0	0	13.0	1402.0	1123.0	262.0	17.0
NM_148896	16.0	0	0	16.0	12.0	4.0	0
NM_001324115	253.0	0	13.0	253.0	175.0	77.0	1.0
NM_001202429	0	0	0	0	0	0	0
NM_030917	634.0	0	0	634.0	566.0	37.0	31.0
NM_001352828	0	0	1.0	0	0	0	0
NM_001349333	0	0	0	0	0	0	0
NM_025009	73.0	0	1.0	73.0	24.0	48.0	1.0
NM_001286559	0	0	0	0	0	0	0
NM_005555	0	0	0	0	0	0	0
NM_001160213	0	0	0	0	0	0	0
NM_182553	44.0	0	1.0	44.0	2.0	40.0	2.0
NM_138300	378.0	0	0	378.0	311.0	63.0	4.0
NM_017831	2.0	0	0	2.0	2.0	0	0
NM_013372	0	0	0	0	0	0	0
NM_014298	1066.0	0	2.0	1066.0	1024.0	31.0	11.0
NM_001351125	0	0	0	0	0	0	0
NM_001642	1801.0	0	2.0	1801.0	1624.0	159.0	18.0
NM_001328608	1.0	0	0	1.0	1.0	0	0
NM_000678	0	0	1.0	0	0	0	0
NM_020117	710.0	0	0	710.0	626.0	68.0	16.0
NM_134431	3.0	0	0	3.0	1.0	2.0	0
NM_001042483	6.0	0	0	6.0	3.0	3.0	0
NM_032438	95.0	0	2.0	95.0	86.0	6.0	3.0
NM_025224	111.0	0	2.0	111.0	109.0	2.0	0
NM_001141945	45.0	0	1.0	45.0	40.0	4.0	1.0
NM_001005480	0	0	0	0	0	0	0
NM_003969	1206.0	0	2.0	1206.0	349.0	857.0	0
NM_025238	361.0	0	1.0	361.0	233.0	125.0	3.0
NM_152376	0	0	0	0	0	0	0
NM_032943	155.0	0	51.0	155.0	150.0	1.0	4.0
NM_007055	348.0	0	0	348.0	307.0	40.0	1.0
NM_001004318	0	0	0	0	0	0	0
NM_001083893	226.0	0	1.0	226.0	160.0	64.0	2.0
NM_173846	0	0	0	0	0	0	0
NM_001184830	0	0	0	0	0	0	0
NM_006609	62.0	0	1.0	62.0	58.0	2.0	2.0
NM_001243168	0	0	0	0	0	0	0
NM_001171610	5.0	0	1.0	5.0	5.0	0	0
NM_001014342	0	0	0	0	0	0	0
NM_001136033	2643.0	0	9.0	2643.0	2335.0	288.0	20.0
NM_005025	156.0	0	2.0	156.0	126.0	28.0	2.0
NM_175734	0	0	0	0	0	0	0
NM_001199014	29.0	0	3.0	29.0	5.0	23.0	1.0
NM_001142564	0	0	0	0	0	0	0
NM_152896	51.0	0	1.0	51.0	33.0	18.0	0
NM_018931	99.0	0	0	99.0	99.0	0	0
NM_022145	131.0	0	0	131.0	106.0	25.0	0
NM_000836	3.0	0	0	3.0	3.0	0	0
NM_001128592	57.0	0	1.0	57.0	48.0	7.0	2.0
NM_001017980	232.0	0	0	232.0	147.0	81.0	4.0
NM_139022	0	0	0	0	0	0	0
NM_001317009	2.0	0	0	2.0	2.0	0	0
NM_018088	7.0	0	0	7.0	1.0	6.0	0
NM_182663	30.0	0	32.0	30.0	28.0	1.0	1.0
NM_001008387	0	0	0	0	0	0	0
NM_001271682	0	0	0	0	0	0	0
NM_004887	0	0	0	0	0	0	0
NM_197965	0	0	0	0	0	0	0
NM_006665	28.0	0	2.0	28.0	26.0	2.0	0
NM_021968	1.0	0	0	1.0	1.0	0	0
NM_001011	129.0	0	8.0	129.0	109.0	12.0	8.0
NM_004239	139.0	0	9.0	139.0	112.0	27.0	0
NM_001277397	0	0	0	0	0	0	0
NM_001015508	4.0	0	0	4.0	2.0	2.0	0
NM_012476	71.0	0	3.0	71.0	68.0	3.0	0
