AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_145254	156.0	0	14.0	156.0	43.0	15.0	98.0
NM_001297439	1.0	0	2.0	1.0	1.0	0	0
NM_174901	0	0	1.0	0	0	0	0
NM_198189	270.0	0	10.0	270.0	103.0	69.0	98.0
NM_016329	175.0	0	14.0	175.0	121.0	25.0	29.0
NM_001455	72.0	0	24.0	72.0	38.0	5.0	29.0
NM_004174	56.0	0	0	56.0	1.0	0	55.0
NM_015957	46.0	0	8.0	46.0	24.0	16.0	6.0
NM_018270	698.0	0	8.0	698.0	306.0	39.0	353.0
NM_001030288	0	0	0	0	0	0	0
NM_174905	99.0	0	16.0	99.0	89.0	1.0	9.0
NM_201648	0	0	0	0	0	0	0
NM_006355	174.0	0	10.0	174.0	112.0	45.0	17.0
NM_005977	111.0	0	3.0	111.0	86.0	13.0	12.0
NM_016516	194.0	0	51.0	194.0	159.0	14.0	21.0
NM_021186	0	0	0	0	0	0	0
NM_001018078	589.0	0	16.0	589.0	479.0	15.0	95.0
NM_019590	25.0	0	25.0	25.0	22.0	2.0	1.0
NM_013342	185.0	0	9.0	185.0	143.0	39.0	3.0
NM_152589	0	0	1.0	0	0	0	0
NM_001242	0	0	0	0	0	0	0
NM_001775	2.0	0	0	2.0	0	0	2.0
NM_002287	0	0	0	0	0	0	0
NM_002307	0	0	0	0	0	0	0
NM_001130143	0	0	0	0	0	0	0
NM_080647	99.0	0	97.0	99.0	78.0	6.0	15.0
NM_004299	155.0	0	18.0	155.0	148.0	4.0	3.0
NM_004479	0	0	0	0	0	0	0
NM_001130514	0	0	0	0	0	0	0
NM_030893	0	0	0	0	0	0	0
NM_007279	2043.0	0	70.0	2043.0	1367.0	305.0	371.0
NM_144576	57.0	0	1.0	57.0	30.0	14.0	13.0
NM_001320473	0	0	0	0	0	0	0
NM_001286527	0	0	2.0	0	0	0	0
NM_199340	4.0	0	5.0	4.0	3.0	1.0	0
NM_174938	28.0	0	13.0	28.0	11.0	4.0	13.0
NM_001319959	248.0	0	18.0	248.0	76.0	53.0	119.0
NM_001015880	104.0	0	14.0	104.0	68.0	6.0	30.0
NM_001130090	2.0	0	3.0	2.0	2.0	0	0
NM_153208	33.0	0	15.0	33.0	20.0	4.0	9.0
NM_032853	825.0	0	95.0	825.0	458.0	10.0	357.0
NM_012184	0	0	0	0	0	0	0
NM_000236	0	0	0	0	0	0	0
NM_013390	257.0	0	39.0	257.0	184.0	36.0	37.0
NM_001080507	0	0	0	0	0	0	0
NM_003493	9.0	0	0	9.0	9.0	0	0
NM_001080412	59.0	0	12.0	59.0	38.0	8.0	13.0
NM_001080475	153.0	0	32.0	153.0	82.0	23.0	48.0
NM_007122	681.0	0	19.0	681.0	387.0	57.0	237.0
NM_002737	368.0	0	265.0	368.0	91.0	2.0	275.0
NM_005686	102.0	0	14.0	102.0	54.0	24.0	24.0
NM_001008777	0	0	1.0	0	0	0	0
NM_005257	11.0	0	0	11.0	11.0	0	0
NM_016282	43.0	0	7.0	43.0	19.0	10.0	14.0
NM_001774	0	0	0	0	0	0	0
NM_174981	0	0	2.0	0	0	0	0
NM_001635	10.0	0	7.0	10.0	3.0	0	7.0
NM_152232	0	0	0	0	0	0	0
NM_173531	40.0	0	45.0	40.0	15.0	9.0	16.0
NM_198576	1083.0	0	14.0	1083.0	919.0	13.0	151.0
NM_024310	21.0	0	1.0	21.0	15.0	3.0	3.0
NM_001300946	2196.0	0	328.0	2196.0	1132.0	78.0	986.0
NM_001013698	0	0	0	0	0	0	0
NM_178026	168.0	0	30.0	168.0	147.0	1.0	20.0
NM_016615	1.0	0	2.0	1.0	1.0	0	0
NM_001271779	156.0	0	3.0	156.0	135.0	19.0	2.0
NM_016938	300.0	0	22.0	300.0	224.0	24.0	52.0
NM_178009	29.0	0	10.0	29.0	19.0	0	10.0
NM_030641	121.0	0	3.0	121.0	39.0	17.0	65.0
NM_015139	354.0	0	19.0	354.0	83.0	40.0	231.0
NM_000945	241.0	0	33.0	241.0	30.0	29.0	182.0
NM_001354432	213.0	0	46.0	213.0	116.0	59.0	38.0
NM_001004687	0	0	0	0	0	0	0
NM_004192	0	0	0	0	0	0	0
NM_001277324	0	0	0	0	0	0	0
NM_005544	564.0	0	119.0	564.0	505.0	8.0	51.0
NM_173084	117.0	0	16.0	117.0	46.0	15.0	56.0
NM_001321293	0	0	3.0	0	0	0	0
NM_000078	1.0	0	0	1.0	0	1.0	0
NM_014342	527.0	0	12.0	527.0	346.0	84.0	97.0
NM_013450	159.0	0	153.0	159.0	131.0	9.0	19.0
NM_018137	212.0	0	0	212.0	144.0	4.0	64.0
NM_022644	0	0	0	0	0	0	0
NM_002113	2.0	0	0	2.0	2.0	0	0
NM_000304	171.0	0	44.0	171.0	72.0	4.0	95.0
NM_001143935	97.0	0	15.0	97.0	54.0	22.0	21.0
NM_032567	0	0	0	0	0	0	0
NM_022063	117.0	0	42.0	117.0	40.0	27.0	50.0
NM_080659	5.0	0	1.0	5.0	1.0	0	4.0
NM_014169	47.0	0	10.0	47.0	42.0	0	5.0
NM_203290	321.0	0	5.0	321.0	271.0	10.0	40.0
NM_177531	0	0	1.0	0	0	0	0
NM_030759	23.0	0	7.0	23.0	3.0	10.0	10.0
NM_015868	0	0	0	0	0	0	0
NM_003697	0	0	0	0	0	0	0
NM_033387	11.0	0	0	11.0	7.0	0	4.0
NM_002489	437.0	0	0	437.0	169.0	185.0	83.0
NM_174892	0	0	0	0	0	0	0
NM_001007537	0	0	0	0	0	0	0
NM_001286440	427.0	0	12.0	427.0	240.0	85.0	102.0
NM_001884	0	0	1.0	0	0	0	0
NM_003091	2458.0	0	97.0	2458.0	1750.0	252.0	456.0
NM_178563	9.0	0	11.0	9.0	3.0	6.0	0
NM_001321829	53.0	0	9.0	53.0	23.0	8.0	22.0
NM_001620	1547.0	0	16.0	1547.0	1423.0	80.0	44.0
NM_001099404	289.0	0	51.0	289.0	219.0	17.0	53.0
NM_003335	26.0	0	0	26.0	24.0	1.0	1.0
NM_001289936	476.0	0	45.0	476.0	417.0	8.0	51.0
NM_000710	3.0	0	0	3.0	3.0	0	0
NM_001301856	299.0	0	56.0	299.0	136.0	30.0	133.0
NM_052960	0	0	0	0	0	0	0
NM_001013706	10.0	0	3.0	10.0	8.0	0	2.0
NM_001243523	0	0	0	0	0	0	0
NM_012392	557.0	0	30.0	557.0	344.0	14.0	199.0
NM_031275	2.0	0	1.0	2.0	1.0	0	1.0
NM_006638	53.0	0	1.0	53.0	42.0	11.0	0
NM_009590	11.0	0	5.0	11.0	10.0	0	1.0
NM_017664	327.0	0	146.0	327.0	216.0	48.0	63.0
NM_003203	80.0	0	19.0	80.0	65.0	8.0	7.0
NM_001166304	83.0	0	14.0	83.0	44.0	21.0	18.0
NM_178167	501.0	0	46.0	501.0	450.0	3.0	48.0
NM_198274	90.0	0	7.0	90.0	56.0	1.0	33.0
NM_001009944	395.0	0	45.0	395.0	353.0	6.0	36.0
NM_024297	252.0	0	9.0	252.0	165.0	25.0	62.0
NM_001300800	205.0	0	14.0	205.0	50.0	6.0	149.0
NM_014352	1.0	0	3.0	1.0	0	0	1.0
NM_001005276	0	0	0	0	0	0	0
NM_002799	1093.0	0	73.0	1093.0	921.0	61.0	111.0
NM_013254	52.0	0	14.0	52.0	34.0	7.0	11.0
NM_001034853	26.0	0	5.0	26.0	19.0	7.0	0
NM_138461	16.0	0	2.0	16.0	15.0	1.0	0
NM_001005174	0	0	0	0	0	0	0
NM_001242797	6.0	0	2.0	6.0	1.0	3.0	2.0
NM_001080462	0	0	0	0	0	0	0
NM_001199799	0	0	0	0	0	0	0
NM_005499	751.0	0	77.0	751.0	579.0	87.0	85.0
NM_001355401	0	0	0	0	0	0	0
NM_033515	194.0	0	45.0	194.0	144.0	13.0	37.0
NM_005419	598.0	0	6.0	598.0	435.0	15.0	148.0
NM_015383	0	0	0	0	0	0	0
NM_023938	1.0	0	0	1.0	0	0	1.0
NM_198474	18.0	0	2.0	18.0	13.0	2.0	3.0
NM_017646	220.0	0	56.0	220.0	165.0	16.0	39.0
NM_001243	136.0	0	15.0	136.0	75.0	10.0	51.0
NM_001135178	18.0	0	9.0	18.0	10.0	1.0	7.0
NM_173081	0	0	12.0	0	0	0	0
NM_182557	186.0	0	5.0	186.0	140.0	17.0	29.0
NM_001122757	0	0	0	0	0	0	0
NM_001289999	18.0	0	7.0	18.0	13.0	3.0	2.0
NM_133467	11.0	0	0	11.0	4.0	4.0	3.0
NM_054035	276.0	0	12.0	276.0	103.0	33.0	140.0
NM_020135	364.0	0	34.0	364.0	312.0	27.0	25.0
NM_004857	15.0	0	0	15.0	6.0	3.0	6.0
NM_018218	316.0	0	35.0	316.0	200.0	0	116.0
NM_001324301	2082.0	0	74.0	2082.0	1755.0	157.0	170.0
NM_032796	153.0	0	7.0	153.0	92.0	21.0	40.0
NM_139173	3.0	0	5.0	3.0	0	3.0	0
NM_020202	23.0	0	3.0	23.0	18.0	1.0	4.0
NM_001145250	58.0	0	22.0	58.0	58.0	0	0
NM_001005324	0	0	0	0	0	0	0
NM_001102566	0	0	1.0	0	0	0	0
NM_001204747	186.0	0	38.0	186.0	121.0	10.0	55.0
NM_001286084	328.0	0	6.0	328.0	165.0	92.0	71.0
NM_018902	32.0	0	0	32.0	28.0	4.0	0
NM_001307952	22.0	0	1.0	22.0	16.0	1.0	5.0
NM_138424	0	0	0	0	0	0	0
NM_018126	335.0	0	11.0	335.0	102.0	93.0	140.0
NM_001256872	0	0	0	0	0	0	0
NM_001352507	42.0	0	8.0	42.0	21.0	20.0	1.0
NM_020204	3.0	0	0	3.0	3.0	0	0
NM_001320487	243.0	0	17.0	243.0	146.0	9.0	88.0
NM_001097634	13.0	0	10.0	13.0	5.0	3.0	5.0
NM_018920	0	0	0	0	0	0	0
NM_002854	0	0	0	0	0	0	0
NM_001316311	655.0	0	26.0	655.0	562.0	57.0	36.0
NM_003167	0	0	0	0	0	0	0
NM_152945	37.0	0	7.0	37.0	24.0	11.0	2.0
NM_175741	1.0	0	0	1.0	1.0	0	0
NM_001025390	72.0	0	5.0	72.0	52.0	2.0	18.0
NM_013442	844.0	0	4.0	844.0	750.0	53.0	41.0
NM_001318943	444.0	0	17.0	444.0	326.0	8.0	110.0
NM_177417	0	0	0	0	0	0	0
NM_001350339	108.0	0	40.0	108.0	56.0	24.0	28.0
NM_005698	413.0	0	12.0	413.0	262.0	65.0	86.0
NM_000190	62.0	0	10.0	62.0	36.0	16.0	10.0
NM_001114093	535.0	0	68.0	535.0	277.0	118.0	140.0
NM_001643	0	0	0	0	0	0	0
NM_207309	250.0	0	7.0	250.0	129.0	2.0	119.0
NM_001351623	0	0	0	0	0	0	0
NM_001498	114.0	0	7.0	114.0	68.0	27.0	19.0
NM_001278926	106.0	0	13.0	106.0	91.0	10.0	5.0
NM_004308	338.0	0	18.0	338.0	161.0	20.0	157.0
NM_058175	2629.0	0	63.0	2629.0	2450.0	89.0	90.0
NM_139214	0	0	0	0	0	0	0
NM_001079935	1.0	0	0	1.0	1.0	0	0
NM_001278594	89.0	0	3.0	89.0	30.0	27.0	32.0
NM_000607	0	0	0	0	0	0	0
NM_001278539	80.0	0	3.0	80.0	23.0	27.0	30.0
NM_015072	100.0	0	43.0	100.0	81.0	10.0	9.0
NM_199136	9.0	0	2.0	9.0	9.0	0	0
NM_002275	0	0	0	0	0	0	0
NM_199464	2.0	0	0	2.0	0	0	2.0
NM_001184717	232.0	0	16.0	232.0	181.0	5.0	46.0
NM_018645	362.0	0	44.0	362.0	215.0	45.0	102.0
NM_020455	149.0	0	22.0	149.0	94.0	19.0	36.0
NM_001135663	110.0	0	5.0	110.0	39.0	12.0	59.0
NM_001205280	2.0	0	0	2.0	1.0	0	1.0
NM_001316321	170.0	0	51.0	170.0	91.0	17.0	62.0
NM_001300900	479.0	0	7.0	479.0	364.0	14.0	101.0
NM_001300764	223.0	0	41.0	223.0	85.0	21.0	117.0
NM_001136239	1.0	0	1.0	1.0	1.0	0	0
NM_001024209	0	0	0	0	0	0	0
NM_001007523	0	0	0	0	0	0	0
NM_000565	11.0	0	1.0	11.0	6.0	0	5.0
NM_017924	140.0	0	6.0	140.0	74.0	9.0	57.0
NM_001144925	11.0	0	1.0	11.0	9.0	2.0	0
NM_001199214	3.0	0	5.0	3.0	0	0	3.0
NM_001354186	18.0	0	38.0	18.0	10.0	8.0	0
NM_021232	0	0	0	0	0	0	0
NM_001293289	459.0	0	68.0	459.0	150.0	14.0	295.0
NM_001100399	396.0	0	108.0	396.0	255.0	97.0	44.0
NM_032504	101.0	0	27.0	101.0	83.0	0	18.0
NM_003920	577.0	0	29.0	577.0	487.0	34.0	56.0
NM_017736	171.0	0	5.0	171.0	56.0	27.0	88.0
NM_004615	3.0	0	0	3.0	2.0	0	1.0
NM_016352	14.0	0	0	14.0	11.0	0	3.0
NM_003876	65.0	0	22.0	65.0	39.0	4.0	22.0
NM_080491	320.0	0	27.0	320.0	105.0	8.0	207.0
NM_130463	22.0	0	1.0	22.0	13.0	2.0	7.0
NM_001012502	0	0	0	0	0	0	0
NM_001286712	31.0	0	4.0	31.0	13.0	10.0	8.0
NM_001039348	0	0	0	0	0	0	0
NM_001190441	0	0	0	0	0	0	0
NM_001562	0	0	0	0	0	0	0
NM_033338	215.0	0	27.0	215.0	102.0	21.0	92.0
NM_018396	78.0	0	13.0	78.0	53.0	0	25.0
NM_001001660	12.0	0	4.0	12.0	3.0	4.0	5.0
NM_012134	0	0	2.0	0	0	0	0
NM_001329991	55.0	0	0	55.0	13.0	27.0	15.0
NM_001040197	162.0	0	7.0	162.0	49.0	23.0	90.0
NM_001099772	0	0	0	0	0	0	0
NM_207334	8.0	0	0	8.0	5.0	0	3.0
NM_001359125	1.0	0	3.0	1.0	1.0	0	0
NM_001254752	103.0	0	8.0	103.0	70.0	18.0	15.0
NM_004787	2.0	0	1.0	2.0	0	2.0	0
NM_001322437	117.0	0	8.0	117.0	91.0	2.0	24.0
NM_001139	0	0	1.0	0	0	0	0
NM_138418	54.0	0	15.0	54.0	26.0	10.0	18.0
NM_001287337	13.0	0	6.0	13.0	3.0	4.0	6.0
NM_001199509	0	0	0	0	0	0	0
NM_145755	9.0	0	5.0	9.0	8.0	0	1.0
NM_032148	23.0	0	4.0	23.0	18.0	2.0	3.0
NM_001242696	0	0	0	0	0	0	0
NM_017852	0	0	0	0	0	0	0
NM_004285	228.0	0	35.0	228.0	95.0	16.0	117.0
NM_001354736	562.0	0	19.0	562.0	504.0	0	58.0
NM_183005	45.0	0	13.0	45.0	26.0	17.0	2.0
NM_006297	345.0	0	72.0	345.0	315.0	19.0	11.0
NM_015466	223.0	0	15.0	223.0	203.0	11.0	9.0
NM_001271539	0	0	1.0	0	0	0	0
NM_024602	290.0	0	6.0	290.0	241.0	11.0	38.0
NM_001082619	0	0	4.0	0	0	0	0
NM_001244764	0	0	1.0	0	0	0	0
NM_013356	2.0	0	0	2.0	1.0	1.0	0
NM_005014	0	0	0	0	0	0	0
NM_001353491	7.0	0	4.0	7.0	3.0	4.0	0
NM_198849	0	0	0	0	0	0	0
NM_018238	99.0	0	16.0	99.0	58.0	0	41.0
NM_152310	14.0	0	0	14.0	10.0	4.0	0
NM_014791	283.0	0	78.0	283.0	227.0	27.0	29.0
NM_001164165	0	0	31.0	0	0	0	0
NM_032985	348.0	0	17.0	348.0	301.0	26.0	21.0
NM_015221	288.0	0	42.0	288.0	222.0	7.0	59.0
NM_001080521	0	0	0	0	0	0	0
NM_001348075	0	0	2.0	0	0	0	0
NM_001145128	1.0	0	2.0	1.0	1.0	0	0
NM_021627	195.0	0	19.0	195.0	107.0	17.0	71.0
NM_017761	70.0	0	5.0	70.0	17.0	21.0	32.0
NM_001014336	0	0	0	0	0	0	0
NM_001254749	10.0	0	3.0	10.0	3.0	0	7.0
NM_003297	67.0	0	28.0	67.0	47.0	10.0	10.0
NM_001164462	21.0	0	10.0	21.0	6.0	0	15.0
NM_001349438	19.0	0	4.0	19.0	17.0	1.0	1.0
NM_001142353	142.0	0	55.0	142.0	77.0	6.0	59.0
NM_017419	0	0	0	0	0	0	0
NM_133367	35.0	0	2.0	35.0	17.0	3.0	15.0
NM_198484	79.0	0	3.0	79.0	28.0	10.0	41.0
NM_207517	0	0	31.0	0	0	0	0
NM_001080410	319.0	0	7.0	319.0	167.0	0	152.0
NM_001321	202.0	0	34.0	202.0	149.0	31.0	22.0
NM_003545	3230.0	0	0	3230.0	3057.0	0	173.0
NM_001321233	0	0	1.0	0	0	0	0
NM_001319295	185.0	0	21.0	185.0	115.0	47.0	23.0
NM_001324191	499.0	0	102.0	499.0	142.0	237.0	120.0
NM_031915	0	0	0	0	0	0	0
NM_138924	313.0	0	2.0	313.0	261.0	46.0	6.0
NM_002927	0	0	0	0	0	0	0
NM_005090	0	0	5.0	0	0	0	0
NM_021080	0	0	11.0	0	0	0	0
NM_001971	0	0	1.0	0	0	0	0
NM_182699	0	0	0	0	0	0	0
NM_015156	240.0	0	87.0	240.0	87.0	15.0	138.0
NM_152680	0	0	0	0	0	0	0
NM_144648	5.0	0	5.0	5.0	4.0	0	1.0
NM_178582	156.0	0	14.0	156.0	97.0	49.0	10.0
NM_001747	978.0	0	8.0	978.0	887.0	20.0	71.0
NM_014216	321.0	0	57.0	321.0	140.0	25.0	156.0
NM_000629	122.0	0	26.0	122.0	41.0	10.0	71.0
NM_001005514	0	0	0	0	0	0	0
NM_015669	1.0	0	0	1.0	1.0	0	0
NM_199184	264.0	0	17.0	264.0	172.0	8.0	84.0
NM_013332	46.0	0	1.0	46.0	5.0	17.0	24.0
NM_022818	57.0	0	8.0	57.0	2.0	8.0	47.0
NM_003061	3.0	0	4.0	3.0	0	0	3.0
NM_032130	4.0	0	0	4.0	4.0	0	0
NM_001271977	1773.0	0	209.0	1773.0	1078.0	243.0	452.0
NM_021079	1339.0	0	61.0	1339.0	656.0	23.0	660.0
NM_001242394	163.0	0	27.0	163.0	128.0	11.0	24.0
NM_152305	75.0	0	5.0	75.0	31.0	2.0	42.0
NM_020697	0	0	0	0	0	0	0
NM_005332	0	0	0	0	0	0	0
NM_018688	284.0	0	53.0	284.0	135.0	15.0	134.0
NM_007113	3.0	0	0	3.0	3.0	0	0
NM_003800	119.0	0	64.0	119.0	60.0	21.0	38.0
NM_002784	0	0	0	0	0	0	0
NM_002089	9.0	0	0	9.0	2.0	4.0	3.0
NM_015995	605.0	0	12.0	605.0	124.0	49.0	432.0
NM_015190	288.0	0	5.0	288.0	163.0	55.0	70.0
NM_032439	1.0	0	0	1.0	0	1.0	0
NM_003873	200.0	0	25.0	200.0	126.0	26.0	48.0
NM_016509	0	0	0	0	0	0	0
NM_002893	360.0	0	27.0	360.0	247.0	72.0	41.0
NM_001190228	0	0	0	0	0	0	0
NM_001317994	59.0	0	4.0	59.0	47.0	7.0	5.0
NM_182632	0	0	0	0	0	0	0
NM_052839	3.0	0	0	3.0	2.0	0	1.0
NM_002521	0	0	0	0	0	0	0
NM_001198670	33.0	0	4.0	33.0	15.0	3.0	15.0
NM_021134	196.0	0	31.0	196.0	139.0	13.0	44.0
NM_018922	1.0	0	0	1.0	1.0	0	0
NM_004286	597.0	0	42.0	597.0	377.0	1.0	219.0
NM_001076	0	0	0	0	0	0	0
NM_012272	16.0	0	0	16.0	12.0	0	4.0
NM_138382	0	0	0	0	0	0	0
NM_018982	127.0	0	12.0	127.0	62.0	28.0	37.0
NM_000095	0	0	0	0	0	0	0
NM_182480	98.0	0	32.0	98.0	88.0	5.0	5.0
NM_001128159	274.0	0	62.0	274.0	154.0	13.0	107.0
NM_001281443	0	0	3.0	0	0	0	0
NM_181900	13.0	0	2.0	13.0	8.0	1.0	4.0
NM_203394	279.0	0	18.0	279.0	177.0	29.0	73.0
NM_015713	94.0	0	8.0	94.0	36.0	15.0	43.0
NM_001329102	1.0	0	4.0	1.0	0	1.0	0
NM_001205301	168.0	0	52.0	168.0	75.0	0	93.0
NM_001308100	0	0	0	0	0	0	0
NM_033103	100.0	0	23.0	100.0	74.0	14.0	12.0
NM_003604	0	0	0	0	0	0	0
NM_024050	449.0	0	12.0	449.0	82.0	18.0	349.0
NM_017410	29.0	0	0	29.0	14.0	3.0	12.0
NM_018899	47.0	0	0	47.0	41.0	6.0	0
NM_003080	63.0	0	0	63.0	49.0	14.0	0
NM_016390	573.0	0	35.0	573.0	236.0	14.0	323.0
NM_005879	130.0	0	26.0	130.0	82.0	10.0	38.0
NM_001102396	245.0	0	7.0	245.0	83.0	21.0	141.0
NM_001170755	28.0	0	8.0	28.0	5.0	12.0	11.0
NM_175857	0	0	0	0	0	0	0
NM_001006655	0	0	2.0	0	0	0	0
NM_001287011	249.0	0	20.0	249.0	32.0	12.0	205.0
NM_001330452	9.0	0	5.0	9.0	7.0	2.0	0
NM_006713	286.0	0	16.0	286.0	135.0	83.0	68.0
NM_006168	4.0	0	0	4.0	4.0	0	0
NM_004687	1171.0	0	78.0	1171.0	891.0	9.0	271.0
NM_012364	0	0	0	0	0	0	0
NM_001319127	50.0	0	39.0	50.0	14.0	22.0	14.0
NM_001130407	0	0	0	0	0	0	0
NM_001300907	55.0	0	53.0	55.0	28.0	19.0	8.0
NM_024604	55.0	0	15.0	55.0	35.0	4.0	16.0
NM_032160	95.0	0	1.0	95.0	40.0	45.0	10.0
NM_018967	12.0	0	16.0	12.0	11.0	0	1.0
NM_022468	4.0	0	3.0	4.0	0	0	4.0
NM_001640	503.0	0	18.0	503.0	456.0	12.0	35.0
NM_001537	557.0	0	2.0	557.0	121.0	128.0	308.0
NM_144605	1.0	0	0	1.0	1.0	0	0
NM_020147	8.0	0	2.0	8.0	3.0	2.0	3.0
NM_173625	0	0	0	0	0	0	0
NM_001355276	0	0	0	0	0	0	0
NM_002843	16.0	0	5.0	16.0	14.0	2.0	0
NM_016298	0	0	0	0	0	0	0
NM_001190241	36.0	0	11.0	36.0	15.0	9.0	12.0
NM_012116	0	0	1.0	0	0	0	0
NM_000690	192.0	0	3.0	192.0	164.0	10.0	18.0
NM_001142406	31.0	0	2.0	31.0	6.0	3.0	22.0
NM_001256716	84.0	0	6.0	84.0	61.0	9.0	14.0
NM_000423	0	0	0	0	0	0	0
NM_006112	160.0	0	5.0	160.0	84.0	15.0	61.0
NM_001321724	0	0	3.0	0	0	0	0
NM_019891	22.0	0	9.0	22.0	10.0	6.0	6.0
NM_152228	2.0	0	1.0	2.0	2.0	0	0
NM_014003	712.0	0	29.0	712.0	636.0	32.0	44.0
NM_020183	114.0	0	9.0	114.0	53.0	20.0	41.0
NM_004137	1.0	0	0	1.0	1.0	0	0
NM_020798	87.0	0	5.0	87.0	65.0	10.0	12.0
NM_001350039	196.0	0	38.0	196.0	149.0	23.0	24.0
NM_000261	0	0	0	0	0	0	0
NM_001040107	0	0	2.0	0	0	0	0
NM_022579	0	0	0	0	0	0	0
NM_017434	17.0	0	1.0	17.0	16.0	0	1.0
NM_001004312	0	0	0	0	0	0	0
NM_012367	0	0	0	0	0	0	0
NM_178550	0	0	0	0	0	0	0
NM_005912	12.0	0	0	12.0	8.0	4.0	0
NM_001164415	0	0	0	0	0	0	0
NM_007329	1.0	0	0	1.0	1.0	0	0
NM_181845	18.0	0	20.0	18.0	13.0	3.0	2.0
NM_005860	76.0	0	6.0	76.0	25.0	3.0	48.0
NM_001077394	69.0	0	15.0	69.0	49.0	4.0	16.0
NM_003922	343.0	0	48.0	343.0	333.0	7.0	3.0
NM_031282	0	0	0	0	0	0	0
NM_017661	18.0	0	20.0	18.0	15.0	2.0	1.0
NM_203376	6.0	0	0	6.0	4.0	0	2.0
NM_004998	75.0	0	29.0	75.0	54.0	9.0	12.0
NM_001282690	141.0	0	36.0	141.0	108.0	14.0	19.0
NM_001039182	0	0	0	0	0	0	0
NM_001205029	11.0	0	0	11.0	3.0	2.0	6.0
NM_001178010	397.0	0	42.0	397.0	360.0	23.0	14.0
NM_001200	5.0	0	0	5.0	2.0	3.0	0
NM_001320340	40.0	0	2.0	40.0	7.0	1.0	32.0
NM_005840	0	0	0	0	0	0	0
NM_005871	100.0	0	20.0	100.0	43.0	8.0	49.0
NM_012121	920.0	0	34.0	920.0	408.0	91.0	421.0
NM_001199206	0	0	0	0	0	0	0
NM_001351860	6.0	0	1.0	6.0	6.0	0	0
NM_021815	0	0	0	0	0	0	0
NM_020227	0	0	0	0	0	0	0
NM_152755	415.0	0	79.0	415.0	206.0	36.0	173.0
NM_001353198	174.0	0	14.0	174.0	115.0	22.0	37.0
NM_014891	1200.0	0	192.0	1200.0	402.0	149.0	649.0
NM_020426	0	0	0	0	0	0	0
NM_054110	5.0	0	2.0	5.0	4.0	1.0	0
NM_001100418	309.0	0	45.0	309.0	240.0	24.0	45.0
NM_144674	0	0	0	0	0	0	0
NM_001005245	0	0	0	0	0	0	0
NM_152644	63.0	0	19.0	63.0	25.0	32.0	6.0
NM_001320747	3.0	0	3.0	3.0	3.0	0	0
NM_001258	65.0	0	9.0	65.0	46.0	3.0	16.0
NM_152903	68.0	0	0	68.0	34.0	8.0	26.0
NM_148170	251.0	0	4.0	251.0	133.0	50.0	68.0
NM_001017440	128.0	0	119.0	128.0	40.0	2.0	86.0
NM_016591	0	0	0	0	0	0	0
NM_020246	1408.0	0	87.0	1408.0	1183.0	60.0	165.0
NM_015500	86.0	0	30.0	86.0	46.0	8.0	32.0
NM_001031836	0	0	0	0	0	0	0
NM_001306168	0	0	0	0	0	0	0
NM_001130045	1.0	0	1.0	1.0	1.0	0	0
NM_000728	0	0	0	0	0	0	0
NM_001145531	0	0	0	0	0	0	0
NM_001322058	0	0	1.0	0	0	0	0
NM_003927	169.0	0	118.0	169.0	134.0	2.0	33.0
NM_001311182	1.0	0	1.0	1.0	1.0	0	0
NM_080608	2.0	0	1.0	2.0	2.0	0	0
NM_014008	118.0	0	6.0	118.0	92.0	10.0	16.0
NM_001285986	0	0	0	0	0	0	0
NM_015085	349.0	0	58.0	349.0	114.0	0	235.0
NM_016355	290.0	0	13.0	290.0	205.0	15.0	70.0
NM_001324206	0	0	0	0	0	0	0
NM_003536	5695.0	0	0	5695.0	5343.0	212.0	140.0
NM_024881	606.0	0	33.0	606.0	267.0	4.0	335.0
NM_001303246	69.0	0	16.0	69.0	41.0	3.0	25.0
NM_001001663	0	0	0	0	0	0	0
NM_001287390	84.0	0	62.0	84.0	54.0	11.0	19.0
NM_002550	0	0	0	0	0	0	0
NM_001129899	29.0	0	14.0	29.0	1.0	4.0	24.0
NM_013265	978.0	0	21.0	978.0	917.0	23.0	38.0
NM_014089	589.0	0	81.0	589.0	376.0	60.0	153.0
NM_005699	7.0	0	1.0	7.0	0	4.0	3.0
NM_001350236	276.0	0	17.0	276.0	163.0	13.0	100.0
NM_001265588	34.0	0	11.0	34.0	22.0	8.0	4.0
NM_005477	1.0	0	0	1.0	0	0	1.0
NM_001083614	302.0	0	11.0	302.0	181.0	12.0	109.0
NM_001345970	414.0	0	5.0	414.0	221.0	15.0	178.0
NM_001005469	0	0	0	0	0	0	0
NM_003367	587.0	0	24.0	587.0	425.0	9.0	153.0
NM_203297	9.0	0	2.0	9.0	6.0	0	3.0
NM_001256475	1.0	0	5.0	1.0	0	1.0	0
NM_015237	4.0	0	1.0	4.0	4.0	0	0
NM_173660	198.0	0	20.0	198.0	128.0	3.0	67.0
NM_004561	0	0	0	0	0	0	0
NM_006950	3.0	0	1.0	3.0	3.0	0	0
NM_207511	0	0	0	0	0	0	0
NM_012435	159.0	0	10.0	159.0	108.0	0	51.0
NM_001144857	0	0	3.0	0	0	0	0
NM_001039165	3.0	0	0	3.0	3.0	0	0
NM_006781	0	0	0	0	0	0	0
