AccNum	GeneName	cdReads0	cdRPKM0	cdReads1	cdRPKM1	cdReads2	cdRPKM2	cdReads3	cdRPKM3	cdReads4	cdRPKM4	cdReads5	cdRPKM5
NM_003688	CASK	222.0	13.9030159501	177.0	11.209919883800001	276.0	16.5334866105	121.0	11.5873320395	80.0	4.68506981439	69.0	6.50211571325
NM_003689	AKR7A2	355.0	56.939391273999995	330.0	53.5268396713	366.0	56.15195374100001	140.0	34.3363824531	88.0	13.198882793800001	70.0	16.8939834192
NM_003680	YARS	995.0	108.60613943	941.0	103.87095266700001	1100.0	114.847963894	450.0	75.1079389334	316.0	32.2543587089	318.0	52.2285504141
NM_003681	PDXK	324.0	59.7706034126	304.0	56.7138864713	398.0	70.2303805234	175.0	49.3654060828	134.0	23.1162542104	127.0	35.2529859392
NM_003682	MADD	285.0	9.985610462030001	292.0	10.346317641699999	356.0	11.9310613153	167.0	8.94722309762	127.0	4.1610555586	106.0	5.58837038209
NM_003684	MKNK1	170.0	21.0644426402	158.0	19.7984564996	133.0	15.763476776600001	39.0	7.3893747646	31.0	3.59197063935	42.0	7.83068759346
NM_003685	KHSRP	2041.0	165.519809829	2135.0	175.09673549299998	2902.0	225.11462022	1193.0	147.94130754399998	1053.0	79.85560025310001	1066.0	130.080960613
NM_003687	PDLIM4	539.0	94.0259519408	567.0	100.026535876	655.0	109.29482353600001	249.0	66.4202270846	157.0	25.6111252233	153.0	40.1605786245
NM_006416	SLC35A1	62.0	10.5916094111	61.0	10.5383664979	45.0	7.3532968813899995	20.0	5.224470702930001	16.0	2.55599666797	7.0	1.7993591807499998
NM_006417	IFI44	450.0	58.390133795699995	459.0	60.2299965085	365.0	45.3021840828	161.0	31.9444097429	140.0	16.9873261697	97.0	18.9386164045
NM_003172	SURF1	161.0	30.8849105633	154.0	29.8754453979	184.0	33.7627345624	75.0	22.0000552025	53.0	9.50750089493	35.0	10.1027143371
NM_001324229	STOML1	22.0	5.2276123444	21.0	5.04630138315	18.0	4.091217030309999	13.0	4.72352351207	2.0	0.444406828073	11.0	3.9329908489199994
NM_006411	AGPAT1	203.0	41.2728696122	218.0	44.8227312996	216.0	42.0070030295	95.0	29.5348158928	81.0	15.4001049242	83.0	25.391963006399997
NM_001128844	SMARCA4	3328.0	116.60390041299999	3365.0	119.23068104200001	3997.0	133.95632606	2362.0	126.546951836	2126.0	69.6567253354	1666.0	87.8323118543
NM_001127325	MAD2L2	262.0	71.3595985246	297.0	81.8051700636	302.0	78.6787350592	125.0	52.0598790563	99.0	25.214846846599997	102.0	41.802363285300004
NM_001127322	CBX5	1082.0	325.396591682	1025.0	311.733015131	781.0	224.66534770299998	232.0	106.688045479	204.0	57.3701439615	172.0	77.8329950386
NM_002460	IRF4	4.0	0.5109854383300001	6.0	0.775127203606	9.0	1.0997408610200001	7.0	1.36737806229	6.0	0.7167534904100001	1.0	0.192219786059
NM_001098398	COPA	2206.0	103.22319943	2291.0	108.410186846	1898.0	84.9507730693	771.0	55.16558412649999	594.0	25.9913170088	469.0	33.0213030852
NM_001257360	AMPD2	874.0	57.3476634777	816.0	54.1461584774	1037.0	65.0852191088	592.0	59.397482373500004	414.0	25.4023952942	289.0	28.5332797879
NM_002887	RARS	768.0	67.0882908927	822.0	72.6156988746	751.0	62.7515943446	290.0	38.7369605372	236.0	19.2782471833	206.0	27.077108501599998
NM_002886	RAP2B	121.0	37.9712168385	109.0	34.5914556769	136.0	40.8232308024	74.0	35.5093644624	63.0	18.4875655733	56.0	26.4427566562
NM_002881	RALB	346.0	96.5145346273	314.0	88.57669384329999	308.0	82.1800986088	121.0	51.6112084078	100.0	26.0847486043	100.0	41.972629613
NM_001346791	TSR2	128.0	76.19477711350001	134.0	80.6665025224	126.0	71.7439192634	47.0	42.781413189	44.0	24.4927721946	33.0	29.558250813
NM_024298	MBOAT7	375.0	45.778029491000005	346.0	42.7144797838	412.0	48.1085605128	299.0	55.8134733805	182.0	20.7762540997	105.0	19.2870000981
NM_024299	PPDPF	459.0	230.46331939	469.0	238.14154440299998	336.0	161.371829995	142.0	109.023346025	94.0	44.1353946384	103.0	77.8172553025
NM_001323684	NRSN2	108.0	30.419835558000003	119.0	33.8963756322	148.0	39.8743981783	55.0	23.6885147238	38.0	10.0089089035	31.0	13.138456791500001
NM_024292	UBL5	726.0	566.4895052669999	740.0	583.92916005	758.0	565.748971231	315.0	375.844186311	181.0	132.069902156	149.0	174.94078583099997
NM_024293	RETREG2	193.0	20.4854437951	165.0	17.7110866559	222.0	22.5392967644	118.0	19.151910801099998	76.0	7.543479136810001	57.0	9.103585602999999
NM_024294	C6orf106	288.0	55.61709065229999	269.0	52.5340950012	188.0	34.727454257199994	77.0	22.737805102800003	70.0	12.6410704775	93.0	27.0239161431
NM_002014	FKBP4	1017.0	127.65860338799999	988.0	125.417828289	901.0	108.181561626	343.0	65.8362811384	265.0	31.1060627106	238.0	44.9526863155
NM_024297	PHF23	185.0	26.4409668027	181.0	26.1611826656	129.0	17.6357783621	59.0	12.8943557869	73.0	9.75659990493	45.0	9.67760011992
NM_001077269	WIPF1	374.0	42.84775118	370.0	42.867815321100004	341.0	37.368884125	136.0	23.8252449675	127.0	13.605991191600001	121.0	20.8588978952
NM_032505	KBTBD8	26.0	2.4938126541799996	29.0	2.81294778097	21.0	1.9266777875299999	5.0	0.733335173418	6.0	0.538160428015	12.0	1.7318938863599997
NM_032504	UNC80	29.0	0.513807696044	30.0	0.5375230071029999	26.0	0.440631229714	21.0	0.568936683789	35.0	0.579883410979	37.0	0.9864018723710001
NM_032501	ACSS1	96.0	8.03357976088	76.0	6.431683502	94.0	7.524281755739999	32.0	4.094773559630001	25.0	1.95635614532	18.0	2.2665219991
NM_001469	XRCC6	2136.0	202.189398818	2063.0	197.482927407	1784.0	161.529296652	600.0	86.8461195536	578.0	51.162882483699995	513.0	73.0674673972
NM_032508	TMEM185A	38.0	6.251200775469999	41.0	6.82082494645	38.0	5.97947104429	21.0	5.28252037741	12.0	1.84599759353	14.0	3.46543249625
NM_002010	FGF9	14.0	3.8678419303300005	8.0	2.23513554086	3.0	0.792795644629	1.0	0.42245720038	3.0	0.775054013553	1.0	0.41570977655
NM_004104	FASN	10862.0	249.67619144900002	10925.0	253.95804432900002	12897.0	283.566780071	7041.0	247.482054103	5420.0	116.50287758399999	3733.0	129.114458812
NM_001077268	ZFYVE19	116.0	14.190671876300001	104.0	12.8662357299	90.0	10.53141672	34.0	6.36012895319	34.0	3.88950128553	42.0	7.731144954560001
NM_001303115	TUBA1C	1023.0	142.335917315	1023.0	143.942055598	1063.0	141.472313237	455.0	96.8037770366	315.0	40.9844827167	248.0	51.9206485256
NM_002087	GRN	1708.0	166.030696194	1910.0	187.761733282	1878.0	174.62058143	907.0	134.818609892	591.0	53.7227254209	503.0	73.5729321201
NM_002086	GRB2	865.0	229.111337934	870.0	233.035949194	949.0	240.434068733	438.0	177.39714237299998	301.0	74.5533225361	216.0	86.08624840620001
NM_002081	GPC1	1757.0	181.487584815	1689.0	176.432263207	2707.0	267.462398505	2242.0	354.121914204	1117.0	107.894266324	727.0	112.994974201
NM_002080	GOT2	557.0	74.6216577122	550.0	74.5153220481	599.0	76.76015432850001	210.0	43.020061542200004	168.0	21.0469424005	142.0	28.6251386275
NM_001104595	FAM118A	89.0	14.354694282899999	83.0	13.5380224257	78.0	12.0336634998	50.0	12.3315020781	26.0	3.92145578179	28.0	6.79534528594
NM_002088	GRIK5	35.0	2.06008910153	32.0	1.9047638248299998	44.0	2.4772506789	30.0	2.70010871191	24.0	1.3209891036299999	24.0	2.1255863803999997
NM_001329684	OARD1	89.0	33.588108191399996	91.0	34.7304271664	83.0	29.9621482514	31.0	17.8895437991	22.0	7.764048702210001	19.0	10.7894347887
NM_001288726	ELP4	114.0	12.2808104787	143.0	15.578707068499998	130.0	13.395682627200001	42.0	6.91852482265	30.0	3.02213225434	25.0	4.05239474342
NM_014008	CCDC22	134.0	12.3206074955	97.0	9.01928798166	117.0	10.289932005399999	70.0	9.841638282749999	41.0	3.5251793217300005	33.0	4.565526001369999
NM_014007	ZBTB43	88.0	10.8573487153	111.0	13.849601873	85.0	10.031349449299999	35.0	6.60315047176	24.0	2.7689963903	22.0	4.084259727719999
NM_001461	FMO5	3.0	0.324389632199	4.0	0.437400119888	1.0	0.103429644025	2.0	0.330687471459	1.0	0.10111503672399999	1.0	0.162702890073
NM_014002	IKBKE	10.0	0.8053187521799999	16.0	1.3030497295399999	12.0	0.924375395969	13.0	1.60085943296	6.0	0.45184459925399995	8.0	0.969409688132
NM_014003	DHX38	571.0	26.8487894441	548.0	26.0580765234	498.0	22.3984137579	269.0	19.3411777383	266.0	11.696078401	281.0	19.8812862109
NM_014000	VCL	3519.0	179.023635767	3375.0	173.635322922	3737.0	181.85009125099998	1406.0	109.37509970100001	1034.0	49.1905499715	971.0	74.3292743112
NM_015351	TTC9	55.0	14.2411412521	45.0	11.7833238575	67.0	16.5941964301	19.0	7.52276924982	21.0	5.08477139833	27.0	10.519507933
NM_018230	NUP133	715.0	35.6828595418	787.0	39.7192955021	705.0	33.6544149403	263.0	20.070185767799998	208.0	9.707043525549999	157.0	11.7897017268
NM_015352	POFUT1	492.0	73.0301964767	460.0	69.0507490033	502.0	71.2755213737	263.0	59.6946142245	162.0	22.4865285269	138.0	30.8223685739
NM_015355	SUZ12	197.0	15.3716849225	161.0	12.7044046984	240.0	17.9128961867	99.0	11.812245855499999	103.0	7.51558006746	100.0	11.7409923377
NM_015354	NUP188	2299.0	75.8556423243	2321.0	77.4456903129	1831.0	57.787856093500004	682.0	34.409259673	626.0	19.3149365351	603.0	29.937517719499997
NM_005006	NDUFS1	2482.0	196.85994772900003	2283.0	183.119542911	1565.0	118.732400835	530.0	64.27964847	444.0	32.9312784989	442.0	52.750601288599995
NM_005642	TAF7	1032.0	170.25450821799998	1013.0	169.005782609	784.0	123.71840299600001	265.0	66.8508344088	236.0	36.4083468233	206.0	51.1370534845
NM_018238	AGK	166.0	22.659727783	157.0	21.673020834000003	206.0	26.897575795	78.0	16.2810810416	49.0	6.25478971852	55.0	11.2968886086
NM_006532	ELL	220.0	20.422987133299998	205.0	19.2452536672	253.0	22.4655173103	175.0	24.8414342507	149.0	12.9345964823	108.0	15.085853820399999
NM_000333	ATXN7	28.0	1.81047920143	35.0	2.28863612562	42.0	2.5976708355900002	20.0	1.9774592358200003	25.0	1.5116301682799997	21.0	2.0431693273
NM_002229	JUNB	936.0	155.304332877	913.0	153.197506645	221.0	35.0751322124	115.0	29.1774678481	86.0	13.343698122200001	114.0	28.461784873800003
NM_002228	JUN	1434.0	249.400910837	1500.0	263.823415685	509.0	84.6771018788	317.0	84.3043882434	344.0	55.947071645	487.0	127.446349959
NM_133372	FNIP1	159.0	7.867074010700001	173.0	8.656362012739999	161.0	7.619760253099999	60.0	4.539514389690001	41.0	1.89701166585	45.0	3.35025745368
NM_001009954	ERCC6L	225.0	11.517557419800001	260.0	13.4593600721	188.0	9.205238318189998	76.0	5.94885653444	60.0	2.87209731973	45.0	3.46609082309
NM_001080495	TNRC18	579.0	11.2604392973	557.0	10.954817856099998	915.0	17.0214746941	763.0	22.6904622341	604.0	10.9845872297	361.0	10.5641249346
NM_002221	ITPKB	58.0	3.5364293166000005	48.0	2.95972541525	38.0	2.2162558991999997	38.0	3.54293039643	35.0	1.9956072189900003	16.0	1.46793399449
NM_002556	OSBP	526.0	37.589050103299996	498.0	35.9896932803	569.0	38.8944104187	195.0	21.3084693088	202.0	13.4988574027	170.0	18.2799113376
