AccNum	GeneName	cdReads0	cdRPKM0	cdReads1	cdRPKM1	cdReads2	cdRPKM2	cdReads3	cdRPKM3	cdReads4	cdRPKM4
NM_001025780	ABHD17B	207.0	41.3579944221	138.0	26.3734855621	55.0	16.8032716899	33.0	6.1655680870500005	33.0	9.92093539399
NM_001300829	CIRBP	1262.0	244.528823552	1087.0	201.46498091	411.0	121.77399683	352.0	63.7798363189	332.0	96.79620797049999
NM_002224	ITPR3	395.0	8.53586640714	541.0	11.182710920999998	323.0	10.673210414	310.0	6.264439812640001	269.0	8.74686352822
NM_175856	CHSY3	44.0	2.87725888944	63.0	3.94063429703	22.0	2.19983941942	20.0	1.2229995381799998	6.0	0.59037379365
NM_001688	ATP5PB	1036.0	232.762814375	1088.0	233.82021689200002	413.0	141.888086246	295.0	61.9791896311	280.0	94.6588954229
NM_014171	CRIPT	298.0	168.695329905	354.0	191.685550861	112.0	96.9497857501	78.0	41.2906226436	63.0	53.6632414493
NM_001867	COX7C	592.0	534.107529415	627.0	541.095414891	231.0	318.68454964299997	156.0	131.613859676	115.0	156.11850749
NM_144643	SCLT1	155.0	12.9897096551	150.0	12.024259051300001	64.0	8.20143325441	58.0	4.54533369729	65.0	8.196541820650001
NM_001161546	PROB1	446.0	25.347090670300002	374.0	20.3312547106	177.0	15.3818496198	134.0	7.12144445655	94.0	8.038419557180001
NM_144641	PPM1M	36.0	4.5188886155	41.0	4.9228013614699995	23.0	4.4146777439800005	9.0	1.05643231847	10.0	1.8887683325799998
NM_000159	GCDH	215.0	28.2787954994	236.0	29.6916115229	130.0	26.146155203499998	105.0	12.9146243944	79.0	15.6350435549
NM_000158	GBE1	297.0	24.3942849158	253.0	19.8770295406	103.0	12.936324541400001	64.0	4.915657887759999	70.0	8.65125751198
NM_144648	LRGUK	6.0	0.419428725409	6.0	0.401196827427	6.0	0.6413575414980001	5.0	0.32684884752300003	1.0	0.10518564563999999
NM_021020	LZTS1	607.0	58.7085463995	862.0	79.7478937716	519.0	76.7577135385	334.0	30.208498308299998	245.0	35.6556433974
NM_021021	SNTB1	417.0	44.6718828192	625.0	64.0438658501	302.0	49.4706003221	233.0	23.3412525034	166.0	26.758135413
NM_001347869	ZNF174	36.0	8.31475505251	31.0	6.84869730873	11.0	3.8849164147	10.0	2.15981718443	10.0	3.4753337319499997
NM_021025	TLX3	17.0	3.36165420217	16.0	3.02637972105	10.0	3.0237518794400002	2.0	0.36983170966300005	10.0	2.9754569622900005
NM_015225	PRUNE2	179.0	3.34597036617	146.0	2.6104851948	50.0	1.42916081061	44.0	0.76911586367	34.0	0.956307436763
NM_001143679	GSTK1	166.0	33.8694871103	175.0	34.153711074600004	78.0	24.335326079899996	40.0	7.6318628425199995	43.0	13.201356048900001
NM_001297658	TSSC4	165.0	28.870677265700003	175.0	29.289394648800002	84.0	22.4747230602	67.0	10.9627084361	50.0	13.1641429241
NM_001286495	FAM214A	15.0	0.7990039833670001	15.0	0.764272554093	6.0	0.488709713355	7.0	0.348678973502	5.0	0.4007534285
NM_023009	MARCKSL1	3144.0	926.218462482	3180.0	896.101770975	1213.0	546.4289901469999	729.0	200.829939726	683.0	302.761854455
NM_173531	ZNF100	136.0	14.4619230502	116.0	11.7989795018	59.0	9.59359067752	32.0	3.18205110046	29.0	4.64017855556
NM_001286499	PIF1	24.0	2.35278863965	33.0	3.09446041936	16.0	2.39846668603	13.0	1.1917497197600002	16.0	2.36015873138
NM_001297656	KIF2C	1475.0	126.738836211	1342.0	110.298480563	497.0	65.3004416296	432.0	34.711347607	373.0	48.2254271584
NM_006885	ZFHX3	291.0	4.5363753155	434.0	6.47150123665	329.0	7.84248908082	296.0	4.31496953694	183.0	4.29256258739
NM_002226	JAG2	324.0	15.099434114700001	400.0	17.8309701079	290.0	20.665965225999997	172.0	7.49573356987	110.0	7.71361401362
NM_001282864	SLC2A11	8.0	0.861811261662	32.0	3.29739880055	9.0	1.48254103342	9.0	0.906639676302	5.0	0.8104789486830001
NM_152695	ZNF449	24.0	2.67012044076	22.0	2.34121668208	14.0	2.38171438981	17.0	1.76863642271	9.0	1.50664757166
NM_015259	ICOSLG	26.0	4.9547036891600005	25.0	4.55704867237	17.0	4.9537638051199995	3.0	0.5346082139689999	7.0	2.0072059508
NM_001319119	DNPEP	329.0	40.2476814424	389.0	45.519123378500005	166.0	31.0523943008	90.0	10.295738697	106.0	19.511937266300002
NM_001193653	C17orf62	320.0	98.2831566491	317.0	93.12959192129999	171.0	80.3095632149	113.0	32.4546997129	68.0	31.4258901294
NM_182976	ZNF326	609.0	60.316440668199995	607.0	57.505107984300004	215.0	32.5610879916	179.0	16.5783566044	167.0	24.8876815281
NM_006270	RRAS	187.0	49.3042616318	183.0	46.152290746000006	71.0	28.6248511253	50.0	12.3277236554	54.0	21.4232901285
NM_003355	UCP2	56.0	10.4306963024	141.0	25.1213923135	101.0	28.7666098156	46.0	8.01222503903	43.0	12.0515605221
NM_001002030	ECHDC1	285.0	54.4910133822	314.0	57.4260562631	110.0	32.1599040952	66.0	11.800325676500002	54.0	15.5354322455
NM_001170704	MBNL3	58.0	12.930496381500001	51.0	10.8756869705	24.0	8.181642151	16.0	3.33562499527	12.0	4.02548308721
NM_003358	UGCG	1477.0	215.90881175400003	1527.0	213.51492018	516.0	115.340441311	386.0	52.7651539995	424.0	93.2621204018
NM_003359	UGDH	768.0	89.58658642440001	545.0	60.810362223199995	171.0	30.5014098675	125.0	13.6352094977	130.0	22.817847735100003
NM_004813	PEX16	103.0	17.6479510882	107.0	17.5363887249	75.0	19.6499009376	42.0	6.72940072301	31.0	7.99223632719
NM_004814	SNRNP40	1257.0	202.739895659	1099.0	169.551233157	428.0	105.55765778899999	292.0	44.040964933999994	270.0	65.5265438287
NM_004815	ARHGAP29	59.0	2.6994769551099997	107.0	4.6828549923	76.0	5.31720298799	49.0	2.09649449361	61.0	4.19959107863
NM_020199	C5orf15	327.0	70.9827929765	365.0	75.78748840909999	151.0	50.1215292737	99.0	20.096043351400002	90.0	29.3966199131
NM_004817	TJP2	338.0	16.3867152238	406.0	18.8278426055	189.0	14.011319792	143.0	6.483078450340001	105.0	7.6597405930999996
NM_004818	DDX23	420.0	29.538817178000002	368.0	24.756597084699997	183.0	19.6805365931	204.0	13.4166475525	186.0	19.6836806986
NM_020196	XAB2	1437.0	96.932624371	1528.0	98.5906832957	938.0	96.75158233290001	650.0	41.0012023914	461.0	46.7911463327
NM_020195	SDR39U1	164.0	32.209463071900004	168.0	31.560817090900002	88.0	26.4280028211	55.0	10.101185811599999	37.0	10.9342983063
NM_014314	DDX58	179.0	11.1616657247	132.0	7.87316279482	56.0	5.33956703375	33.0	1.92424317188	33.0	3.0962746532
NM_020191	MRPS22	464.0	74.21603463310001	472.0	72.2139471388	167.0	40.844940899899996	131.0	19.5939093602	116.0	27.9181934146
NM_001303098	TMEM198	35.0	5.59819226758	74.0	11.321678153099999	50.0	12.229024221500001	30.0	4.487154815309999	17.0	4.09145937972
NM_005663	NELFA	395.0	42.236731555300004	419.0	42.8554983925	198.0	32.374303455799996	169.0	16.8985696375	151.0	24.2951571076
NM_032961	PCDH10	126.0	6.988867119069999	163.0	8.64814896752	103.0	8.73605778347	88.0	4.56445514482	97.0	8.09575821325
NM_001303095	ISG20L2	163.0	26.5871208718	181.0	28.2397989083	87.0	21.6992634873	59.0	8.999238268480001	54.0	13.2533913507
NM_001303096	WDR75	1065.0	80.17541404939999	857.0	61.7123017368	322.0	37.067176885500004	272.0	19.1483140211	247.0	27.979381740300003
NM_014313	TMEM50A	337.0	123.15719289299999	334.0	116.755048036	125.0	69.852495949	80.0	27.3394580308	76.0	41.7919879159
NM_003688	CASK	222.0	13.9030159501	276.0	16.5334866105	121.0	11.5873320395	80.0	4.68506981439	69.0	6.50211571325
NM_003689	AKR7A2	355.0	56.939391273999995	366.0	56.15195374100001	140.0	34.3363824531	88.0	13.198882793800001	70.0	16.8939834192
NM_003680	YARS	995.0	108.60613943	1100.0	114.847963894	450.0	75.1079389334	316.0	32.2543587089	318.0	52.2285504141
NM_003681	PDXK	324.0	59.7706034126	398.0	70.2303805234	175.0	49.3654060828	134.0	23.1162542104	127.0	35.2529859392
NM_003682	MADD	285.0	9.985610462030001	356.0	11.9310613153	167.0	8.94722309762	127.0	4.1610555586	106.0	5.58837038209
NM_003684	MKNK1	170.0	21.0644426402	133.0	15.763476776600001	39.0	7.3893747646	31.0	3.59197063935	42.0	7.83068759346
NM_003685	KHSRP	2041.0	165.519809829	2902.0	225.11462022	1193.0	147.94130754399998	1053.0	79.85560025310001	1066.0	130.080960613
NM_003687	PDLIM4	539.0	94.0259519408	655.0	109.29482353600001	249.0	66.4202270846	157.0	25.6111252233	153.0	40.1605786245
NM_006416	SLC35A1	62.0	10.5916094111	45.0	7.3532968813899995	20.0	5.224470702930001	16.0	2.55599666797	7.0	1.7993591807499998
NM_006417	IFI44	450.0	58.390133795699995	365.0	45.3021840828	161.0	31.9444097429	140.0	16.9873261697	97.0	18.9386164045
NM_003172	SURF1	161.0	30.8849105633	184.0	33.7627345624	75.0	22.0000552025	53.0	9.50750089493	35.0	10.1027143371
NM_001324229	STOML1	22.0	5.2276123444	18.0	4.091217030309999	13.0	4.72352351207	2.0	0.444406828073	11.0	3.9329908489199994
NM_006411	AGPAT1	203.0	41.2728696122	216.0	42.0070030295	95.0	29.5348158928	81.0	15.4001049242	83.0	25.391963006399997
NM_001128844	SMARCA4	3328.0	116.60390041299999	3997.0	133.95632606	2362.0	126.546951836	2126.0	69.6567253354	1666.0	87.8323118543
NM_001127325	MAD2L2	262.0	71.3595985246	302.0	78.6787350592	125.0	52.0598790563	99.0	25.214846846599997	102.0	41.802363285300004
NM_001127322	CBX5	1082.0	325.396591682	781.0	224.66534770299998	232.0	106.688045479	204.0	57.3701439615	172.0	77.8329950386
NM_002460	IRF4	4.0	0.5109854383300001	9.0	1.0997408610200001	7.0	1.36737806229	6.0	0.7167534904100001	1.0	0.192219786059
NM_001098398	COPA	2206.0	103.22319943	1898.0	84.9507730693	771.0	55.16558412649999	594.0	25.9913170088	469.0	33.0213030852
NM_001257360	AMPD2	874.0	57.3476634777	1037.0	65.0852191088	592.0	59.397482373500004	414.0	25.4023952942	289.0	28.5332797879
NM_002887	RARS	768.0	67.0882908927	751.0	62.7515943446	290.0	38.7369605372	236.0	19.2782471833	206.0	27.077108501599998
NM_002886	RAP2B	121.0	37.9712168385	136.0	40.8232308024	74.0	35.5093644624	63.0	18.4875655733	56.0	26.4427566562
NM_002881	RALB	346.0	96.5145346273	308.0	82.1800986088	121.0	51.6112084078	100.0	26.0847486043	100.0	41.972629613
NM_001346791	TSR2	128.0	76.19477711350001	126.0	71.7439192634	47.0	42.781413189	44.0	24.4927721946	33.0	29.558250813
NM_024298	MBOAT7	375.0	45.778029491000005	412.0	48.1085605128	299.0	55.8134733805	182.0	20.7762540997	105.0	19.2870000981
NM_024299	PPDPF	459.0	230.46331939	336.0	161.371829995	142.0	109.023346025	94.0	44.1353946384	103.0	77.8172553025
NM_001323684	NRSN2	108.0	30.419835558000003	148.0	39.8743981783	55.0	23.6885147238	38.0	10.0089089035	31.0	13.138456791500001
NM_024292	UBL5	726.0	566.4895052669999	758.0	565.748971231	315.0	375.844186311	181.0	132.069902156	149.0	174.94078583099997
NM_024293	RETREG2	193.0	20.4854437951	222.0	22.5392967644	118.0	19.151910801099998	76.0	7.543479136810001	57.0	9.103585602999999
NM_024294	C6orf106	288.0	55.61709065229999	188.0	34.727454257199994	77.0	22.737805102800003	70.0	12.6410704775	93.0	27.0239161431
NM_002014	FKBP4	1017.0	127.65860338799999	901.0	108.181561626	343.0	65.8362811384	265.0	31.1060627106	238.0	44.9526863155
NM_024297	PHF23	185.0	26.4409668027	129.0	17.6357783621	59.0	12.8943557869	73.0	9.75659990493	45.0	9.67760011992
NM_001077269	WIPF1	374.0	42.84775118	341.0	37.368884125	136.0	23.8252449675	127.0	13.605991191600001	121.0	20.8588978952
NM_032505	KBTBD8	26.0	2.4938126541799996	21.0	1.9266777875299999	5.0	0.733335173418	6.0	0.538160428015	12.0	1.7318938863599997
NM_032504	UNC80	29.0	0.513807696044	26.0	0.440631229714	21.0	0.568936683789	35.0	0.579883410979	37.0	0.9864018723710001
NM_032501	ACSS1	96.0	8.03357976088	94.0	7.524281755739999	32.0	4.094773559630001	25.0	1.95635614532	18.0	2.2665219991
NM_001469	XRCC6	2136.0	202.189398818	1784.0	161.529296652	600.0	86.8461195536	578.0	51.162882483699995	513.0	73.0674673972
NM_032508	TMEM185A	38.0	6.251200775469999	38.0	5.97947104429	21.0	5.28252037741	12.0	1.84599759353	14.0	3.46543249625
NM_002010	FGF9	14.0	3.8678419303300005	3.0	0.792795644629	1.0	0.42245720038	3.0	0.775054013553	1.0	0.41570977655
NM_004104	FASN	10862.0	249.67619144900002	12897.0	283.566780071	7041.0	247.482054103	5420.0	116.50287758399999	3733.0	129.114458812
NM_001077268	ZFYVE19	116.0	14.190671876300001	90.0	10.53141672	34.0	6.36012895319	34.0	3.88950128553	42.0	7.731144954560001
NM_001303115	TUBA1C	1023.0	142.335917315	1063.0	141.472313237	455.0	96.8037770366	315.0	40.9844827167	248.0	51.9206485256
NM_002087	GRN	1708.0	166.030696194	1878.0	174.62058143	907.0	134.818609892	591.0	53.7227254209	503.0	73.5729321201
NM_002086	GRB2	865.0	229.111337934	949.0	240.434068733	438.0	177.39714237299998	301.0	74.5533225361	216.0	86.08624840620001
NM_002081	GPC1	1757.0	181.487584815	2707.0	267.462398505	2242.0	354.121914204	1117.0	107.894266324	727.0	112.994974201
NM_002080	GOT2	557.0	74.6216577122	599.0	76.76015432850001	210.0	43.020061542200004	168.0	21.0469424005	142.0	28.6251386275
NM_001104595	FAM118A	89.0	14.354694282899999	78.0	12.0336634998	50.0	12.3315020781	26.0	3.92145578179	28.0	6.79534528594
NM_002088	GRIK5	35.0	2.06008910153	44.0	2.4772506789	30.0	2.70010871191	24.0	1.3209891036299999	24.0	2.1255863803999997
NM_001329684	OARD1	89.0	33.588108191399996	83.0	29.9621482514	31.0	17.8895437991	22.0	7.764048702210001	19.0	10.7894347887
NM_001288726	ELP4	114.0	12.2808104787	130.0	13.395682627200001	42.0	6.91852482265	30.0	3.02213225434	25.0	4.05239474342
NM_014008	CCDC22	134.0	12.3206074955	117.0	10.289932005399999	70.0	9.841638282749999	41.0	3.5251793217300005	33.0	4.565526001369999
NM_014007	ZBTB43	88.0	10.8573487153	85.0	10.031349449299999	35.0	6.60315047176	24.0	2.7689963903	22.0	4.084259727719999
NM_001461	FMO5	3.0	0.324389632199	1.0	0.103429644025	2.0	0.330687471459	1.0	0.10111503672399999	1.0	0.162702890073
NM_014002	IKBKE	10.0	0.8053187521799999	12.0	0.924375395969	13.0	1.60085943296	6.0	0.45184459925399995	8.0	0.969409688132
NM_014003	DHX38	571.0	26.8487894441	498.0	22.3984137579	269.0	19.3411777383	266.0	11.696078401	281.0	19.8812862109
NM_014000	VCL	3519.0	179.023635767	3737.0	181.85009125099998	1406.0	109.37509970100001	1034.0	49.1905499715	971.0	74.3292743112
NM_015351	TTC9	55.0	14.2411412521	67.0	16.5941964301	19.0	7.52276924982	21.0	5.08477139833	27.0	10.519507933
NM_018230	NUP133	715.0	35.6828595418	705.0	33.6544149403	263.0	20.070185767799998	208.0	9.707043525549999	157.0	11.7897017268
NM_015352	POFUT1	492.0	73.0301964767	502.0	71.2755213737	263.0	59.6946142245	162.0	22.4865285269	138.0	30.8223685739
NM_015355	SUZ12	197.0	15.3716849225	240.0	17.9128961867	99.0	11.812245855499999	103.0	7.51558006746	100.0	11.7409923377
NM_015354	NUP188	2299.0	75.8556423243	1831.0	57.787856093500004	682.0	34.409259673	626.0	19.3149365351	603.0	29.937517719499997
NM_005006	NDUFS1	2482.0	196.85994772900003	1565.0	118.732400835	530.0	64.27964847	444.0	32.9312784989	442.0	52.750601288599995
NM_005642	TAF7	1032.0	170.25450821799998	784.0	123.71840299600001	265.0	66.8508344088	236.0	36.4083468233	206.0	51.1370534845
NM_018238	AGK	166.0	22.659727783	206.0	26.897575795	78.0	16.2810810416	49.0	6.25478971852	55.0	11.2968886086
NM_006532	ELL	220.0	20.422987133299998	253.0	22.4655173103	175.0	24.8414342507	149.0	12.9345964823	108.0	15.085853820399999
NM_000333	ATXN7	28.0	1.81047920143	42.0	2.5976708355900002	20.0	1.9774592358200003	25.0	1.5116301682799997	21.0	2.0431693273
NM_002229	JUNB	936.0	155.304332877	221.0	35.0751322124	115.0	29.1774678481	86.0	13.343698122200001	114.0	28.461784873800003
NM_002228	JUN	1434.0	249.400910837	509.0	84.6771018788	317.0	84.3043882434	344.0	55.947071645	487.0	127.446349959
NM_133372	FNIP1	159.0	7.867074010700001	161.0	7.619760253099999	60.0	4.539514389690001	41.0	1.89701166585	45.0	3.35025745368
NM_001009954	ERCC6L	225.0	11.517557419800001	188.0	9.205238318189998	76.0	5.94885653444	60.0	2.87209731973	45.0	3.46609082309
NM_001080495	TNRC18	579.0	11.2604392973	915.0	17.0214746941	763.0	22.6904622341	604.0	10.9845872297	361.0	10.5641249346
NM_002221	ITPKB	58.0	3.5364293166000005	38.0	2.2162558991999997	38.0	3.54293039643	35.0	1.9956072189900003	16.0	1.46793399449
NM_002556	OSBP	526.0	37.589050103299996	569.0	38.8944104187	195.0	21.3084693088	202.0	13.4988574027	170.0	18.2799113376
NM_001113756	TYMP	6.0	0.7172839072220001	11.0	1.2578586521700001	12.0	2.19362869266	4.0	0.44716711893	4.0	0.719530793365
NM_001317946	SMARCB1	1022.0	149.39661856	1222.0	170.867866706	562.0	125.622728715	479.0	65.4780019838	435.0	95.6816565443
NM_001039469	MARK2	269.0	19.6862159302	284.0	19.8805146948	146.0	16.3382243503	144.0	9.85467916852	139.0	15.3064445102
NM_007001	SLC35D2	34.0	5.80830193511	43.0	7.02648368666	23.0	6.00814130837	12.0	1.91699750098	12.0	3.08461573842
NM_001004067	NOMO3	23.0	1.08589628309	17.0	0.7677304239210001	5.0	0.360971197382	10.0	0.44149983328599995	8.0	0.568329310213
NM_001323027	IQCG	24.0	3.12115429899	21.0	2.61229736057	5.0	0.994296789184	3.0	0.364833983857	10.0	1.95683205628
NM_001039465	SRSF5	1300.0	274.95883110200003	1419.0	287.08204776900004	490.0	158.47561132200002	288.0	56.962211457600006	246.0	78.2904851704
NM_000487	ARSA	49.0	5.5476987687	50.0	5.41484606952	55.0	9.5218539576	25.0	2.6468347848500002	16.0	2.72575194663
NM_001291978	NOP14	451.0	30.351224817800002	438.0	28.1950656179	193.0	19.8609045358	175.0	11.0130538251	183.0	18.531062731600002
NM_005686	SOX13	96.0	8.89754419745	68.0	6.028470680290001	33.0	4.6768656677800005	24.0	2.08008075547	21.0	2.92865202131
NM_005687	FARSB	1355.0	132.609382017	1304.0	122.07082135799999	494.0	73.92714595	354.0	32.3972577665	326.0	48.006728670200005
NM_001348913	DYNC2LI1	224.0	34.4908357734	232.0	34.1698446371	92.0	21.6613521304	60.0	8.63926873774	67.0	15.523157336099999
NM_005680	TAF1B	151.0	14.8029618578	151.0	14.159500706800001	44.0	6.59578338659	53.0	4.858671934419999	32.0	4.72031746276
NM_001318966	EIF2B4	394.0	44.695665393599995	321.0	34.831609039	132.0	22.8973462556	111.0	11.7750347481	99.0	16.8987249245
NM_033109	PNPT1	585.0	43.0850668378	711.0	50.0887074814	269.0	30.294599824699997	212.0	14.600804945799998	183.0	20.2801681425
NM_001130009	GEN1	75.0	4.76413816265	66.0	4.01020283169	27.0	2.62258083801	19.0	1.1286173406	26.0	2.4851121295599996
NM_000484	APP	4787.0	358.505660365	4946.0	354.31213013	1915.0	219.30240933099998	1691.0	118.425773634	1432.0	161.370878864
NM_018053	XKR8	35.0	5.10340254696	44.0	6.13682554546	16.0	3.5674163587699996	15.0	2.04528142465	13.0	2.8522309668799997
NM_018052	VAC14	232.0	17.108549490799998	338.0	23.8419199352	225.0	25.3717111723	155.0	10.6887504338	123.0	13.6483412845
NM_001177701	IFT27	35.0	10.807205393599999	56.0	16.5398934487	23.0	10.8596350921	15.0	4.33118419338	8.0	3.71693447268
NM_033102	SLC45A3	15.0	1.56339407576	25.0	2.49239304644	16.0	2.54999436475	11.0	1.07211141827	6.0	0.9409748371719999
NM_033103	RHPN2	95.0	7.984612344219999	106.0	8.52188001509	44.0	5.65490016696	36.0	2.8294548267699997	56.0	7.08219392247
NM_033104	STON2	108.0	6.883075374600001	126.0	7.68119223902	56.0	5.457438270700001	38.0	2.26470896823	39.0	3.7400114665099995
NM_033107	GTPBP10	501.0	74.557779949	513.0	73.0250606788	267.0	60.7587091568	159.0	22.126993062199997	135.0	30.2300292406
NM_002592	PCNA	2326.0	512.619811603	2499.0	526.806653981	1118.0	376.764100593	687.0	141.583435659	481.0	159.507206591
NM_001206651	SH3GLB1	802.0	117.236876795	807.0	112.83990870000001	288.0	64.37606026659999	190.0	25.972485129299997	176.0	38.71257828
NM_001349205	LPIN1	211.0	13.1428541598	216.0	12.869459396300002	67.0	6.38151906896	69.0	4.01907728495	85.0	7.9666496013
NM_004586	RPS6KA3	481.0	37.4812301344	410.0	30.5599004895	127.0	15.1326335623	112.0	8.16125251878	135.0	15.828949184
