	AccNum	GeneName	TE0	TE1	TE2	TE3	TE4
27	NM_003826	NAPG	2.8277769464152813	2.8422455630421197	3.5425719239877136	4.444020843921162	2.6005299089556315
28	NM_003827	NAPA	1.9931145595014206	2.509802659222832	1.8344637170027758	1.4544068216450479	2.770058124532601
29	NM_003821	RIPK2	0.9501851189363082	1.095890702166459	0.9195200349135377	1.516195346750285	1.377001902611093
30	NM_003795	SNX3	3.514357987394514	3.118422577228236	2.5328322800746257	2.9500734112858673	4.165848873377449
31	NM_012181	FKBP8	0.7305954575167942	0.673857654678257	0.5517823401949468	0.5778166636388558	0.9594686154215984
32	NM_001018088	VPS13C	1.3545496131570418	1.1631213241616163	4.10042520396623	6.110528660380947	4.236696643336707
33	NM_020437	ASPHD2	0.3883516949717588	0.30613756064577596	0.4769168626999771	0.49995234494137686	0.8161663098847362
34	NM_020733	HEG1	1.5527866079056718	2.237759799127625	2.5788837760833365	2.3963960500112083	3.278420851513921
35	NM_020731	AHRR	0.5026648955086886	0.4531116115007806	0.7547952515357181	1.1952883649166701	0.9278433872679192
36	NM_001025780	ABHD17B	1.6302645259707398	0.9569850380583287	2.667810802836112	4.210125010020565	2.4209695104762092
37	NM_001300829	CIRBP	2.12770754813566	1.6806520425123903	0.8894325432073461	1.052633093943182	1.606030385179685
38	NM_002224	ITPR3	0.31553926953783434	0.38534012220727326	0.6914988043111938	0.7412049205360615	1.2073323120469193
39	NM_175856	CHSY3	0.6298451702749662	0.7183270890229811	1.0315535104333313	0.985413317563959	1.4525817062829145
40	NM_001688	ATP5PB	2.1976156484364577	2.335378437640878	2.01887069331223	2.5382195973952593	3.1061347945953774
41	NM_014171	CRIPT	4.5206986681086745	4.355053685310016	6.31147871518313	5.7137410850414065	5.526126056522866
42	NM_001867	COX7C	8.127476285188845	7.537828865515363	5.514421691405807	6.434169308794953	9.504936817239905
43	NM_144643	SCLT1	1.2460425578815786	1.1021909361659845	1.6778279988978673	1.9807635761486695	2.842007686211542
44	NM_001161546	PROB1	0.8790564839319424	0.8736682831747056	0.7669473458526729	0.8888041687835917	1.1135351752972777
45	NM_144641	PPM1M	0.6933308903561145	0.7368784793093514	0.43792366008925065	0.5985823993857134	0.8841801690431595
46	NM_000159	GCDH	1.0851178696678232	1.1070340508241092	1.237864212521429	0.9487848182133981	1.4473187290846008
47	NM_000158	GBE1	1.968770840736798	1.6012651059389758	1.8772756899452823	2.8471862356063053	2.7835301618053583
48	NM_021020	LZTS1	0.7810064964987963	0.9595356378457831	1.2307241335754049	1.0287733292216006	1.4777905505179343
49	NM_021021	SNTB1	1.2932155577298248	1.532583391841879	1.2563792755275793	1.2654161047141421	1.7813629876320543
50	NM_015225	PRUNE2	1.8332484424489923	1.944694332608309	1.8642533321123993	1.5465192536791312	2.4867567254338967
51	NM_001143679	GSTK1	1.4653959665668144	1.5913614480574807	0.8649672292431347	1.1706201247428603	1.2797344551943632
52	NM_001297658	TSSC4	0.5390898879365066	0.6944947218243641	0.5906475745217814	0.7678151196279385	0.6621613600781554
53	NM_023009	MARCKSL1	2.9939611678453373	3.4374166425021713	2.8811803182993696	2.867384149617494	5.088206633173673
54	NM_001286499	PIF1	0.513359893283972	0.6212558607753411	0.7935027003335284	1.2221057320803352	1.3960739511229832
55	NM_001297656	KIF2C	0.9713104632002618	0.7465167322963111	0.7775528973113474	0.9775577947669863	1.5296859366254423
56	NM_006885	ZFHX3	0.8951258541936742	1.6162479938771734	2.7086744256337285	3.3726514945168735	3.770768367969416
57	NM_002226	JAG2	0.3464057706884847	0.4525182473398992	0.6187514489024778	0.40605266594236855	0.6810116834727458
58	NM_001319119	DNPEP	0.8436539474314229	0.8291447316249431	0.7255944973729781	0.6838726376400027	1.049843555832963
59	NM_001193653	C17orf62	1.2323397438265722	1.2836482000952179	1.461101334437664	1.4560015659686707	1.3415147392397022
60	NM_182976	ZNF326	8.042638328149257	5.659882939398526	9.329491307599604	11.198932526667745	15.473152958203485
61	NM_006270	RRAS	3.340112092563283	3.627760687004533	1.6668395138137801	1.583182425644655	2.046713354273439
62	NM_003355	UCP2	0.9774039634875845	1.5151676714805067	2.7150360251331023	2.0773213712373555	2.3578137841148608
63	NM_001002030	ECHDC1	4.468132404513064	2.644484140376869	3.2236047201063474	4.781153459665642	7.245365274096142
64	NM_003358	UGCG	1.4524764741792082	1.3052891728158114	1.415327181851423	1.6023221325883927	1.5678776253366653
65	NM_003359	UGDH	2.4574728224879445	1.741296688823	1.9341628320607496	2.1381609720693784	3.707852321792443
66	NM_004813	PEX16	1.0942365072300901	1.2121341371864576	1.1690939784896646	1.1213884372534852	1.1691638598904661
67	NM_004814	SNRNP40	1.7336109902383834	1.573533050848465	1.3165066353199502	1.3290137806795663	1.6824480949397203
68	NM_004815	ARHGAP29	1.0311074779665317	1.2901792190011834	1.7020632922133512	2.7404795204186407	3.648997523025237
69	NM_020199	C5orf15	3.141655596926564	3.006867350983157	3.123314795483109	2.1162004018569167	3.9998626694843074
70	NM_004817	TJP2	0.8421610814805457	0.6823127727817014	1.1656784925313648	1.3736064426654713	1.5955130869946945
71	NM_004818	DDX23	0.5266013191046722	0.4498596142887896	0.4523299420154282	0.695368364693681	0.9630435803471306
72	NM_020196	XAB2	3.7270762984005787	3.478499880264127	3.650112421536293	3.282677181741256	3.309004254357954
73	NM_020195	SDR39U1	1.8234810623869473	2.607382134174844	2.231726344688033	1.5437125036791035	4.2440648113997135
74	NM_014314	DDX58	2.8893922882545144	2.465212988359265	2.9432912661692145	3.5552166751343655	3.067563851788203
75	NM_020191	MRPS22	2.1164837705629918	1.7305479438330134	1.6561638928963585	1.810772672226517	2.6123504994490916
76	NM_001303098	TMEM198	0.3195234219507269	0.4412865417915972	0.47367253030173856	0.4245879787191692	0.8774307021044745
77	NM_005663	NELFA	1.5812372760902864	1.5838102379940284	0.847995612432395	0.9921534907387758	1.2331296126145708
78	NM_032961	PCDH10	0.7311489389192056	1.0168923014462496	1.0629183131135949	1.2420468512464098	1.7539443570687674
79	NM_001303095	ISG20L2	0.9017503580026428	1.115844554381983	1.3363306839704276	1.248107981700027	1.9468187208244154
80	NM_001303096	WDR75	1.9338359616376775	1.5943344224872698	2.1118967139328357	3.263092228058893	2.7835301618068273
81	NM_014313	TMEM50A	3.46452112597112	3.4601250332643274	2.996056151624317	3.866298134224789	2.6984719444788055
82	NM_003688	CASK	1.3757144508658448	1.7849851362202305	1.9484899641489148	3.361998377576597	3.1649631050952767
83	NM_003689	AKR7A2	1.4538303926492957	1.4563657972580346	0.9544280143238861	0.9716587946887189	1.4338056795320147
84	NM_003680	YARS	1.2740813193076157	1.1421664409399779	1.0204131117671984	1.2029861075179469	1.6753810742804665
85	NM_003681	PDXK	1.4170362768592315	1.654006961737465	1.5773755135259853	1.8072351431922	1.731689271169634
86	NM_003682	MADD	0.59335359899141	0.6218285523903642	0.908376793328992	0.8836813781856423	1.1646459215892422
87	NM_003684	MKNK1	1.1213293822889656	1.5126797114270312	1.0573423481991822	1.3911717424488486	1.859257364809195
88	NM_003685	KHSRP	1.6483472912070793	2.0784379698727404	1.3432195591961487	1.7591164387570268	2.554416773057071
89	NM_003687	PDLIM4	1.1683126303241635	1.3527098686323862	0.9856791355756733	1.113987775305141	1.4570759340030692
90	NM_006417	IFI44	3.412028381646904	2.7483978321938065	3.3301238325888556	3.357704637623283	2.3655697505144913
91	NM_003172	SURF1	0.9808095522114896	1.2558759464642617	0.9745781711935384	1.2306519260100783	1.0963834096077476
92	NM_006411	AGPAT1	0.485426730367626	0.7813733506669597	0.5567605153766129	0.5701762592202917	1.2864096721751015
93	NM_001128844	SMARCA4	1.0254286565004076	1.1961022078760415	1.254556074428087	1.5045834105873943	2.437307505845579
94	NM_001127325	MAD2L2	0.9617844328350308	1.2349200002377319	1.0975249558647011	0.9588127163251706	1.0525954393361416
95	NM_001127322	CBX5	5.426618871929823	3.107440839952841	2.7316612509629494	4.259756565026122	5.287744148193407
96	NM_001098398	COPA	0.8153630152196185	0.6366502731180591	0.8900887400200338	1.3485304629829222	1.1809518302926296
97	NM_001257360	AMPD2	0.9342878719689943	1.008854050259764	1.2912094574552402	1.0149991303246906	1.3090150551113073
98	NM_002887	RARS	2.0681069986636698	1.7874566540942871	2.029121730790608	2.4682331984505046	2.6834288973150264
99	NM_002886	RAP2B	0.881868237733931	0.9377476857672356	1.4002988829394944	1.566517347483022	1.8109714305747546
100	NM_002881	RALB	2.897516165358766	2.2077113169817957	2.238276484895775	2.4971164742080805	4.578790161108859
101	NM_001346791	TSR2	3.42556817679634	2.394855057753565	1.728400828652886	1.9143474404600807	2.7999038686395443
102	NM_024298	MBOAT7	0.9743151022048527	1.1684259212661092	1.2761486726995253	1.0723615514670672	1.3449501162914184
103	NM_024299	PPDPF	5.76885539339418	4.938653637928099	2.9507228321651096	2.7887250066372147	4.177548505085807
104	NM_001323684	NRSN2	1.316068090060871	1.6082665223037254	2.240961074392371	1.2798780030453716	2.877094200850301
105	NM_024292	UBL5	2.8713987939758527	3.1550713325566124	3.2532208765521777	3.040208652095542	3.2661879378903644
106	NM_024293	RETREG2	0.30687332253591315	0.49967964308730917	0.40569376790219797	0.4007039202500128	0.5240838478064964
107	NM_024294	C6orf106	1.2625071794164417	0.7645619178257219	0.5875937717655172	0.7252642017277102	1.408428587859046
108	NM_002014	FKBP4	1.697726044140697	1.6430105418269554	1.22518398664349	1.6217632230419008	2.0544819013030433
109	NM_024297	PHF23	0.8551080981072956	0.7693426250345442	0.7820441775826739	0.8056785990432842	1.2592869074299935
110	NM_001077269	WIPF1	2.1904746666074386	3.118965840650779	2.7660608243477474	2.82173750672205	4.52872769510351
111	NM_032504	UNC80	0.2948967386977791	0.8641962860626657	0.9082155907079209	1.4544068216473536	1.4381243713403864
112	NM_032501	ACSS1	1.0500111150615128	1.0193707715580034	0.8666740558959082	0.773259626843522	1.0687892153265015
113	NM_001469	XRCC6	1.0055649558822517	0.725105044962504	0.5484011885279985	0.7258567378408207	1.0663479425641145
114	NM_004104	FASN	1.0114974584481415	1.1368370226856042	1.2454885870941657	1.223428692425141	1.4830039008800098
115	NM_001077268	ZFYVE19	1.203660157953252	1.2465989311652392	0.5834904633048521	1.0851678804922886	1.4367927746939486
116	NM_001303115	TUBA1C	1.3730340002902246	1.6055357063101876	1.4320244045086665	1.6782389273945297	2.815018059557053
117	NM_002087	GRN	1.4718180463171673	1.520177195849167	1.2010527263593145	1.0230149677683822	1.4519249742967058
118	NM_002086	GRB2	1.89927092913212	1.926352507302742	2.5570288288291856	2.1426529068916276	2.582656851159152
119	NM_002081	GPC1	1.3102639456362022	1.780395394835125	2.2010420224748666	1.6057315732227564	1.7407297078034156
120	NM_002080	GOT2	1.5679682349410193	1.402985328608102	1.206977581247598	1.7202661331331581	1.7886087389053165
121	NM_001104595	FAM118A	0.9424966790796339	1.3842105014858472	1.41342668496962	1.3035794475495999	1.4415981017013495
122	NM_002088	GRIK5	0.35745059236107396	0.8349522337493975	0.8211068626673758	0.6742652314916202	0.9824224100482676
123	NM_001329684	OARD1	1.8766156099052416	2.079691875405835	2.0631070208652136	3.999618759535145	3.215200614695325
124	NM_001288726	ELP4	2.1395480167834466	2.4073664605026335	2.4956939768528277	3.0219341738636256	1.977771430753744
125	NM_014008	CCDC22	1.2317554196193892	1.3868413109211077	1.1052359040321584	1.087275002590652	1.201331751416974
126	NM_014007	ZBTB43	1.054278432522232	0.7046889825739892	0.5833189493523036	1.5684779449121704	1.4525817062840503
127	NM_014003	DHX38	0.7073330125742816	0.5765203981845622	0.5698291171900113	0.7648504970661312	1.369367085703527
128	NM_014000	VCL	1.5590082364346993	1.3960607553188504	1.317670857014943	1.610163313339539	1.7895564380297106
129	NM_015351	TTC9	0.8530070954075815	1.1349244435758015	0.9927561438890418	1.3332062531707831	1.6879803227229415
130	NM_018230	NUP133	1.1461156197375122	0.8832507811569741	0.9751538819400896	1.4116301504235187	1.4690993577900568
131	NM_015352	POFUT1	0.9461927444853546	1.2726472670359488	1.3084882970222576	1.2881655013801945	0.8797812627301825
132	NM_015355	SUZ12	3.168312068645158	4.788565894282083	4.247573278250451	5.6290930689599366	6.6313512678303965
133	NM_015354	NUP188	1.0349093267676306	0.8616966707029584	0.7850240010069174	0.9941581112028132	1.492998051538045
134	NM_005006	NDUFS1	1.5638463415858204	0.9396916943056595	0.922940770486245	1.3523203213208776	1.4541035310134909
135	NM_005642	TAF7	2.974879232904326	2.1316841722855413	2.330133175634657	3.3128155381964755	5.128244980444324
136	NM_018238	AGK	2.6149561777303876	1.6579765784432536	1.9044064808018326	3.1004796585523615	2.5915625644361007
137	NM_006532	ELL	0.8739863384659247	1.052030512377396	1.1657967754887222	1.2059708016278454	1.1508956745817003
138	NM_000333	ATXN7	0.4736892248393274	0.544322390439097	0.4698371251968878	0.4974650198424206	1.8946717908044548
139	NM_002229	JUNB	1.2862805406884932	1.123537241805061	0.8740928183352613	1.1001282368851741	1.2013317514233393
140	NM_002228	JUN	1.4340948983942514	1.036006561492922	1.2695808163041233	1.1142170525847312	1.0355527527309514
141	NM_133372	FNIP1	1.237328973558587	1.1842689846048764	1.2894418880366518	1.8664887544399937	1.9079677331949234
142	NM_001009954	ERCC6L	1.436185415736853	1.4501252872716424	3.2493935578621183	2.5775320894743152	2.8339107982101277
143	NM_001080495	TNRC18	0.4543863462218566	0.7393202710323582	1.096925859640905	1.1590786169211125	1.623899846971914
144	NM_002221	ITPKB	0.6175059390514419	0.9109761420047148	1.3856688946118447	1.3565958365617248	2.333253223860339
145	NM_002556	OSBP	2.3784212491755077	2.0197464189468946	1.8506275602366289	2.1297760270881123	3.2083108991045433
146	NM_001317946	SMARCB1	1.7849378673020464	1.8456140019907121	1.5807344656746816	1.56847794491397	2.8286272357050795
147	NM_001039469	MARK2	0.9162499361175623	1.1513726239236244	1.2768312094292908	1.1136823319712366	2.112642881789704
148	NM_001039465	SRSF5	3.052372736910086	2.5699442591079085	1.684697944175457	1.2130460329339225	1.436088809593152
149	NM_001291978	NOP14	0.9461927444866353	0.9836283715093097	1.26981994626596	1.689193263187613	2.155189162041252
150	NM_005686	SOX13	1.2502178170276714	1.2113896483747717	1.4506221240452295	0.924356335534771	2.2104504226027006
151	NM_005687	FARSB	2.015648811765579	1.761023360222408	2.376050220658053	2.373107130655273	3.00104947885629
152	NM_001348913	DYNC2LI1	2.6103299836967455	2.2460273845991194	3.337379004333346	4.444020843932477	5.090734306600957
153	NM_005680	TAF1B	3.877700622495653	2.822087793099448	4.58468226859409	5.948150975707675	4.76097014101165
154	NM_001318966	EIF2B4	1.5284652026332848	1.276501771567146	1.0805378950087599	1.3865345033005476	1.8748322956044217
155	NM_033109	PNPT1	2.3141553679922184	2.0331697611807003	2.3567030199838186	2.752425813011655	2.96862423905399
156	NM_001130009	GEN1	0.7607901121196716	1.2488654746712482	1.1666378987044321	1.3865345033057206	1.0082756313622034
157	NM_000484	APP	2.0117365287893576	1.8330348812665807	1.7330098975213994	2.3338576978615984	3.3580484854676627
158	NM_018052	VAC14	0.759324235220198	1.1444616237789556	1.6319498895508087	1.5315344561247404	1.9930290695680237
159	NM_033103	RHPN2	1.7369078079590634	0.9474151876827646	1.1873078771067611	1.33320625317854	1.433805679530841
160	NM_033104	STON2	0.5732143545258106	0.8531830319185072	0.9759537226007523	0.781534700137614	1.1474093796735296
161	NM_033107	GTPBP10	2.522463839282297	2.3948550577509278	3.0235189098982995	3.4733531332698586	3.4340926208361666
162	NM_002592	PCNA	2.3114188361397465	2.1178340982991384	2.3296943739644016	2.7194226953463456	2.5602052363086902
163	NM_001206651	SH3GLB1	2.562421978964534	2.677477704321889	2.9669682278266336	3.0971406804596064	3.4716276575888627
164	NM_001349205	LPIN1	1.2161605418933727	0.9359545200892871	0.9860437967365454	1.0932291276041965	1.599668068993379
165	NM_004586	RPS6KA3	1.5031520574687303	1.50007404716639	1.7972309501365855	3.452662347960272	2.810185033395514
166	NM_001287045	SH3GLB2	1.0686022953469003	1.162029191465464	0.8354460145748083	0.7172312121521498	1.0202078873542557
167	NM_005641	TAF6	0.7611897506387028	1.0114480894023987	0.9886952700293119	1.0356764079177248	1.7120577672263269
168	NM_013237	PRELID1	0.48511151820582427	0.6579272136699063	0.7828754320252597	0.8570611627570769	0.6954226048648703
169	NM_001353366	NOM1	1.1128178818809364	1.3209154059058175	1.2894418880404461	1.6408692346775866	2.272425668101239
170	NM_016034	MRPS2	1.6637222423950917	1.9991329648348344	1.8163106164882623	1.8878200544992096	2.980607357175194
171	NM_001300813	SEC24B	1.6969396472447453	1.5916575153132295	1.6693189587973158	2.285496434016735	4.578790161093007
172	NM_001012968	SPIN4	3.4742009104384564	4.40658226829475	4.212176834259429	6.7549116827823195	6.097794269274464
173	NM_001256182	ANKRD11	0.6306087578010966	1.2487816919372448	1.9002301507994215	1.8689807287492672	4.11601113175154
174	NM_004322	BAD	1.803282136357159	2.3774088979336314	1.2481797476227277	1.5190471248321837	2.056232951265003
175	NM_001142353	PPP3CB	2.2161936726420293	1.8330424283443292	2.698831858683451	3.6187026871912527	2.928129131241242
176	NM_018292	QRSL1	0.9613254567287361	0.9721611067703253	0.8409403617654508	1.3911717424447483	2.04041577471175
177	NM_134442	CREB1	2.1371161595237567	2.0705100128156504	2.2169351759290405	2.3489824460799626	2.5748103823753006
178	NM_079834	SCAMP4	3.7434231242758935	3.5365840910101625	4.138692511612571	3.9823043925959887	4.038322887459494
179	NM_001270399	TUBA1A	1.2291643932835399	1.255225185371538	1.1459506572160638	1.4783627129019652	1.7430980475420954
180	NM_000138	FBN1	0.6006124567496304	0.45977501755178385	1.0687550123367917	1.2120056847049205	1.8915297148655288
181	NM_005647	TBL1X	0.464508814332855	0.633446201066521	0.9925309269788148	0.977684585661927	0.9473358954040584
182	NM_014911	AAK1	2.925655391829994	3.1738408787438632	3.653418682774317	5.332825012707514	5.912289082145939
183	NM_014913	ADNP2	0.5508128740051229	0.6300310998115595	1.0944813630510115	1.3668973859234843	1.176860178700317
184	NM_014915	ANKRD26	1.930233198752629	2.571555509428089	4.909797958310117	7.999237519074468	4.420900845205002
185	NM_014916	LMTK2	0.5561119783308367	0.8407998958930003	1.0652773751954379	1.1308053038507568	1.2540524472615995
186	NM_001323949	MBD1	0.8761898666422903	0.8535964759166227	0.8758473201777516	0.7842389724547508	0.7447395689066638
187	NM_005022	PFN1	3.956652878404856	4.391588119592899	2.7459013874755986	2.363347894057212	2.7693190200232936
188	NM_005023	PGGT1B	2.489388053936747	2.974443031108098	3.97287500638365	3.130136420505463	2.326789918534456
189	NM_005027	PIK3R2	0.17088387176212888	0.49359336989469765	0.6510109044502864	0.740670140651479	1.1345674735493074
190	NM_005025	SERPINI1	3.340460892897703	3.3015983813202494	3.300971233381064	3.070414401245664	6.1892611833075675
191	NM_001005333	MAGED1	1.9751041517515837	1.9839908563929074	1.8588058386033632	1.7474524818383597	2.2524210002506018
192	NM_004328	BCS1L	0.692375889130465	0.5938608319282385	0.7794387532181835	0.7157212517052333	0.9359564852475688
193	NM_001005339	RGS10	2.3287300243886246	2.0477984525474953	1.8748326838398575	1.880162664733552	4.7955534592158
194	NM_177401	MIDN	5.502119065659308	5.615474125662433	6.055845288890248	4.662230250639292	8.942276709638909
195	NM_022778	CEP85	0.9848128565061252	0.6973067987218748	0.6230860130144478	0.802091566952367	1.5775828742264513
196	NM_001287435	CEBPA	0.5299412851868125	0.6166607730488314	0.8289269280269372	0.619469572183464	0.9165282240083373
197	NM_020899	ZBTB4	0.29352694628176773	0.6792130941124852	0.58349046330282	0.592536112523766	1.0067397964345868
198	NM_014371	AKAP8L	0.8001303182531665	0.7047131488629254	0.6722395208994365	0.8083024973051067	1.830681407270169
199	NM_001002814	RAB11FIP1	1.4298023694469284	1.184268984603317	1.1735369992277955	1.4601782772934995	1.3045281182638895
200	NM_022917	NOL6	0.5417805145535936	0.615371163856421	0.7329863113545954	0.8388713503104173	0.9001505826019309
201	NM_001316951	GPALPP1	4.895518982347744	1.9945582898543512	2.4069581910069044	4.666221886115909	7.262908531453282
202	NM_001042697	ZSWIM7	2.753335643863365	3.8219589957576394	2.1413945640648997	2.2664506303969194	2.79990386863332
203	NM_001855	COL15A1	2.0851284554391323	2.500123411943423	3.147755197278321	3.208733694095403	3.226062778948656
204	NM_001853	COL9A3	1.1315663608419755	1.278301849894889	0.8524214637107661	0.8608543521543921	0.8692782560851309
205	NM_001852	COL9A2	1.1637258031058992	1.420013396061882	1.0879665930357258	0.8444942835363853	1.2693675694175748
206	NM_001171623	VEGFA	0.9813933674197374	0.8962035559236532	1.7340770218397947	0.9999046898833431	2.0804239271619904
207	NM_001859	SLC31A1	2.8417322092725876	3.3681044516229766	2.5708748202522997	4.350462510359782	4.991339663948102
208	NM_001858	COL19A1	1.6764246123450626	1.271923539372525	1.4415299056012625	2.0566051618528642	1.7101905901213401
209	NM_013233	STK39	1.5953699751055412	1.2216669525406156	1.3183531411354035	1.5352072006282211	1.6318761509219784
210	NM_001354609	BRAF	1.3689597154263824	1.6033180099259576	1.7702507276483488	1.6968079585898712	1.289429413187337
211	NM_001350989	SFXN2	1.6336609104021873	1.562227171181194	1.1801671517644727	1.2798780030504895	2.2104504226073547
212	NM_206862	TACC2	1.784632356289641	2.3633323912608484	2.3083898565936556	2.6664125063472457	4.689739410111394
213	NM_001204517	KIFAP3	2.4391608044460615	1.557094405683459	2.340098241258857	3.7697556124363003	1.9291203688227925
214	NM_001350984	ZSCAN25	1.0078494145540964	1.0309338819159743	0.9849535571885343	0.7223747029165061	1.1128474541408684
215	NM_025248	SRCIN1	1.446263909886176	1.1327790287514585	1.7926387223951512	1.657499666108555	3.684084037686486
216	NM_001148	ANK2	1.310461836213575	1.082476472299701	1.2196075111254745	2.1748392509899386	2.08362129999633
217	NM_004319	ASTN1	1.2750524178771165	1.295294201909243	1.011039662214963	1.469247707575453	1.4017490484842652
218	NM_004318	ASPH	2.5483941214206998	2.2233402392952075	1.6893320938282428	1.9133036305102382	1.9014627291261554
219	NM_001286554	USP49	0.500164075132671	0.9278808539172911	1.481486424557063	0.8204346173392962	1.5438066443583356
220	NM_001300970	ZNF566	4.356429094391334	3.8102567330664883	4.463452689372302	3.8329679778833907	4.420900845203973
221	NM_032038	SPNS1	0.7358599501257679	1.0350318361366364	1.1521186544765591	1.1312053057237232	1.118382654297289
222	NM_004642	CDK2AP1	1.4845056727082433	2.109963955105906	0.8178003920793386	0.8275073295561987	1.7063126069216714
223	NM_001330765	DEDD	0.8183737246177366	1.0953317881340718	0.9921642193271442	1.0056184309680298	0.9882013654027135
224	NM_001201475	C18orf21	1.439731552566613	2.368537969213934	1.4393769913102055	3.2589486188696175	4.199855802937377
225	NM_001291303	FAT4	1.4797061859099412	1.8740080635544791	2.823327735908473	4.066279072189471	4.036474684756091
226	NM_001348341	SDCBP	6.6064529123990345	4.829959780344486	3.051073763246267	3.130136420499438	5.6840153723985845
227	NM_022902	SLC30A5	0.5099498939942262	0.7126574420619108	0.8023193970036536	1.2676387325290854	1.4042861508341122
228	NM_022903	CCDC71	0.5707678813477456	0.892257454152366	1.1118540830985666	0.6587607368635672	1.2007385011682956
229	NM_016183	MRTO4	1.6607217786719908	1.7025829964358234	1.5570010798089282	1.3332062531779403	1.7605357348180164
230	NM_022908	NT5DC2	0.2574925567684449	0.3733736937584461	0.2880428650414304	0.4323912172463716	0.9996699944920585
231	NM_022909	CENPH	3.2840773173181317	3.920338707645731	1.8225765148301476	2.5363436036106646	1.9425170380421688
232	NM_017858	TIPIN	2.1082644161149124	1.9220103192722213	2.2104718080759747	1.7921788977126605	2.652540507124016
233	NM_001320642	BIN1	0.7127285199146002	0.7631286519025401	0.6654116033262543	0.7206520287468673	1.2054064439069407
234	NM_001686	ATP5F1B	1.3550097183259722	1.1875314335991813	1.1600841220102756	1.4717832472329269	1.8343782481813633
235	NM_017854	TMEM160	1.262679406026392	1.6230829387190375	1.0673713406604086	0.8574806738501257	0.7859379280386222
236	NM_001687	ATP5F1D	3.4220637592352525	3.5952919398068075	2.793410391072876	3.093455134326395	4.544851336198201
237	NM_182931	KMT2E	1.340439721356742	2.1096813605538776	3.789913657429257	5.12451153564194	4.953046317330324
238	NM_001351277	LARP4B	2.0158151194260054	1.7330765628372227	1.7583298473307905	2.3132452869706754	3.01204233409987
239	NM_025027	ZNF606	1.4951058430513946	1.1368982252185984	1.5196993680539377	1.6294743094422517	6.189261183304988
240	NM_001353259	FAM49B	1.5359205140524885	1.2439084298723073	1.4232518952909343	1.5362774043271505	1.6803424027038207
