AccNum	GeneName	cdReads0	cdRPKM0	cdReads1	cdRPKM1	cdReads2	cdRPKM2	cdReads3	cdRPKM3	cdReads4	cdRPKM4
NM_207118	GTF2H5	18.0	15.0273672401	32.0	18.1628557476	35.0	16.537921874400002	15.0	9.034652967989999	21.0	8.072059896789998
NM_001282735	SPATS2L	1363.0	146.563875122	1935.0	141.460703419	1969.0	119.833790355	764.0	59.269909417200004	880.0	43.5680820394
NM_001282730	SUPT7L	128.0	18.6295690725	204.0	20.1858372595	218.0	17.9577462291	130.0	13.650419980699999	141.0	9.448582044530001
NM_004109	FDX1	52.0	16.895634518599998	77.0	17.0092689637	81.0	14.8956232234	43.0	10.079742554600001	39.0	5.83432282888
NM_004101	F2RL2	26.0	4.16758984793	36.0	3.9231768414899997	41.0	3.71961488559	17.0	1.9659404858400003	25.0	1.8450422621200002
NM_007101	SARDH	53.0	3.4665961424400002	79.0	3.5130006628300006	115.0	4.2572359123400005	46.0	2.1706761429099997	65.0	1.957471388
NM_007100	ATP5ME	150.0	128.806004915	203.0	118.51263375299999	214.0	104.00665316	85.0	52.6591201563	80.0	31.6292959221
NM_181435	C1QTNF3	1.0	0.18784209050200001	3.0	0.38312273842600003	5.0	0.53157606025	2.0	0.27103958904	5.0	0.432431780185
NM_000485	APRT	335.0	111.252332054	448.0	101.15004747799999	517.0	97.1756280749	230.0	55.106391583800004	258.0	39.449246157
NM_007108	ELOB	726.0	366.718272818	994.0	341.354847727	1194.0	341.35223714299997	520.0	189.499947967	486.0	113.02821925100001
NM_016643	ZNF771	160.0	30.2437579675	168.0	21.5898096623	213.0	22.7875624319	97.0	13.228095666300002	77.0	6.7013327445
NM_001350532	SNX14	112.0	6.954814590469999	212.0	8.9500849087	196.0	6.8885228303499995	54.0	2.41919633193	95.0	2.71610043753
NM_001350531	LARP1B	14.0	1.32524813456	13.0	0.836635481288	8.0	0.428609358816	3.0	0.204880319274	6.0	0.261502052899
NM_001350530	MIER1	126.0	12.560187544000001	255.0	17.2818217002	177.0	9.986224893060001	79.0	5.68149320972	120.0	5.50758884216
NM_014177	TIMM21	64.0	15.4498233473	83.0	13.622141810699999	88.0	12.0234392423	44.0	7.66312733671	52.0	5.77965045966
NM_020992	PDLIM1	20.0	3.6429981188199996	27.0	3.3436166262700002	25.0	2.5773384739400003	17.0	2.23402327936	17.0	1.42571447528
NM_005802	TOPORS	166.0	9.53936123082	169.0	6.60270162336	110.0	3.5777203290300004	61.0	2.5290118442	82.0	2.16960036559
NM_003824	FADD	118.0	33.9374035279	157.0	30.6987023581	158.0	25.719124982100002	88.0	18.2595091564	88.0	11.6528984976
NM_003825	SNAP23	84.0	23.8169593994	124.0	23.903003554699996	114.0	18.2942402622	41.0	8.3868853967	65.0	8.48545379986
NM_003826	NAPG	73.0	14.0191413231	100.0	13.0563659528	95.0	10.3258225122	36.0	4.98782119128	68.0	6.01259778711
NM_003827	NAPA	382.0	77.5737065639	503.0	69.4453107851	679.0	78.0411124129	308.0	45.124428878	316.0	29.5456091975
NM_003820	TNFRSF14	6.0	1.26991835832	11.0	1.58285450618	16.0	1.9166686116099998	10.0	1.5269836002200001	12.0	1.1693929830399998
NM_003821	RIPK2	79.0	8.77753798129	134.0	10.1221830091	122.0	7.67198868472	51.0	4.08813871823	61.0	3.1205428277999996
NM_003795	SNX3	156.0	57.5280807229	259.0	64.9349950118	252.0	52.596679139399996	94.0	25.0088062525	104.0	17.658073183499997
NM_003823	TNFRSF6B	47.0	9.38586392406	45.0	6.10959848654	49.0	5.53828081377	36.0	5.18667120555	28.0	2.57447757506
NM_012181	FKBP8	1321.0	191.798571248	1652.0	163.07085703799999	1984.0	163.037202479	946.0	99.09312124889999	963.0	64.3759311023
NM_012180	FBXO8	38.0	7.137999439060001	55.0	7.02391687115	40.0	4.252608482	27.0	3.6590344520399998	33.0	2.85404974922
NM_012183	FOXD3	17.0	2.13332144536	9.0	0.7678451542579999	3.0	0.213074328952	2.0	0.181070289129	6.0	0.346667648416
NM_001018088	VPS13C	95.0	1.57354630787	112.0	1.26123991414	50.0	0.468736123671	24.0	0.286798573137	48.0	0.366059638669
NM_020437	ASPHD2	107.0	17.3830085913	147.0	16.236120374400002	146.0	13.4244505594	64.0	7.50120376153	65.0	4.86193569073
NM_020733	HEG1	101.0	4.392949612890001	163.0	4.8199908433	144.0	3.54486611524	79.0	2.47897279701	89.0	1.78229480458
NM_020731	AHRR	64.0	5.3430639075999995	115.0	6.527276284299999	164.0	7.749197678310001	58.0	3.4933991476199995	81.0	3.1135088173299996
NM_001025780	ABHD17B	74.0	15.391351913800001	99.0	13.999225321099999	58.0	6.82771742439	19.0	2.8510738777900007	42.0	4.02206444684
NM_001300829	CIRBP	836.0	168.629248493	1243.0	170.459620175	1644.0	187.68559313900002	689.0	100.26645736799999	768.0	71.3251236901
NM_002224	ITPR3	1113.0	25.0381133806	1635.0	25.0062146638	1902.0	24.2169500981	1108.0	17.982746386600002	985.0	10.2022827181
NM_175856	CHSY3	83.0	5.6501539339999995	122.0	5.64632378564	105.0	4.04551656272	46.0	2.2591748305	70.0	2.19399136493
NM_001688	ATP5PB	380.0	88.87781402719999	500.0	79.5066642649	548.0	72.54255091479999	208.0	35.0980448375	269.0	28.9678814306
NM_014171	CRIPT	51.0	30.0547344802	62.0	24.8403762431	57.0	19.0116614489	21.0	8.92836293308	36.0	9.76787079947
NM_001867	COX7C	79.0	74.19762574810001	137.0	87.4796919407	141.0	74.9522244953	46.0	31.1695527396	40.0	17.2972712074
NM_144643	SCLT1	71.0	6.19415427604	101.0	5.9905790546399995	83.0	4.09830483606	35.0	2.2029342505400002	42.0	1.6870488028100001
NM_001161546	PROB1	552.0	32.6579004589	713.0	28.6788989499	691.0	23.1382083548	312.0	13.317220752799999	266.0	7.2457860490899995
NM_144641	PPM1M	58.0	7.579019999369999	90.0	7.995604975860001	106.0	7.83959128856	49.0	4.619457343630001	70.0	4.21150951137
NM_133447	AGAP11	1.0	0.10909159521	4.0	0.296670965025	1.0	0.0617438618076	1.0	0.0787047808464	1.0	0.0502280107656
NM_000159	GCDH	210.0	28.753960095	276.0	25.6927868321	300.0	23.2488846396	163.0	16.1018507566	168.0	10.591130980800001
NM_000158	GBE1	96.0	8.20840543415	142.0	8.254669148460001	136.0	6.58156191809	59.0	3.63956432509	81.0	3.1887999267100002
NM_021020	LZTS1	853.0	85.8850536404	1407.0	96.31333431	1647.0	93.85656509020001	762.0	55.3520045155	709.0	32.8677126594
NM_021021	SNTB1	369.0	41.1510093626	595.0	45.112287814700004	702.0	44.309182254	295.0	23.7348211552	340.0	17.4577282687
NM_001347869	ZNF174	30.0	7.21313627526	36.0	5.88476526223	39.0	5.30725538554	13.0	2.2550493808099996	18.0	1.9926456430900001
NM_021025	TLX3	17.0	3.49952387784	17.0	2.37920969982	29.0	3.3787848213200005	12.0	1.78217811971	9.0	0.853016114338
NM_015225	PRUNE2	68.0	1.3232256035299998	95.0	1.2568178750599999	83.0	0.9141249699089999	50.0	0.701947786442	64.0	0.573402580653
NM_001143679	GSTK1	118.0	25.063312146100003	128.0	18.4837542591	161.0	19.3546280029	82.0	12.565510276300001	76.0	7.432325720210001
NM_001297658	TSSC4	368.0	67.0311653862	457.0	56.5938073409	465.0	47.9384956153	191.0	25.099908609299998	227.0	19.0374815228
NM_001286495	FAM214A	7.0	0.38816077742	11.0	0.414696199035	6.0	0.188307386657	3.0	0.120017530202	12.0	0.306372331349
NM_023009	MARCKSL1	1430.0	438.55377864	1950.0	406.579232616	1928.0	334.654251155	942.0	208.42391255099997	742.0	104.77204274200001
NM_173531	ZNF100	31.0	3.4316639738	38.0	2.85989717573	26.0	1.62899183104	7.0	0.559050349401	15.0	0.76452027436
NM_001286499	PIF1	47.0	4.79651110551	61.0	4.23234626717	78.0	4.50531017448	48.0	3.53409854639	57.0	2.67828715469
NM_001297656	KIF2C	857.0	76.6574626475	1469.0	89.33449249979999	1592.0	80.5970559922	701.0	45.2377980755	815.0	33.564942938200005
NM_001297650	CD163L1	2.0	0.082116760875	8.0	0.223313800176	2.0	0.0464765954317	3.0	0.0888654390294	1.0	0.018904121538099998
NM_006885	ZFHX3	298.0	4.836020990880001	403.0	4.446320045669999	457.0	4.1974990848300004	185.0	2.1659751176	204.0	1.52425197681
NM_002226	JAG2	890.0	43.1779074857	1319.0	43.505096969300006	1713.0	47.036115123	788.0	27.580848576399998	779.0	17.4005801718
NM_001282864	SLC2A11	28.0	3.1400468860000004	51.0	3.88840988254	69.0	4.37955201878	36.0	2.91266424043	28.0	1.44574207107
NM_152695	ZNF449	18.0	2.08472146684	17.0	1.33859196984	15.0	0.983262076763	13.0	1.08624729326	8.0	0.42659936696500006
NM_015259	ICOSLG	11.0	2.18219194246	16.0	2.15796305912	24.0	2.6947222064200003	14.0	2.00372501468	7.0	0.639371080934
NM_001319119	DNPEP	456.0	58.071859843199995	757.0	65.5421272291	853.0	61.482627714399996	386.0	35.4648411422	459.0	26.913381302399998
NM_001193653	C17orf62	248.0	79.293342033	286.0	62.1691365617	323.0	58.4507463696	152.0	35.062142582199996	145.0	21.345568724
NM_182976	ZNF326	42.0	4.33035625444	77.0	5.397452415569999	51.0	2.9760965019800003	25.0	1.8596198218900002	34.0	1.61401638711
NM_006270	RRAS	61.0	16.7428201214	79.0	14.7417699048	123.0	19.1076107136	64.0	12.6732666291	54.0	6.8241289147
NM_006271	S100A1	8.0	5.06185001773	6.0	2.58103739572	8.0	2.86491518787	3.0	1.3694631867299998	1.0	0.29132246244000004
NM_003356	UCP3	1.0	0.192043031823	2.0	0.261127319055	7.0	0.7608500798469999	4.0	0.554202354586	7.0	0.61894388985
NM_003355	UCP2	96.0	18.614545226500002	136.0	17.9284963186	161.0	17.6689023381	86.0	12.030660468299999	75.0	6.695717886740001
NM_001002030	ECHDC1	48.0	9.55382288114	103.0	13.937886819600001	78.0	8.7868466648	29.0	4.164316864719999	36.0	3.29908219055
NM_001170704	MBNL3	21.0	4.87374072653	27.0	4.260206512230001	37.0	4.86012397943	15.0	2.51156375944	8.0	0.854845835733
NM_003358	UGCG	670.0	101.95783342700001	1096.0	113.391398161	1096.0	94.39714220299999	431.0	47.318709013100005	860.0	60.2558105858
NM_003359	UGDH	180.0	21.8579887129	253.0	20.8872841098	254.0	17.4571725968	106.0	9.286528141649999	124.0	6.932886075860001
NM_004813	PEX16	147.0	26.2198573804	170.0	20.6151107521	225.0	22.714229280700003	107.0	13.7691328319	121.0	9.93694868176
NM_004814	SNRNP40	733.0	123.07329817899999	1150.0	131.274830299	1334.0	126.770496424	636.0	77.0418675438	741.0	57.2839238645
NM_004815	ARHGAP29	65.0	3.0959710637299995	123.0	3.98301927746	100.0	2.6957898459599994	36.0	1.2370745109899999	63.0	1.38158869866
NM_020199	C5orf15	96.0	21.693642933099998	141.0	21.6622781426	135.0	17.2662299269	63.0	10.2709739005	63.0	6.554755404909999
NM_004817	TJP2	382.0	19.2794434449	545.0	18.7004213774	448.0	12.797102266600001	198.0	7.20951652459	266.0	6.18112395119
NM_004818	DDX23	560.0	41.0003685967	874.0	43.5045746988	1069.0	44.297573371599995	533.0	28.153783378000004	583.0	19.6527339613
NM_020196	XAB2	328.0	23.0326002559	510.0	24.347987115	780.0	31.0003235137	437.0	22.139121571999997	497.0	16.0686799815
NM_020195	SDR39U1	111.0	22.6943913422	119.0	16.5411721987	130.0	15.043240888699998	76.0	11.2103449072	50.0	4.7067404646
NM_014314	DDX58	45.0	2.92108650456	49.0	2.16247823561	46.0	1.69002151337	18.0	0.8429740998209999	49.0	1.4644773894799998
NM_020191	MRPS22	171.0	28.472906349699997	297.0	33.621408181	327.0	30.816686395900003	134.0	16.0971988615	154.0	11.8062261094
NM_001303098	TMEM198	172.0	28.639414574	263.0	29.7724927664	294.0	27.7067455669	157.0	18.8601509049	131.0	10.0429585736
NM_005663	NELFA	334.0	37.1788196904	495.0	37.460889979499996	739.0	46.558187677	301.0	24.172715941	337.0	17.2716456204
NM_032961	PCDH10	308.0	17.7845498942	375.0	14.7213348099	444.0	14.5103413334	234.0	9.74805207843	184.0	4.89175470073
NM_001303095	ISG20L2	165.0	28.0171253629	225.0	25.9744229442	220.0	21.142912226900002	94.0	11.515354291400001	109.0	8.521593498789999
NM_001303096	WDR75	253.0	19.827504103	361.0	19.2343931956	370.0	16.4116311691	143.0	8.0852487578	243.0	8.7681604243
NM_014313	TMEM50A	65.0	24.7285790027	115.0	29.7445501563	102.0	21.9628387425	40.0	10.9788187965	77.0	13.487492485799999
NM_003688	CASK	114.0	7.43219030531	138.0	6.11666671327	135.0	4.98136351471	46.0	2.16361320535	88.0	2.64149217571
NM_003689	AKR7A2	331.0	55.2673172942	457.0	51.8776567292	535.0	50.5587897305	236.0	28.4290413393	296.0	22.755521232800003
NM_003680	YARS	606.0	68.8588623631	1097.0	84.7456875219	1088.0	69.9710854959	430.0	35.2505174403	504.0	26.367711723299998
NM_003681	PDXK	245.0	47.0505427966	358.0	46.7417901109	412.0	44.7814618424	180.0	24.9391059564	217.0	19.1872605853
NM_003682	MADD	497.0	18.1276735882	678.0	16.8127648319	626.0	12.92297529	347.0	9.13113955309	372.0	6.2471697952900005
NM_003684	MKNK1	104.0	13.4149887809	119.0	10.4358468378	150.0	10.9509231296	92.0	8.56159388555	107.0	6.35470564529
NM_003685	KHSRP	1737.0	146.64346570799998	2580.0	148.08339552700002	3165.0	151.230402759	1490.0	90.75258149870001	1658.0	64.4469115997
NM_003687	PDLIM4	623.0	113.136553361	914.0	112.845658142	1248.0	128.27203348700002	596.0	78.0856048666	534.0	44.6489079142
NM_006416	SLC35A1	22.0	3.9124506424	26.0	3.14357118709	24.0	2.41568292469	5.0	0.6415138202130001	13.0	1.0644474589200001
NM_006417	IFI44	77.0	10.400964292000001	106.0	9.7344743726	115.0	8.79190967065	54.0	5.26243157147	114.0	7.0899376814199995
NM_003172	SURF1	164.0	32.750674118	215.0	29.190303880100004	258.0	29.160743876599998	117.0	16.856681418	125.0	11.4932034601
NM_001324229	STOML1	40.0	9.89456279185	51.0	8.57690410305	36.0	5.0401285712599995	32.0	5.7107929871800005	48.0	5.4667918877699995
NM_006411	AGPAT1	486.0	102.86338702399999	582.0	83.7473929631	667.0	79.9011227463	318.0	48.5580784871	244.0	23.7776573217
NM_001128844	SMARCA4	3468.0	126.492499002	5004.0	124.087131591	5803.0	119.79556806299999	2715.0	71.443930509	2358.0	39.598995637899996
NM_001127325	MAD2L2	354.0	100.371471755	491.0	94.6481834301	645.0	103.50688569399999	292.0	59.730988679	336.0	43.863268873100004
NM_001127322	CBX5	124.0	38.820698703699996	234.0	49.8059559954	211.0	37.3875162376	82.0	18.5210385844	102.0	14.702680526300002
NM_001127323	GRM8	3.0	0.198381085678	3.0	0.134872691195	6.0	0.22456018386799997	3.0	0.143123215335	2.0	0.060892483898400004
NM_002460	IRF4	1.0	0.132985550798	5.0	0.45206222823200004	10.0	0.752674067611	6.0	0.575659304155	4.0	0.244917114441
NM_001098398	COPA	1570.0	76.4763908168	2381.0	78.85166852020001	2173.0	59.9087081451	870.0	30.574319930599998	1153.0	25.8589999379
NM_001257360	AMPD2	967.0	66.0521096418	1357.0	63.0178855812	1459.0	56.4050525022	817.0	40.2616989537	743.0	23.367040921999997
NM_002887	RARS	245.0	22.279606498200003	375.0	23.1844319774	387.0	19.918420363499997	148.0	9.7098600128	229.0	9.58807892646
NM_002886	RAP2B	152.0	49.6556482717	245.0	54.414533863500004	221.0	40.8620206314	80.0	18.8549279332	83.0	12.4841174801
NM_002881	RALB	99.0	28.748006894099998	162.0	31.9824199034	159.0	26.131970961900002	63.0	13.1984495532	56.0	7.48712802021
NM_001346791	TSR2	45.0	27.885836115700002	90.0	37.9173019474	94.0	32.9686760666	39.0	17.4359488207	60.0	17.1189488238
NM_024298	MBOAT7	443.0	56.2970290687	598.0	51.666220736599996	776.0	55.8143624868	368.0	33.7395581452	355.0	20.7713531624
NM_024299	PPDPF	135.0	70.5632896493	188.0	66.807721576	215.0	63.6042312091	109.0	41.1037428944	109.0	26.2316878137
NM_001323684	NRSN2	110.0	32.2538613934	162.0	32.2944435122	145.0	24.063540678600003	75.0	15.865732041400001	63.0	8.505194818080001
NM_024292	UBL5	197.0	160.021153854	265.0	146.345982967	283.0	130.106832476	107.0	62.7053751941	134.0	50.115337119799996
NM_024293	RETREG2	629.0	69.5015734856	839.0	63.0274465764	1087.0	67.979197352	539.0	42.9677466154	523.0	26.6072730632
NM_024294	C6orf106	258.0	51.867033417399995	443.0	60.547914603500004	474.0	53.9327470359	250.0	36.2594767946	226.0	20.9187065839
NM_002014	FKBP4	544.0	71.0859806837	728.0	64.6755602492	903.0	66.7844427695	365.0	34.4102434781	411.0	24.7275772739
NM_024297	PHF23	232.0	34.518308908	274.0	27.7163380406	277.0	23.3261890993	139.0	14.9205951986	165.0	11.303167323599999
NM_001077269	WIPF1	164.0	19.559430375999998	202.0	16.3790038438	186.0	12.5553202802	103.0	8.86256434003	82.0	4.50278171113
NM_032505	KBTBD8	8.0	0.798796929708	21.0	1.42557298019	19.0	1.07374832104	10.0	0.7203710007699999	13.0	0.5976465799239999
NM_032504	UNC80	50.0	0.922207256221	74.0	0.9279274261980001	115.0	1.20049088783	44.0	0.58549208556	83.0	0.704841244659
NM_032501	ACSS1	120.0	10.4538206888	158.0	9.35781915693	183.0	9.02292582268	100.0	6.28497597773	91.0	3.64997490985
NM_001469	XRCC6	1425.0	140.419661096	2280.0	152.74663932	2490.0	138.87206715	1080.0	76.7797393214	1194.0	54.1716506797
NM_032508	TMEM185A	38.0	6.50757783618	45.0	5.23928531182	54.0	5.23397967016	22.0	2.71811781601	34.0	2.68083063727
NM_004104	FASN	9291.0	222.32367679599997	12384.0	201.468874424	14815.0	200.64456898400002	7894.0	136.279395916	7077.0	77.96992887569999
NM_001077268	ZFYVE19	98.0	12.480355843499998	133.0	11.5153275052	179.0	12.9019816657	86.0	7.90149310421	80.0	4.69078541218
NM_001303115	TUBA1C	658.0	95.3060977735	953.0	93.8450685225	1040.0	85.2571146271	483.0	50.4721432313	468.0	31.2101124822
NM_002087	GRN	1408.0	142.481704203	1999.0	137.528593331	2480.0	142.039987008	1298.0	94.763471131	1154.0	53.767140668900005
NM_002086	GRB2	355.0	97.8846856925	541.0	101.41622091200001	472.0	73.65986067909999	224.0	44.5599030788	291.0	36.9431627255
NM_002081	GPC1	1688.0	181.511240797	2670.0	195.193838826	3399.0	206.86391742900003	1722.0	133.590031435	1760.0	87.1361640788
NM_002080	GOT2	271.0	37.7950489288	444.0	42.0990554336	516.0	40.7303197534	186.0	18.714937749	262.0	16.8237032254
NM_001104595	FAM118A	64.0	10.745826853299999	77.0	8.7897060287	104.0	9.88315714253	45.0	5.451075533759999	46.0	3.5560870415199997
NM_002088	GRIK5	120.0	7.35284023982	139.0	5.79045171771	212.0	7.352114154410001	87.0	3.84594401573	99.0	2.7929538830299996
NM_001329684	OARD1	35.0	13.7505321151	41.0	10.9511336125	45.0	10.006137604700001	14.0	3.96816130359	22.0	3.9795029182999997
NM_001288726	ELP4	52.0	5.83151564542	61.0	4.65084319284	62.0	3.93524964006	30.0	2.42722020036	38.0	1.9620785250200001
NM_014008	CCDC22	111.0	10.624444354500001	152.0	9.8912367288	203.0	10.997191361099999	103.0	7.11263125378	92.0	4.05439223205
NM_014007	ZBTB43	89.0	11.4310742254	121.0	10.5658920455	126.0	9.15946442277	34.0	3.15054565038	70.0	4.13951789579
NM_001461	FMO5	2.0	0.22512909723000002	1.0	0.07652888657710001	5.0	0.318547451835	3.0	0.243631091272	3.0	0.155481089505
NM_014002	IKBKE	42.0	3.5210567591900004	71.0	4.04674505674	76.0	3.6061170949199997	40.0	2.41932129687	43.0	1.6597660517
NM_014003	DHX38	614.0	30.0547344802	986.0	32.812944198800004	1188.0	32.9126962646	631.0	22.283515398600002	636.0	14.3336345119
NM_014000	VCL	1570.0	83.1470187383	2684.0	96.6391945902	2695.0	80.7808272	1189.0	45.429578342700005	1460.0	35.6003749255
NM_015351	TTC9	77.0	20.7552874886	96.0	17.5927212623	113.0	17.2392738463	42.0	8.16765039618	55.0	6.82582899664
NM_018230	NUP133	338.0	17.560069584	598.0	21.1219726953	599.0	17.613223721500002	238.0	8.92064611118	325.0	7.774054475239999
NM_015352	POFUT1	476.0	73.552974872	603.0	63.3482121738	677.0	59.2085540836	296.0	32.9985473957	402.0	28.6005265825
NM_015355	SUZ12	44.0	3.5740765327900004	46.0	2.5403453647	51.0	2.3446814333200003	27.0	1.58228516845	40.0	1.49598021253
NM_015354	NUP188	1790.0	61.4833996796	2625.0	61.299638148199996	3065.0	59.5851199878	1392.0	34.4948212977	1522.0	24.0698941967
NM_005006	NDUFS1	900.0	74.3111566819	1472.0	82.63101406060001	1446.0	67.5744160986	558.0	33.2395803702	830.0	31.5532639608
NM_005642	TAF7	269.0	46.1984204296	340.0	39.698813277	254.0	24.689429815500002	99.0	12.2664774011	100.0	7.907323980529999
NM_018238	AGK	61.0	8.6682685735	100.0	9.66109348278	130.0	10.4555858659	43.0	4.40839804396	58.0	3.79476777316
NM_006532	ELL	273.0	26.3824518106	403.0	26.4777643877	511.0	27.949619733800002	241.0	16.8027115006	242.0	10.7676903722
NM_000333	ATXN7	133.0	8.9524741005	161.0	7.36785497713	247.0	9.41002727932	134.0	6.507378263169999	49.0	1.51859581485
NM_002229	JUNB	693.0	119.700752844	234.0	27.4791481354	208.0	20.334311822	143.0	17.82007413	184.0	14.633093803
NM_002228	JUN	916.0	165.844197493	647.0	79.6402929356	844.0	86.48678454959999	761.0	99.402952896	1507.0	125.62403715399999
NM_133372	FNIP1	104.0	5.356799290400001	152.0	5.32279063041	96.0	2.7986318030699997	50.0	1.8580263173299998	95.0	2.25294363627
NM_001009954	ERCC6L	84.0	4.47623705025	98.0	3.55045185492	50.0	1.5080171922	30.0	1.15335995336	39.0	0.956870322112
NM_001080495	TNRC18	1357.0	27.473408346	1746.0	24.0325964313	1862.0	21.3360915958	1003.0	14.6501964463	863.0	8.04448369255
NM_002221	ITPKB	89.0	5.64914755806	65.0	2.80498168225	67.0	2.4069674195900004	57.0	2.61022286383	36.0	1.0520832328899998
NM_002557	OVGP1	2.0	0.17705292771899997	4.0	0.24074477426899998	6.0	0.30062622553199997	1.0	0.0638679443982	3.0	0.12227820588400001
NM_002556	OSBP	195.0	14.5066168902	292.0	14.7685596859	301.0	12.6736153771	159.0	8.533721714319999	175.0	5.99410388375
NM_001113756	TYMP	11.0	1.36895270925	13.0	1.09992449403	24.0	1.69047790589	13.0	1.16720982444	8.0	0.458395593074
NM_001317946	SMARCB1	579.0	88.1098291851	1001.0	103.562764196	1297.0	111.70902685899999	561.0	61.591173448599996	472.0	33.070630926199996
NM_001039469	MARK2	237.0	18.0556959995	360.0	18.6462777637	409.0	17.6356590027	249.0	13.685953393299998	226.0	7.927367894289999
NM_007001	SLC35D2	53.0	9.42544927487	59.0	7.133488463010001	93.0	9.36077133316	43.0	5.51701885383	44.0	3.60274524557
NM_001004067	NOMO3	25.0	1.22872994604	26.0	0.8687874580830001	28.0	0.778891496295	17.0	0.602802683719	13.0	0.294180900338
NM_001323027	IQCG	9.0	1.2184351816299999	8.0	0.7363319897689999	15.0	1.1493536437799998	6.0	0.5860315438699999	2.0	0.124665017711
NM_001039465	SRSF5	350.0	77.0634217442	588.0	88.0199932385	597.0	74.3972824543	233.0	37.0122925985	314.0	31.832047819
NM_000487	ARSA	44.0	5.185914969140001	50.0	4.00651229727	74.0	4.936361218319999	50.0	4.2516013967	34.0	1.8450422621200002
NM_001291978	NOP14	340.0	23.8196030846	484.0	23.052855372	460.0	18.2396261233	191.0	9.653811003560001	240.0	7.74143606485
NM_005686	SOX13	104.0	10.0343254766	131.0	8.5931006928	120.0	6.55297615204	75.0	5.22066624154	54.0	2.39885109522
NM_005687	FARSB	403.0	41.057823713699996	616.0	42.6673187563	534.0	30.791768534099997	200.0	14.700452286900001	274.0	12.852752029400001
NM_001348913	DYNC2LI1	38.0	6.091092854659999	58.0	6.32067380017	51.0	4.62683802842	21.0	2.4285147178	33.0	2.435455786
NM_005680	TAF1B	28.0	2.8574959777499997	47.0	3.2609881074900002	27.0	1.5595304450100003	13.0	0.957151689648	26.0	1.22167484249
NM_001318966	EIF2B4	221.0	26.0986102952	321.0	25.772342954299997	358.0	23.9282331875	175.0	14.909839868599999	191.0	10.385159294700001
NM_033109	PNPT1	212.0	16.2540910965	339.0	17.670558956	325.0	14.103038333199999	124.0	6.85896102876	207.0	7.307214571289999
NM_001130009	GEN1	37.0	2.4467000566999997	55.0	2.4726660052500002	63.0	2.35788193061	25.0	1.19269346112	57.0	1.7354357911099998
NM_000484	APP	1867.0	145.55691121799998	2729.0	144.649124519	3000.0	132.376917728	1339.0	75.3145545472	1252.0	44.9414963459
NM_018053	XKR8	55.0	8.34853735562	57.0	5.8822885091699995	66.0	5.6701446426699995	36.0	3.9423940224000003	36.0	2.51596672108
NM_018052	VAC14	346.0	26.561783218800002	476.0	24.8434463674	576.0	25.0268453194	242.0	13.403132679	244.0	8.624335478119999
NM_001177701	IFT27	22.0	7.071702230650001	34.0	7.430259169480001	29.0	5.2759634643	18.0	4.17429955313	19.0	2.8119628059099995
